	Condition	CorrectSource	Stim_RT
0	CTL	6	0.873
1	Enc	8	1.484
2	Enc	5	1.165
3	Enc	5	1.603
4	Enc	6	1.332
5	Enc	5	1.114
6	Enc	9	1.419
7	CTL	5	0.805
8	CTL	6	0.904
9	CTL	6	0.541
10	CTL	9	0.74
11	Enc	6	0.541
12	Enc	8	1.105
13	CTL	9	0.871
14	Enc	9	0.59
15	Enc	5	1.002
16	Enc	9	1.05
17	Enc	5	1.198
18	Enc	8	0.872
19	Enc	8	1.013
20	Enc	9	1.068
21	Enc	8	0.712
22	Enc	5	0.908
23	CTL	5	0.763
24	CTL	8	1.375
25	Enc	8	1.086
26	Enc	8	1.273
27	Enc	5	1.317
28	Enc	9	0.943
29	Enc	9	1.0
30	CTL	8	0.79
31	Enc	6	1.046
32	CTL	9	0.743
33	Enc	8	1.178
34	Enc	8	1.094
35	Enc	9	1.866
36	Enc	5	1.248
37	Enc	6	1.0
38	Enc	9	0.969
39	Enc	8	0.856
40	Enc	6	0.868
41	Enc	6	1.026
42	CTL	6	0.804
43	Enc	9	1.04
44	Enc	8	0.831
45	CTL	6	0.729
46	Enc	9	0.876
47	Enc	8	1.093
48	Enc	9	1.09
49	Enc	6	0.787
50	Enc	5	0.757
51	CTL	5	0.696
52	Enc	6	0.911
53	CTL	9	1.235
54	CTL	8	0.73
55	CTL	9	0.677
56	Enc	6	0.911
57	Enc	8	1.035
58	Enc	9	1.025
59	Enc	5	1.343
60	Enc	6	0.761
61	Enc	9	0.866
62	CTL	8	0.624
63	Enc	6	0.668
64	Enc	9	1.064
65	CTL	5	0.597
66	CTL	5	0.562
67	Enc	6	1.036
68	CTL	8	0.731
69	CTL	9	0.67
70	Enc	8	0.738
71	Enc	9	1.268
72	CTL	8	0.73
73	Enc	8	1.505
74	Enc	9	1.085
75	CTL	9	0.734
76	CTL	6	0.622
77	Enc	5	0.612
78	Enc	8	0.998
79	Enc	5	0.981
80	CTL	6	0.761
81	Enc	6	0.954
82	CTL	6	0.583
83	CTL	9	0.627
84	Enc	5	0.795
85	Enc	6	0.844
86	Enc	8	0.691
87	CTL	5	0.749
88	CTL	8	0.809
89	CTL	9	0.793
90	CTL	6	0.507
91	Enc	5	0.806
92	CTL	5	0.0
93	Enc	5	0.856
94	CTL	5	0.717
95	Enc	5	0.71
96	Enc	9	1.022
97	Enc	9	0.837
98	Enc	5	0.914
99	Enc	8	0.898
100	CTL	8	0.779
101	Enc	6	0.903
102	Enc	6	0.95
103	CTL	8	0.777
104	CTL	6	1.075
105	Enc	5	0.98
106	CTL	5	0.526
107	Enc	6	0.985
108	Enc	8	0.936
109	Enc	9	1.044
110	Enc	8	1.151
111	Enc	9	1.291
112	CTL	8	0.827
113	CTL	9	0.857
114	Enc	6	1.123
115	Enc	5	0.838
116	Enc	6	0.905
