	Condition	CorrectSource	Stim_RT
0	CTL	8	2.02
1	Enc	6	1.595
2	Enc	5	1.558
3	Enc	6	2.178
4	Enc	9	2.116
5	Enc	8	1.991
6	Enc	9	2.507
7	CTL	5	1.383
8	CTL	6	0.982
9	Enc	8	1.346
10	CTL	8	1.323
11	Enc	6	1.476
12	Enc	5	1.22
13	CTL	8	0.931
14	Enc	6	1.858
15	Enc	6	1.637
16	Enc	8	1.771
17	Enc	5	2.711
18	Enc	9	0.0
19	Enc	9	1.742
20	Enc	5	2.419
21	Enc	5	2.882
22	CTL	5	1.166
23	Enc	5	1.499
24	Enc	8	1.594
25	CTL	5	1.156
26	Enc	6	1.638
27	Enc	5	2.09
28	Enc	6	1.257
29	Enc	5	1.379
30	Enc	8	1.55
31	Enc	5	1.908
32	Enc	9	2.681
33	CTL	6	0.0
34	CTL	9	1.003
35	CTL	8	0.589
36	CTL	5	0.608
37	Enc	8	0.835
38	CTL	9	0.974
39	Enc	9	1.013
40	CTL	6	1.127
41	Enc	8	1.829
42	Enc	6	1.693
43	Enc	9	2.006
44	Enc	6	1.746
45	Enc	9	1.615
46	Enc	6	1.572
47	CTL	6	0.0
48	Enc	5	2.237
49	Enc	9	1.522
50	Enc	8	2.237
51	Enc	6	1.3
52	CTL	6	1.003
53	CTL	9	1.128
54	Enc	6	1.021
55	Enc	5	2.188
56	Enc	6	1.22
57	CTL	8	0.793
58	Enc	9	0.755
59	Enc	8	0.917
60	Enc	9	1.573
61	CTL	9	1.103
62	Enc	8	1.259
63	Enc	9	1.388
64	CTL	8	0.91
65	CTL	5	0.91
66	CTL	5	1.035
67	CTL	8	0.76
68	CTL	9	0.587
69	CTL	8	0.713
70	Enc	6	0.954
71	Enc	6	1.111
72	Enc	8	1.015
73	Enc	9	1.43
74	Enc	6	1.365
75	CTL	9	1.03
76	CTL	5	0.839
77	Enc	5	1.083
78	Enc	9	1.4
79	Enc	8	1.173
80	Enc	8	1.127
81	CTL	6	1.155
82	Enc	6	1.097
83	CTL	6	0.895
84	Enc	9	1.061
85	Enc	9	1.464
86	Enc	5	2.25
87	CTL	9	1.017
88	Enc	8	1.15
89	CTL	8	2.247
90	Enc	8	1.107
91	CTL	8	0.687
92	Enc	5	1.338
93	CTL	5	0.669
94	Enc	8	1.31
95	Enc	9	0.984
96	CTL	9	1.251
97	CTL	9	0.0
98	Enc	8	0.0
99	Enc	8	0.0
100	CTL	6	0.733
101	Enc	5	1.188
102	Enc	9	0.891
103	Enc	5	1.227
104	Enc	9	2.008
105	Enc	8	1.007
106	CTL	6	1.446
107	Enc	6	1.218
108	Enc	9	1.061
109	CTL	5	1.301
110	CTL	6	0.94
111	Enc	5	1.105
112	Enc	6	1.556
113	CTL	9	0.943
114	Enc	5	1.151
115	Enc	5	1.382
116	Enc	8	2.166
