trial_num	Unnamed: 0.1	Unnamed: 0.1.1	Unnamed: 0.1.1.1	Unnamed: 0.1.1.1.1	Unnamed: 0.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	onset	stimDurSec	fixOnsetSec	fixlen	trial_type	CorrectSource	Stim_RT	duration	isi	isiFix	trial_end	unscanned	stimDur	fixDur	fixcross
7	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	64.03699999999999	3.0	67.046	4.0	CTL02	5.0	1.28	9.99600000000001	4.998000000000005	4.998000000000005	74.033	0.0	4.998000000000005	4.998000000000005	67.046
8	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	71.041	3.0	74.05	2.5	CTL03	6.0	0.6759999999999999	14.007999999999996	7.004000000000005	7.003999999999991	85.04899999999999	0.0	7.004000000000005	7.003999999999991	74.05
9	9.0	9.0	9.0	9.0	9.0	9.0	9.0	9.0	9.0	9.0	9.0	9.0	9.0	9.0	9.0	9.0	9.0	9.0	9.0	9.0	9.0	9.0	76.541	3.0	79.55	1.5	CTL04	6.0	0.664	11.0	5.5	5.5	87.541	0.0	5.5	5.5	79.55
10	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	81.038	3.0	84.04700000000003	5.0	CTL05	9.0	0.703	8.994000000000028	4.497	4.497000000000028	90.03200000000002	0.0	4.497	4.497000000000028	84.04700000000003
13	13.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	99.058	3.0	102.067	3.0	CTL06	9.0	1.186	12.001999999999995	6.001000000000005	6.000999999999991	111.06	0.0	6.001000000000005	6.000999999999991	102.067
23	23.0	23.0	23.0	23.0	23.0	23.0	23.0	23.0	23.0	23.0	23.0	23.0	23.0	23.0	23.0	23.0	23.0	23.0	23.0	23.0	23.0	23.0	159.571	3.0	162.58	4.0	CTL07	5.0	1.199	8.994000000000028	4.497000000000014	4.497000000000014	168.56500000000003	0.0	4.497000000000014	4.497000000000014	162.58
24	24.0	24.0	24.0	24.0	24.0	24.0	24.0	24.0	24.0	24.0	24.0	24.0	24.0	24.0	24.0	24.0	24.0	24.0	24.0	24.0	24.0	24.0	166.575	3.0	169.584	3.0	CTL08	8.0	1.09	14.00799999999998	7.003999999999991	7.003999999999991	180.583	0.0	7.003999999999991	7.003999999999991	169.584
30	30.0	30.0	30.0	30.0	30.0	30.0	30.0	30.0	30.0	30.0	30.0	30.0	30.0	30.0	30.0	30.0	30.0	30.0	30.0	30.0	30.0	30.0	198.102	3.0	201.111	9.5	CTL09	8.0	0.826	15.009999999999993	7.5049999999999955	7.5049999999999955	213.112	0.0	7.5049999999999955	7.5049999999999955	201.111
32	32.0	32.0	32.0	32.0	32.0	32.0	32.0	32.0	32.0	32.0	32.0	32.0	32.0	32.0	32.0	32.0	32.0	32.0	32.0	32.0	32.0	32.0	217.109	3.0	220.118	4.0	CTL10	9.0	1.474	13.006	6.503000000000014	6.502999999999986	230.115	0.0	6.503000000000014	6.502999999999986	220.118
42	42.0	42.0	42.0	42.0	42.0	42.0	42.0	42.0	42.0	42.0	42.0	42.0	42.0	42.0	42.0	42.0	42.0	42.0	42.0	42.0	42.0	42.0	279.661	3.0	282.67	1.0	CTL11	6.0	1.2	7.019999999999982	3.509999999999991	3.509999999999991	286.681	0.0	3.509999999999991	3.509999999999991	282.67
