trial_num	Unnamed: 0.1	Unnamed: 0.1.1	Unnamed: 0.1.1.1	Unnamed: 0.1.1.1.1	Unnamed: 0.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	onset	stimDurSec	fixOnsetSec	fixlen	ImageID	trial_type	CorrectSource	Stim_RT	duration	isi	isiFix	trial_end	unscanned	stimDur	fixDur	fixcross
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	20.023	3.0	23.032	8.0	Old53	Enc01	8	1.7519999999999998	26.032	4.0120000000000005	4.0120000000000005	46.055	False	4.0120000000000005	4.0120000000000005	23.032
2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	31.022	3.0	34.031	7.5	Old10	Enc02	5	2.009	37.031	10.998999999999999	10.998999999999999	68.053	False	10.999	10.999	34.031
3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	41.52	3.0	44.529	0.5	Old62	Enc03	5	1.278	47.529	10.498000000000005	10.498000000000005	89.049	False	10.498000000000005	10.498000000000005	44.529
4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	45.03100000000001	3.0	48.03899999999999	6.0	Old47	Enc04	6	0.0	51.03899999999999	3.51100000000001	3.509999999999984	96.07	False	3.51100000000001	3.509999999999984	48.03899999999999
5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	54.041	3.0	57.05	2.0	Old40	Enc05	5	2.181	60.05	9.009999999999984	9.01100000000001	114.091	False	9.009999999999984	9.01100000000001	57.05
6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	59.03899999999999	3.0	62.048	2.0	Old78	Enc06	9	2.463	65.048	4.9979999999999905	4.998000000000005	124.08699999999999	False	4.997999999999991	4.998000000000005	62.048
11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	89.045	3.0	92.054	1.0	Old57	Enc07	6	2.095	95.054	8.007000000000005	8.006999999999977	184.099	False	8.007000000000005	8.006999999999977	92.054
12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	93.057	3.0	96.066	3.0	Old13	Enc08	8	2.283	99.066	4.0120000000000005	4.0120000000000005	192.123	False	4.0120000000000005	4.0120000000000005	96.066
14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	105.059	3.0	108.068	2.5	Old46	Enc09	9	1.641	111.068	6.000999999999991	6.001000000000005	216.127	False	6.000999999999991	6.001000000000005	108.068
15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	110.559	3.0	113.568	6.5	Old05	Enc10	5	1.781	116.568	5.5	5.5	227.127	False	5.5	5.5	113.568
16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	120.07	3.0	123.079	2.5	Old39	Enc11	9	1.469	126.079	9.510999999999996	9.510999999999996	246.149	False	9.510999999999996	9.510999999999996	123.079
17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	125.57	3.0	128.579	2.0	Old30	Enc12	5	1.5530000000000002	131.579	5.5	5.500000000000014	257.149	False	5.5	5.500000000000014	128.579
18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	130.56799999999998	3.0	133.577	4.5	Old71	Enc13	8	0.7709999999999999	136.577	4.9979999999999905	4.9979999999999905	267.145	False	4.997999999999991	4.997999999999991	133.577
19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	138.07399999999998	3.0	141.083	4.5	Old66	Enc14	8	1.384	144.083	7.506	7.506	282.157	False	7.506	7.506	141.083
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	145.579	3.0	148.588	2.5	Old72	Enc15	9	1.071	151.588	7.505000000000024	7.5049999999999955	297.16700000000003	False	7.505000000000024	7.5049999999999955	148.588
21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	151.079	3.0	154.088	1.0	Old69	Enc16	8	1.251	157.088	5.5	5.5	308.16700000000003	False	5.5	5.5	154.088
22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	155.07399999999998	3.0	158.083	1.5	Old07	Enc17	5	2.224	161.083	3.994999999999976	3.9950000000000045	316.157	False	3.994999999999976	3.995000000000005	158.083
25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	172.576	3.0	175.585	1.0	Old31	Enc18	8	1.753	178.585	6.001000000000005	6.001000000000005	351.161	False	6.001000000000005	6.001000000000005	175.585
26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	176.572	3.0	179.581	1.0	Old25	Enc19	8	2.245	182.581	3.9960000000000093	3.995999999999981	359.153	False	3.996000000000009	3.995999999999981	179.581
27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	180.584	3.0	183.592	0.5	Old21	Enc20	5	1.345	186.592	4.0120000000000005	4.011000000000024	367.17600000000004	False	4.0120000000000005	4.011000000000024	183.592
28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	184.094	3.0	187.103	3.5	Old74	Enc21	9	1.931	190.103	3.509999999999991	3.5109999999999957	374.197	False	3.509999999999991	3.510999999999996	187.103
29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	190.597	3.0	193.606	4.5	Old17	Enc22	9	1.651	196.606	6.503000000000014	6.502999999999986	387.203	False	6.503000000000014	6.502999999999986	193.606
31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	210.606	3.0	213.615	3.5	Old12	Enc23	6	1.922	216.615	12.50399999999999	12.504000000000019	427.221	False	12.50399999999999	12.50400000000002	213.615
33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	224.113	3.0	227.122	4.0	Old15	Enc24	8	1.126	230.122	7.003999999999991	7.004000000000019	454.235	False	7.003999999999991	7.004000000000019	227.122
34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	231.117	3.0	234.126	1.0	Old42	Enc25	8	1.234	237.126	7.003999999999991	7.003999999999991	468.243	False	7.003999999999991	7.003999999999991	234.126
35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	235.129	3.0	238.138	6.0	Old18	Enc26	9	1.662	241.138	4.0120000000000005	4.0120000000000005	476.267	False	4.0120000000000005	4.0120000000000005	238.138
36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	244.139	3.0	247.148	6.5	Old49	Enc27	5	1.979	250.148	9.01000000000002	9.009999999999991	494.28700000000003	False	9.01000000000002	9.009999999999993	247.148
37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	253.651	3.0	256.66	2.0	Old33	Enc28	6	0.8909999999999999	259.66	9.512	9.512000000000029	513.311	False	9.512	9.512000000000029	256.66
38	38	38	38	38	38	38	38	38	38	38	38	38	38	38	38	38	38	38	38	38	38	38	258.649	3.0	261.658	1.5	Old51	Enc29	9	2.477	264.658	4.9979999999999905	4.9979999999999905	523.307	False	4.997999999999991	4.997999999999991	261.658
39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	263.146	3.0	266.155	2.5	Old45	Enc30	8	2.083	269.155	4.497000000000014	4.496999999999957	532.3009999999999	False	4.497000000000014	4.496999999999957	266.155
40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	268.645	3.0	271.654	4.5	Old38	Enc31	6	2.4	274.654	5.498999999999967	5.499000000000024	543.299	False	5.498999999999967	5.499000000000024	271.654
41	41	41	41	41	41	41	41	41	41	41	41	41	41	41	41	41	41	41	41	41	41	41	276.151	3.0	279.16	0.5	Old01	Enc32	6	1.206	282.16	7.506000000000029	7.506000000000029	558.311	False	7.506000000000029	7.506000000000029	279.16
43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	283.657	3.0	286.666	1.5	Old08	Enc33	9	0.8440000000000001	289.666	3.995999999999981	3.995999999999981	573.323	False	3.995999999999981	3.995999999999981	286.666
44	44	44	44	44	44	44	44	44	44	44	44	44	44	44	44	44	44	44	44	44	44	44	288.153	3.0	291.16200000000003	2.0	Old60	Enc34	8	2.355	294.16200000000003	4.496000000000038	4.496000000000038	582.315	False	4.496000000000038	4.496000000000038	291.16200000000003
46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	300.156	3.0	303.165	2.0	Old02	Enc35	9	1.6880000000000002	306.165	7.004000000000019	7.004000000000019	606.321	False	7.004000000000019	7.004000000000019	303.165
47	47	47	47	47	47	47	47	47	47	47	47	47	47	47	47	47	47	47	47	47	47	47	305.154	3.0	308.163	2.5	Old63	Enc36	8	0.0	311.163	4.9979999999999905	4.9979999999999905	616.317	False	4.997999999999991	4.997999999999991	308.163
48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	310.654	3.0	313.663	2.0	Old19	Enc37	9	1.15	316.663	5.5	5.5	627.317	False	5.5	5.5	313.663
49	49	49	49	49	49	49	49	49	49	49	49	49	49	49	49	49	49	49	49	49	49	49	315.652	3.0	318.661	14.0	Old70	Enc38	6	1.023	321.661	4.9979999999999905	4.9979999999999905	637.313	False	4.997999999999991	4.997999999999991	318.661
50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	333.154	3.0	336.163	4.0	Old20	Enc39	5	0.953	339.163	17.50200000000001	17.50200000000001	672.317	False	17.50200000000001	17.50200000000001	336.163
52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	344.655	3.0	347.664	1.0	Old24	Enc40	6	1.963	350.664	4.496999999999957	4.497000000000014	695.319	False	4.496999999999957	4.497000000000014	347.664
56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	368.175	3.0	371.184	2.5	Old50	Enc41	6	1.266	374.184	4.999000000000024	4.999000000000024	742.359	False	4.999000000000024	4.999000000000024	371.184
57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	373.674	3.0	376.6830000000001	3.0	Old28	Enc42	8	0.0	379.6830000000001	5.498999999999967	5.4990000000000805	753.3570000000001	False	5.498999999999967	5.4990000000000805	376.6830000000001
58	58	58	58	58	58	58	58	58	58	58	58	58	58	58	58	58	58	58	58	58	58	58	379.675	3.0	382.684	3.0	Old35	Enc43	9	2.846	385.684	6.001000000000033	6.0009999999999195	765.359	False	6.001000000000033	6.00099999999992	382.684
