	category	Stim	OldNumber	Recognition_ACC	Recognition_RESP	Recognition_RT	Spatial_RESP	Spatial_RT
0	OLD	food_shellpasta.bmp	Old25	1	1	2.142	6	1695
1	New	kitchen_fork_old.bmp	New18	1	2	3.233	6	1695
2	OLD	fruit_blackberry_new.bmp	Old66	1	1	3.675	9	552
3	New	sporting_basketball_new.bmp	New14	1	2	2.303	9	552
4	New	animal_dolphin_old.bmp	New09	1	2	1.904	9	552
5	New	musical_french horn_old.bmp	New12	0	1	5.8	9	601
6	New	kitchen_spatula_old.bmp	New37	1	2	1.406	9	601
7	OLD	musical_harmonica_new.bmp	Old47	1	1	1.973	8	693
8	OLD	kitchen_tea cup and saucer.bmp	Old37	1	1	2.374	5	453
9	OLD	vegie_radish.bmp	Old77	1	1	1.88	9	556
10	OLD	food_candy.bmp	Old16	0	2	1.408	9	556
11	OLD	vegie_mushroom.bmp	Old76	1	1	4.269	6	546
12	OLD	kitchen_pitcher.bmp	Old34	1	1	3.371	6	403
13	OLD	food_frenchfries.bmp	Old20	1	1	6.153	5	243
14	New	vegie_pumpkin.bmp	New21	1	2	2.582	5	243
15	New	kitchen_toaster_old.bmp	New30	1	2	1.14	5	243
16	New	vegie_snowpea01.bmp	New27	1	2	1.277	5	243
17	OLD	animal_farm pig.bmp	Old05	1	1	1.216	8	471
18	New	sporting_baseball bat_new.bmp	New08	1	2	4.152	8	471
19	New	food_walnut01c.bmp	New34	1	2	3.362	8	471
20	OLD	kitchen_ladle.bmp	Old31	1	1	4.443	6	617
21	OLD	kitchen_coffee pot.bmp	Old29	1	1	1.221	6	323
22	OLD	vegie_corn02.bmp	Old73	0	2	1.404	6	323
23	New	sporting_golf ball.bmp	New19	1	2	1.553	6	323
24	OLD	animal_zebra_old.bmp	Old13	0	2	0.881	6	323
25	OLD	food_pecan02.bmp	Old21	1	1	2.66	6	513
26	OLD	animal_chimpanzee.bmp	Old03	0	2	1.876	6	513
27	OLD	sporting_hockey stick_old.bmp	Old58	1	1	1.446	9	411
28	OLD	food_rawchicken.bmp	Old23	1	1	1.519	5	402
29	OLD	animal_penguin.bmp	Old10	0	2	3.99	5	402
30	OLD	animal_camel_new.bmp	Old01	1	1	1.167	5	311
31	OLD	animal_siamese cat.bmp	Old12	0	2	1.633	5	311
32	OLD	food_bottleofredwine01.bmp	Old15	1	1	1.199	8	478
33	OLD	musical_clarinet_new.bmp	Old44	1	1	4.295	9	492
34	New	fruit_cherry.bmp	Old67	1	1	2.718	5	233
35	OLD	musical_violin_old.bmp	Old51	1	1	2.358	5	247
36	OLD	musical_double bass.bmp	Old45	1	1	3.965	5	238
37	OLD	food_baguette01.bmp	Old14	0	2	1.704	5	238
38	OLD	sporting_snow shoes_old.bmp	Old64	0	2	0.955	5	238
39	OLD	sporting_karate clothing.bmp	Old60	1	1	1.266	8	455
40	OLD	musical_triangle.bmp	Old49	1	1	1.21	5	264
41	OLD	kitchen_plate.bmp	Old35	1	1	5.084	6	1210
42	OLD	vegie_cauliflower.bmp	Old72	1	1	1.272	9	380
43	New	musical_bongo drum.bmp	New23	1	2	1.412	9	380
44	OLD	animal_lion_new.bmp	Old07	1	1	2.065	9	374
45	OLD	animal_monarch_old.bmp	Old08	1	1	1.212	8	354
46	New	fruit_granny smith apple.bmp	New16	1	2	1.258	8	354
47	OLD	sporting_bicycle_old.bmp	Old55	1	1	1.133	6	335
48	OLD	musical_drums_old.bmp	Old46	1	1	1.28	6	291
49	OLD	sporting_rollerblade.bmp	Old62	1	1	1.38	9	452
50	OLD	food_toast.bmp	Old26	1	1	1.176	5	312
51	OLD	fruit_lemon_new.bmp	Old69	1	1	1.888	8	644
52	OLD	musical_accordion_old.bmp	Old41	1	1	1.193	6	13871
