	category	Stim	OldNumber	Recognition_ACC	Recognition_RESP	Recognition_RT	Spatial_RESP	Spatial_RT
0	OLD	kitchen_martini glass.bmp	Old32	1	1	3.145	6	2794
1	New	kitchen_toaster_old.bmp	New30	1	2	2.136	6	2794
2	OLD	Kitchen_apron.bmp	Old27	1	1	2.44	5	589
3	New	fruit_granny smith apple.bmp	New16	1	2	4.682	5	589
4	OLD	fruit_watermelon_old.bmp	Old71	1	1	1.748	8	1141
5	OLD	sporting_americanfootball.bmp	Old53	0	2	4.349	8	1141
6	OLD	fruit_lemon_new.bmp	Old69	1	1	2.719	9	1761
7	OLD	food_candy.bmp	Old16	0	2	3.209	9	1761
8	OLD	animal_chimpanzee.bmp	Old03	1	1	2.182	9	4639
9	OLD	animal_cheetah.bmp	Old02	0	2	2.138	9	4639
10	OLD	musical_violin_old.bmp	Old51	1	1	2.467	8	2736
11	OLD	animal_zebra_old.bmp	Old13	1	1	2.104	9	2275
12	OLD	animal_sheep.bmp	Old11	0	2	2.022	9	2275
13	OLD	sporting_mini-trampoline.bmp	Old61	0	2	1.771	9	2275
14	OLD	animal_siamese cat.bmp	Old12	0	2	2.827	9	2275
15	OLD	kitchen_coffee pot.bmp	Old29	1	1	2.208	8	5518
16	New	musical_bagpipes.bmp	New35	1	2	3.504	8	5518
17	OLD	sporting_soccer ball_new.bmp	Old65	1	1	1.594	5	401
18	OLD	animal_parrot.bmp	Old09	0	2	1.751	5	401
19	OLD	sporting_hockey stick_old.bmp	Old58	1	1	2.014	5	2468
20	OLD	sporting_bicycle_old.bmp	Old55	1	1	1.775	5	488
21	OLD	kitchen_cookie cutter.bmp	Old30	1	1	2.361	9	490
22	New	animal_gorilla.bmp	New15	1	2	3.188	9	490
23	New	kitchen_spatula_old.bmp	New37	1	2	1.202	9	490
24	New	sporting_windsurf.bmp	New31	1	2	3.257	9	490
25	OLD	animal_frog.bmp	Old06	0	2	2.101	9	490
26	OLD	food_toast.bmp	Old26	1	1	2.278	6	427
27	OLD	vegie_corn02.bmp	Old73	1	1	2.455	9	1604
28	OLD	kitchen_plate.bmp	Old35	0	2	1.977	9	1604
29	New	sporting_basketball_new.bmp	New14	1	2	1.937	9	1604
30	New	kitchen_ramekin.bmp	New13	1	2	1.402	9	1604
