	Condition	CorrectSource	Stim_RT
0	CTL	8	0.877
1	Enc	6	1.417
2	Enc	5	0.857
3	Enc	6	1.002
4	Enc	9	0.931
5	Enc	8	1.63
6	Enc	9	1.093
7	CTL	5	0.744
8	CTL	6	0.798
9	Enc	8	1.054
10	CTL	8	0.809
11	Enc	6	1.517
12	Enc	5	1.403
13	CTL	8	0.728
14	Enc	6	1.342
15	Enc	6	0.932
16	Enc	8	1.119
17	Enc	5	1.212
18	Enc	9	1.034
19	Enc	9	1.14
20	Enc	5	0.889
21	Enc	5	1.098
22	CTL	5	0.777
23	Enc	5	1.072
24	Enc	8	1.301
25	CTL	5	0.86
26	Enc	6	0.956
27	Enc	5	1.106
28	Enc	6	1.478
29	Enc	5	1.123
30	Enc	8	0.978
31	Enc	5	0.827
32	Enc	9	1.138
33	CTL	6	0.969
34	CTL	9	0.668
35	CTL	8	0.695
36	CTL	5	1.025
37	Enc	8	1.455
38	CTL	9	0.613
39	Enc	9	1.443
40	CTL	6	1.399
41	Enc	8	1.457
42	Enc	6	1.073
43	Enc	9	0.942
44	Enc	6	1.459
45	Enc	9	1.333
46	Enc	6	0.893
47	CTL	6	0.841
48	Enc	5	0.859
49	Enc	9	1.44
50	Enc	8	0.84
51	Enc	6	1.262
52	CTL	6	0.636
53	CTL	9	0.65
54	Enc	6	1.249
55	Enc	5	0.643
56	Enc	6	1.542
57	CTL	8	0.703
58	Enc	9	1.45
59	Enc	8	1.004
60	Enc	9	0.714
61	CTL	9	0.592
62	Enc	8	0.73
63	Enc	9	1.182
64	CTL	8	0.473
65	CTL	5	0.498
66	CTL	5	0.674
67	CTL	8	0.492
68	CTL	9	0.464
69	CTL	8	0.533
70	Enc	6	1.565
71	Enc	6	0.727
72	Enc	8	0.922
73	Enc	9	0.596
74	Enc	6	0.62
75	CTL	9	0.8
76	CTL	5	0.536
77	Enc	5	0.51
78	Enc	9	1.066
79	Enc	8	1.001
80	Enc	8	1.083
81	CTL	6	1.083
82	Enc	6	0.847
83	CTL	6	0.736
84	Enc	9	1.039
85	Enc	9	0.741
86	Enc	5	0.939
87	CTL	9	0.731
88	Enc	8	1.376
89	CTL	8	0.568
90	Enc	8	0.644
91	CTL	8	0.67
92	Enc	5	1.245
93	CTL	5	0.629
94	Enc	8	0.533
95	Enc	9	0.577
96	CTL	9	0.753
97	CTL	9	1.082
98	Enc	8	1.17
99	Enc	8	0.831
100	CTL	6	0.69
101	Enc	5	1.028
102	Enc	9	0.842
103	Enc	5	1.627
104	Enc	9	1.004
105	Enc	8	0.886
106	CTL	6	0.764
107	Enc	6	0.877
108	Enc	9	1.444
109	CTL	5	0.776
110	CTL	6	0.612
111	Enc	5	1.461
112	Enc	6	0.993
113	CTL	9	0.921
114	Enc	5	1.173
115	Enc	5	0.901
116	Enc	8	1.762
