trial_num	Unnamed: 0.1	Unnamed: 0.1.1	Unnamed: 0.1.1.1	Unnamed: 0.1.1.1.1	Unnamed: 0.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	onset	stimDurSec	fixOnsetSec	fixlen	ImageID	trial_type	CorrectSource	Stim_RT	duration	isi	isiFix	trial_end	unscanned	stimDur	fixDur	fixcross
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.608	3.0	17.608	6.5	Old64	Enc01	6	2.629	20.608			35.216	False			17.608
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	24.108	3.0	27.107	2.0	Old01	Enc02	5	1.305	30.107	9.5	9.498999999999999	54.215	False	9.5	9.499	27.107
2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	29.107	3.0	32.107	1.5	Old16	Enc03	6	1.092	35.107	4.998999999999999	5.0	64.214	False	4.998999999999999	5.0	32.107
3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	33.607	3.0	36.606	1.0	Old68	Enc04	9	1.161	39.606	4.5	4.499000000000002	73.213	False	4.5	4.499000000000002	36.606
4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	37.606	3.0	40.606	8.5	Old62	Enc05	8	1.622	43.606	3.9990000000000023	4.0	81.212	False	3.9990000000000014	4.0	40.606
5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	49.105	3.0	52.105	2.0	Old46	Enc06	9	1.726	55.105	11.498999999999995	11.498999999999995	104.21	False	11.498999999999995	11.498999999999995	52.105
6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	54.105	3.0	57.105	2.5	Old31	Enc07	8	1.403	60.105	5.0	5.0	114.21	False	5.0	5.0	57.105
9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	68.604	3.0	71.60300000000002	0.5	Old48	Enc08	6	1.391	74.60300000000002	4.5	4.499000000000024	143.20700000000002	False	4.5	4.499000000000024	71.60300000000002
11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	75.60300000000002	3.0	78.60300000000002	2.0	Old25	Enc09	5	1.621	81.60300000000002	3.5	3.5	157.20600000000005	False	3.5	3.5	78.60300000000002
12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	80.60300000000002	3.0	83.602	1.5	Old35	Enc10	6	1.223	86.602	5.0	4.998999999999981	167.20500000000004	False	5.0	4.998999999999981	83.602
14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	90.102	3.0	93.102	7.5	Old02	Enc11	6	1.364	96.102	5.0	5.0	186.204	False	5.0	5.0	93.102
