trial_num	Unnamed: 0.1	Unnamed: 0.1.1	Unnamed: 0.1.1.1	Unnamed: 0.1.1.1.1	Unnamed: 0.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	onset	stimDurSec	fixOnsetSec	fixlen	trial_type	CorrectSource	Stim_RT	duration	isi	isiFix	trial_end	unscanned	stimDur	fixDur	fixcross
7	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	59.604	3.0	62.604	1.5	CTL01	8.0	0.8	10.998000000000005	5.499000000000002	5.499000000000002	70.602	0.0	5.499000000000002	5.499000000000002	62.604
8	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	64.104	3.0	67.104	1.5	CTL02	5.0	1.484	9.0	4.5	4.5	73.104	0.0	4.5	4.5	67.104
10	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	72.10300000000002	3.0	75.10300000000002	0.5	CTL03	6.0	1.3730000000000002	6.999000000000024	3.499000000000024	3.5	79.10200000000005	0.0	3.499000000000024	3.5	75.10300000000002
13	13.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	85.102	3.0	88.102	2.0	CTL04	8.0	1.479	8.998999999999981	4.498999999999981	4.5	94.10099999999998	0.0	4.498999999999981	4.5	88.102
22	22.0	22.0	22.0	22.0	22.0	22.0	22.0	22.0	22.0	22.0	22.0	22.0	22.0	22.0	22.0	22.0	22.0	22.0	22.0	22.0	22.0	22.0	144.097	3.0	147.097	1.0	CTL05	8.0	0.789	9.999000000000024	4.999000000000024	5.0	154.09600000000003	0.0	4.999000000000024	5.0	147.097
23	23.0	23.0	23.0	23.0	23.0	23.0	23.0	23.0	23.0	23.0	23.0	23.0	23.0	23.0	23.0	23.0	23.0	23.0	23.0	23.0	23.0	23.0	148.097	3.0	151.097	1.5	CTL06	5.0	2.972	8.0	4.0	4.0	156.097	0.0	4.0	4.0	151.097
27	27.0	27.0	27.0	27.0	27.0	27.0	27.0	27.0	27.0	27.0	27.0	27.0	27.0	27.0	27.0	27.0	27.0	27.0	27.0	27.0	27.0	27.0	176.095	3.0	179.09400000000002	3.5	CTL07	5.0	0.743	18.999000000000024	9.5	9.499000000000024	195.094	0.0	9.5	9.499000000000024	179.09400000000002
30	30.0	30.0	30.0	30.0	30.0	30.0	30.0	30.0	30.0	30.0	30.0	30.0	30.0	30.0	30.0	30.0	30.0	30.0	30.0	30.0	30.0	30.0	209.592	3.0	212.591	1.0	CTL08	6.0	0.564	31.997000000000043	15.999000000000024	15.99800000000002	241.58900000000008	0.0	15.999000000000024	15.99800000000002	212.591
38	38.0	38.0	38.0	38.0	38.0	38.0	38.0	38.0	38.0	38.0	38.0	38.0	38.0	38.0	38.0	38.0	38.0	38.0	38.0	38.0	38.0	38.0	255.088	3.0	258.087	0.5	CTL09	9.0	0.654	7.998999999999995	4.0	3.9989999999999952	263.087	0.0	4.0	3.9989999999999952	258.087
39	39.0	39.0	39.0	39.0	39.0	39.0	39.0	39.0	39.0	39.0	39.0	39.0	39.0	39.0	39.0	39.0	39.0	39.0	39.0	39.0	39.0	39.0	258.587	3.0	261.587	1.0	CTL10	8.0	0.635	6.998999999999995	3.4989999999999952	3.5	265.586	0.0	3.4989999999999952	3.5	261.587
44	44.0	44.0	44.0	44.0	44.0	44.0	44.0	44.0	44.0	44.0	44.0	44.0	44.0	44.0	44.0	44.0	44.0	44.0	44.0	44.0	44.0	44.0	288.085	3.0	291.085	2.5	CTL11	5.0	0.7020000000000001	10.0	5.0	5.0	298.085	0.0	5.0	5.0	291.085
47	47.0	47.0	47.0	47.0	47.0	47.0	47.0	47.0	47.0	47.0	47.0	47.0	47.0	47.0	47.0	47.0	47.0	47.0	47.0	47.0	47.0	47.0	304.583	3.0	307.583	3.0	CTL12	9.0	1.3330000000000002	6.998000000000047	3.499000000000024	3.499000000000024	311.5810000000001	0.0	3.499000000000024	3.499000000000024	307.583
49	49.0	49.0	49.0	49.0	49.0	49.0	49.0	49.0	49.0	49.0	49.0	49.0	49.0	49.0	49.0	49.0	49.0	49.0	49.0	49.0	49.0	49.0	315.583	3.0	318.582	0.5	CTL13	6.0	0.953	9.998999999999969	5.0	4.998999999999967	325.582	0.0	5.0	4.998999999999967	318.582
50	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	319.082	3.0	322.082	1.0	CTL14	6.0	0.974	6.998999999999967	3.498999999999967	3.5	326.081	0.0	3.498999999999967	3.5	322.082
51	51.0	51.0	51.0	51.0	51.0	51.0	51.0	51.0	51.0	51.0	51.0	51.0	51.0	51.0	51.0	51.0	51.0	51.0	51.0	51.0	51.0	51.0	323.082	3.0	326.082	2.5	CTL15	6.0	0.733	8.0	4.0	4.0	331.082	0.0	4.0	4.0	326.082
52	52.0	52.0	52.0	52.0	52.0	52.0	52.0	52.0	52.0	52.0	52.0	52.0	52.0	52.0	52.0	52.0	52.0	52.0	52.0	52.0	52.0	52.0	328.581	3.0	331.581	6.5	CTL16	9.0	0.633	10.998000000000047	5.499000000000024	5.499000000000024	339.57900000000006	0.0	5.499000000000024	5.499000000000024	331.581
67	67.0	67.0	67.0	67.0	67.0	67.0	67.0	67.0	67.0	67.0	67.0	67.0	67.0	67.0	67.0	67.0	67.0	67.0	67.0	67.0	67.0	67.0	432.073	3.0	435.07199999999983	2.0	CTL17	8.0	1.306	8.998999999999853	4.5	4.498999999999853	441.07199999999983	0.0	4.5	4.498999999999853	435.07199999999983
69	69.0	69.0	69.0	69.0	69.0	69.0	69.0	69.0	69.0	69.0	69.0	69.0	69.0	69.0	69.0	69.0	69.0	69.0	69.0	69.0	69.0	69.0	441.57199999999983	3.0	444.57199999999983	4.0	CTL18	9.0	0.0	9.0	4.5	4.5	450.57199999999983	0.0	4.5	4.5	444.57199999999983
70	70.0	70.0	70.0	70.0	70.0	70.0	70.0	70.0	70.0	70.0	70.0	70.0	70.0	70.0	70.0	70.0	70.0	70.0	70.0	70.0	70.0	70.0	448.571	3.0	451.571	0.5	CTL19	8.0	0.621	13.998000000000388	6.999000000000194	6.999000000000194	462.5690000000004	0.0	6.999000000000194	6.999000000000194	451.571
71	71.0	71.0	71.0	71.0	71.0	71.0	71.0	71.0	71.0	71.0	71.0	71.0	71.0	71.0	71.0	71.0	71.0	71.0	71.0	71.0	71.0	71.0	452.071	3.0	455.071	6.0	CTL20	5.0	0.556	7.0	3.5	3.5	459.071	0.0	3.5	3.5	455.071
76	76.0	76.0	76.0	76.0	76.0	76.0	76.0	76.0	76.0	76.0	76.0	76.0	76.0	76.0	76.0	76.0	76.0	76.0	76.0	76.0	76.0	76.0	480.068	3.0	483.068	5.5	CTL21	5.0	0.943	10.997999999999934	5.498999999999967	5.498999999999967	491.0659999999999	0.0	5.498999999999967	5.498999999999967	483.068
78	78.0	78.0	78.0	78.0	78.0	78.0	78.0	78.0	78.0	78.0	78.0	78.0	78.0	78.0	78.0	78.0	78.0	78.0	78.0	78.0	78.0	78.0	496.067	3.0	499.067	2.5	CTL22	8.0	0.768	14.999000000000024	7.499000000000024	7.5	511.066	0.0	7.499000000000024	7.5	499.067
