	stimOnsetSec	stimDurSec	fixOnsetSec	fixDurSec	ImageID	tNumXcond	Condition	CorrectSource	Stim_RT
0	11.532	3.0	14.532	5.5	False	CTL01	0	8	0.971
1	20.032	3.0	23.031999999999996	0.5	Old60	Enc01	1	6	2.47
2	23.531	3.0	26.531	1.0	Old13	Enc02	1	5	0.37
3	27.531	3.0	30.531	1.0	Old17	Enc03	1	6	1.494
4	31.531	3.0	34.531	1.5	Old76	Enc04	1	9	0.971
5	36.03	3.0	39.03	2.0	Old58	Enc05	1	8	1.472
6	41.03	3.0	44.03	3.0	Old51	Enc06	1	9	1.272
7	47.03	3.0	50.028999999999996	0.5	False	CTL02	0	5	0.47200000000000003
8	50.528999999999996	3.0	53.528999999999996	4.0	False	CTL03	0	6	0.9
9	57.528999999999996	3.0	60.528	2.5	Old36	Enc07	1	8	1.5619999999999998
10	63.028	3.0	66.028	1.5	False	CTL04	0	8	0.853
11	67.528	3.0	70.528	2.0	Old44	Enc08	1	6	1.9380000000000002
12	72.527	3.0	75.527	3.5	Old20	Enc09	1	5	2.048
13	79.027	3.0	82.027	0.5	False	CTL05	0	8	0.914
14	82.527	3.0	85.52600000000002	2.5	Old37	Enc10	1	6	2.3569999999999998
15	88.02600000000002	3.0	91.026	0.5	Old07	Enc11	1	6	1.744
16	91.526	3.0	94.526	1.0	Old16	Enc12	1	8	0.975
17	95.526	3.0	98.525	1.5	Old70	Enc13	1	5	1.538
18	100.025	3.0	103.025	2.5	Old21	Enc14	1	9	2.323
19	105.525	3.0	108.524	3.0	Old34	Enc15	1	9	1.633
20	111.524	3.0	114.524	1.0	Old39	Enc16	1	5	0.975
21	115.524	3.0	118.524	1.5	Old15	Enc17	1	5	1.325
22	120.023	3.0	123.023	1.5	False	CTL06	0	5	1.0659999999999998
23	124.523	3.0	127.523	1.0	Old09	Enc18	1	5	0.47600000000000003
24	128.523	3.0	131.523	2.5	Old40	Enc19	1	8	1.476
25	134.02200000000002	3.0	137.02200000000002	2.5	False	CTL07	0	5	0.898
26	139.52200000000002	3.0	142.52200000000002	0.5	Old75	Enc20	1	6	0.47700000000000004
27	143.02200000000002	3.0	146.02100000000002	5.5	Old64	Enc21	1	5	1.9769999999999999
28	151.52100000000002	3.0	154.52100000000002	5.5	Old73	Enc22	1	6	0.978
29	160.02	3.0	163.02	2.0	Old08	Enc23	1	5	1.392
30	165.02	3.0	168.019	1.0	Old02	Enc24	1	8	1.422
31	169.019	3.0	172.019	3.0	Old52	Enc25	1	5	0.9790000000000001
32	175.019	3.0	178.019	3.5	Old53	Enc26	1	9	2.2680000000000002
33	181.518	3.0	184.518	0.5	False	CTL08	0	6	0.9790000000000001
34	185.018	3.0	188.018	1.5	False	CTL09	0	9	1.109
35	189.518	3.0	192.517	9.5	False	CTL10	0	8	0.479
36	202.017	3.0	205.016	2.0	False	CTL11	0	5	0.48
37	207.016	3.0	210.016	2.0	Old45	Enc27	1	8	0.48
38	212.016	3.0	215.016	1.0	False	CTL12	0	9	0.48
39	216.015	3.0	219.015	0.5	Old25	Enc28	1	9	1.4809999999999999
40	219.515	3.0	222.515	0.5	False	CTL13	0	6	0.48100000000000004
41	223.015	3.0	226.015	2.0	Old35	Enc29	1	8	1.9809999999999999
42	228.014	3.0	231.014	4.5	Old65	Enc30	1	6	1.594
43	235.514	3.0	238.514	3.5	Old12	Enc31	1	9	1.982
