trial_num	Unnamed: 0.1	Unnamed: 0.1.1	Unnamed: 0.1.1.1	Unnamed: 0.1.1.1.1	Unnamed: 0.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	onset	stimDurSec	fixOnsetSec	fixlen	ImageID	trial_type	CorrectSource	Stim_RT	duration	isi	isiFix	trial_end	unscanned	stimDur	fixDur	fixcross
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.583	3.0	17.582	6.5	Old57	Enc01	6	0.7609999999999999	20.582			35.165	False			17.582
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	24.082	3.0	27.082	2.0	Old02	Enc02	5	1.262	30.082	9.499	9.5	54.164	False	9.499	9.5	27.082
2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	29.081	3.0	32.081	1.5	Old24	Enc03	6	1.262	35.081	4.998999999999999	4.999000000000002	64.162	False	4.998999999999999	4.999000000000002	32.081
3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	33.581	3.0	36.581	1.0	Old67	Enc04	9	1.7619999999999998	39.581	4.5000000000000036	4.5	73.162	False	4.500000000000004	4.5	36.581
4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	37.581	3.0	40.58	8.5	Old59	Enc05	8	0.262	43.58	4.0	3.9989999999999952	81.161	False	4.0	3.9989999999999952	40.58
5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	49.08	3.0	52.07899999999999	2.0	Old49	Enc06	9	1.262	55.07899999999999	11.498999999999995	11.498999999999995	104.15899999999999	False	11.498999999999995	11.498999999999995	52.07899999999999
6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	54.07899999999999	3.0	57.07899999999999	2.5	Old38	Enc07	8	1.263	60.07899999999999	4.998999999999995	5.0	114.15799999999999	False	4.998999999999995	5.0	57.07899999999999
9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	68.578	3.0	71.578	0.5	Old43	Enc08	6	1.325	74.578	4.5	4.5	143.156	False	4.5	4.5	71.578
11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	75.577	3.0	78.577	2.0	Old19	Enc09	5	1.662	81.577	3.4989999999999952	3.5	157.154	False	3.4989999999999952	3.5	78.577
12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	80.577	3.0	83.57600000000002	1.5	Old28	Enc10	6	1.286	86.57600000000002	5.0	4.999000000000024	167.15300000000002	False	5.0	4.999000000000024	83.57600000000002
14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	90.076	3.0	93.076	7.5	Old05	Enc11	6	0.265	96.076	4.999999999999972	4.999999999999972	186.152	False	4.999999999999972	4.999999999999972	93.076
