trial_num	Unnamed: 0.1	Unnamed: 0.1.1	Unnamed: 0.1.1.1	Unnamed: 0.1.1.1.1	Unnamed: 0.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	onset	stimDurSec	fixOnsetSec	fixlen	trial_type	CorrectSource	Stim_RT	duration	isi	isiFix	trial_end	unscanned	stimDur	fixDur	fixcross
7	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	59.57899999999999	3.0	62.578	1.5	CTL01	8.0	0.763	10.99900000000001	5.5	5.499000000000009	70.578	0.0	5.5	5.499000000000009	62.578
8	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	64.078	3.0	67.078	1.5	CTL02	5.0	1.264	8.99900000000001	4.499000000000009	4.5	73.07700000000001	0.0	4.499000000000009	4.5	67.078
10	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	72.078	3.0	75.077	0.5	CTL03	6.0	0.764	6.998999999999995	3.5	3.4989999999999952	79.077	0.0	3.5	3.4989999999999952	75.077
13	13.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	85.07600000000002	3.0	88.07600000000002	2.0	CTL04	8.0	0.265	8.999000000000024	4.499000000000024	4.5	94.07500000000005	0.0	4.499000000000024	4.5	88.07600000000002
22	22.0	22.0	22.0	22.0	22.0	22.0	22.0	22.0	22.0	22.0	22.0	22.0	22.0	22.0	22.0	22.0	22.0	22.0	22.0	22.0	22.0	22.0	144.071	3.0	147.071	1.0	CTL05	8.0	0.977	10.0	5.0	5.0	154.071	0.0	5.0	5.0	147.071
23	23.0	23.0	23.0	23.0	23.0	23.0	23.0	23.0	23.0	23.0	23.0	23.0	23.0	23.0	23.0	23.0	23.0	23.0	23.0	23.0	23.0	23.0	148.071	3.0	151.07	1.5	CTL06	5.0	1.024	7.998999999999995	4.0	3.9989999999999952	156.07	0.0	4.0	3.9989999999999952	151.07
27	27.0	27.0	27.0	27.0	27.0	27.0	27.0	27.0	27.0	27.0	27.0	27.0	27.0	27.0	27.0	27.0	27.0	27.0	27.0	27.0	27.0	27.0	176.06799999999998	3.0	179.06799999999998	3.5	CTL07	5.0	1.114	18.997999999999934	9.498999999999969	9.498999999999969	195.06599999999992	0.0	9.498999999999969	9.498999999999969	179.06799999999998
30	30.0	30.0	30.0	30.0	30.0	30.0	30.0	30.0	30.0	30.0	30.0	30.0	30.0	30.0	30.0	30.0	30.0	30.0	30.0	30.0	30.0	30.0	209.565	3.0	212.565	1.0	CTL08	6.0	0.7709999999999999	31.99799999999999	15.998999999999995	15.998999999999995	241.563	0.0	15.998999999999995	15.998999999999995	212.565
38	38.0	38.0	38.0	38.0	38.0	38.0	38.0	38.0	38.0	38.0	38.0	38.0	38.0	38.0	38.0	38.0	38.0	38.0	38.0	38.0	38.0	38.0	255.061	3.0	258.061	0.5	CTL09	9.0	0.2769999999999999	7.999999999999972	4.0	3.999999999999972	263.061	0.0	4.0	3.999999999999972	258.061
39	39.0	39.0	39.0	39.0	39.0	39.0	39.0	39.0	39.0	39.0	39.0	39.0	39.0	39.0	39.0	39.0	39.0	39.0	39.0	39.0	39.0	39.0	258.561	3.0	261.56	1.0	CTL10	8.0	0.925	6.998999999999995	3.499999999999972	3.499000000000024	265.55999999999995	0.0	3.499999999999972	3.499000000000024	261.56
