	Condition	CorrectSource	Stim_RT	stimOnsetSec	stimDurSec	fixOnsetSec	fixDurSec	ImageID	tNumXcond
0	1	8	1.4869999999999999	25.031999999999996	3.0	28.041	0.5	Old53	Enc01
1	0	6	0.961	28.541999999999998	3.0	31.551	0.5	False	CTL01
2	1	5	1.043	32.052	3.0	35.061	4.5	Old07	Enc02
3	1	5	0.8009999999999999	39.558	3.0	42.567	2.0	Old58	Enc03
4	0	5	1.058	44.556999999999995	3.0	47.566	3.5	False	CTL02
5	0	6	0.7559999999999999	51.059	3.0	54.068000000000005	1.5	False	CTL03
6	1	6	0.6579999999999999	55.556000000000004	3.0	58.565	2.5	Old71	Enc04
7	1	5	0.91	61.056000000000004	3.0	64.065	1.0	Old72	Enc05
8	0	6	0.674	65.068	3.0	68.077	3.0	False	CTL04
9	1	9	1.129	71.069	3.0	74.078	4.0	Old41	Enc06
10	0	9	0.629	78.07300000000002	3.0	81.082	0.5	False	CTL05
11	1	6	1.814	81.584	3.0	84.59299999999998	2.5	Old60	Enc07
12	0	9	0.754	87.084	3.0	90.093	2.5	False	CTL06
13	0	5	0.703	92.583	3.0	95.592	3.5	False	CTL07
14	1	8	0.9670000000000001	99.086	3.0	102.095	1.0	Old09	Enc08
15	1	9	0.956	103.081	3.0	106.09	2.0	Old67	Enc09
16	1	5	1.2770000000000001	108.08	3.0	111.089	0.5	Old10	Enc10
17	1	9	0.9990000000000001	111.59	3.0	114.59899999999999	4.5	Old37	Enc11
18	1	5	1.341	119.096	3.0	122.105	7.0	Old27	Enc12
19	1	8	1.5530000000000002	129.092	3.0	132.101	0.5	Old51	Enc13
20	1	8	0.857	132.60299999999998	3.0	135.612	2.0	Old47	Enc14
21	1	9	0.8109999999999999	137.601	3.0	140.61	1.0	Old50	Enc15
22	1	8	0.976	141.596	3.0	144.605	1.0	Old49	Enc16
23	1	5	1.26	145.592	3.0	148.601	3.5	Old03	Enc17
24	0	8	0.733	152.095	3.0	155.10399999999998	1.0	False	CTL08
25	1	8	1.881	156.107	3.0	159.116	2.0	Old34	Enc18
26	1	8	1.0190000000000001	161.105	3.0	164.114	0.5	Old26	Enc19
27	1	5	0.8290000000000001	164.615	3.0	167.62400000000002	3.5	Old21	Enc20
28	0	8	1.197	171.118	3.0	174.127	7.0	False	CTL09
29	1	9	1.008	181.115	3.0	184.12400000000002	2.5	Old52	Enc21
30	1	9	1.781	186.614	3.0	189.623	5.0	Old23	Enc22
31	1	6	0.685	194.622	3.0	197.63099999999997	1.0	Old04	Enc23
32	1	8	0.9209999999999999	198.63400000000001	3.0	201.643	10.0	Old22	Enc24
33	1	8	1.219	211.639	3.0	214.648	1.5	Old66	Enc25
34	1	9	0.6579999999999999	216.136	3.0	219.145	0.5	Old18	Enc26
35	1	5	1.044	219.646	3.0	222.655	2.5	Old74	Enc27
36	1	6	0.792	225.146	3.0	228.155	3.5	Old32	Enc28
37	0	9	0.745	231.649	3.0	234.658	1.0	False	CTL10
38	0	6	0.7170000000000001	235.66099999999997	3.0	238.67	0.5	False	CTL11
39	0	6	0.847	239.171	3.0	242.18	1.5	False	CTL12
40	0	5	0.5579999999999999	243.668	3.0	246.67700000000002	7.0	False	CTL13
41	1	9	0.968	253.665	3.0	256.67400000000004	7.0	Old78	Enc29
42	1	8	1.188	263.661	3.0	266.67	2.0	Old70	Enc30
43	0	9	0.6940000000000001	268.659	3.0	271.668	6.5	False	CTL14
44	1	6	0.726	278.155	3.0	281.164	3.5	Old28	Enc31
45	1	6	1.472	284.657	3.0	287.666	2.5	Old11	Enc32
46	1	9	1.035	290.157	3.0	293.166	4.0	Old06	Enc33
47	1	8	1.199	297.161	3.0	300.17	3.5	Old57	Enc34
48	0	8	0.728	303.664	3.0	306.673	1.0	False	CTL15
49	1	9	0.573	307.659	3.0	310.668	6.5	Old08	Enc35
50	0	9	0.63	317.154	3.0	320.163	7.5	False	CTL16
51	0	8	0.6920000000000001	327.652	3.0	330.661	2.5	False	CTL17
52	1	8	0.983	333.152	3.0	336.161	1.5	Old54	Enc36
53	1	9	1.014	337.649	3.0	340.658	1.0	Old15	Enc37
54	1	6	0.762	341.661	3.0	344.67	3.0	Old43	Enc38
55	0	5	0.6809999999999999	347.662	3.0	350.671	2.5	False	CTL18
56	1	5	1.213	353.162	3.0	356.171	1.0	Old16	Enc39
57	1	6	1.2329999999999999	357.17400000000004	3.0	360.18300000000005	9.0	Old14	Enc40
58	1	6	0.6459999999999999	369.17699999999996	3.0	372.186	1.5	Old75	Enc41
59	1	8	1.341	373.673	3.0	376.68199999999996	8.5	Old38	Enc42
60	1	9	1.3840000000000001	385.17400000000004	3.0	388.18300000000005	8.0	Old36	Enc43
