	Condition	CorrectSource	Stim_RT	stimOnsetSec	stimDurSec	fixOnsetSec	fixDurSec	ImageID	tNumXcond
0	1	8	1.29	25.03	3.0	28.039	0.5	Old63	Enc01
1	0	6	1.723	28.54	3.0	31.549	0.5	False	CTL01
2	1	5	1.156	32.051	3.0	35.06	4.5	Old12	Enc02
3	1	5	1.298	39.556999999999995	3.0	42.566	2.0	Old58	Enc03
4	0	5	0.9	44.555	3.0	47.56399999999999	3.5	False	CTL02
5	0	6	0.8690000000000001	51.058	3.0	54.067	1.5	False	CTL03
6	1	6	1.061	55.55399999999999	3.0	58.563	2.5	Old78	Enc04
7	1	5	1.0090000000000001	61.05399999999999	3.0	64.063	1.0	Old71	Enc05
8	0	6	1.077	65.05	3.0	68.059	3.0	False	CTL04
9	1	9	1.315	71.051	3.0	74.06	4.0	Old45	Enc06
10	0	9	0.8390000000000001	78.055	3.0	81.064	0.5	False	CTL05
11	1	6	1.128	81.566	3.0	84.575	2.5	Old64	Enc07
12	0	9	0.8690000000000001	87.065	3.0	90.074	2.5	False	CTL06
13	0	5	0.633	92.565	3.0	95.574	3.5	False	CTL07
14	1	8	1.21	99.068	3.0	102.07700000000001	1.0	Old03	Enc08
15	1	9	0.91	103.08	3.0	106.089	2.0	Old69	Enc09
16	1	5	1.1840000000000002	108.07799999999999	3.0	111.087	0.5	Old11	Enc10
17	1	9	1.296	111.589	3.0	114.598	4.5	Old38	Enc11
18	1	5	1.2229999999999999	119.094	3.0	122.103	7.0	Old27	Enc12
19	1	8	1.25	129.091	3.0	132.1	0.5	Old43	Enc13
20	1	8	1.1320000000000001	132.601	3.0	135.61	2.0	Old40	Enc14
21	1	9	1.245	137.6	3.0	140.609	1.0	Old46	Enc15
22	1	8	1.3530000000000002	141.612	3.0	144.621	1.0	Old48	Enc16
23	1	5	1.117	145.624	3.0	148.63299999999998	3.5	Old04	Enc17
24	0	8	0.902	152.126	3.0	155.135	1.0	False	CTL08
25	1	8	1.37	156.122	3.0	159.131	2.0	Old36	Enc18
26	1	8	1.2919999999999998	161.12	3.0	164.12900000000002	0.5	Old20	Enc19
27	1	5	1.182	164.63	3.0	167.639	3.5	Old15	Enc20
28	0	8	0.9109999999999999	171.13299999999998	3.0	174.142	7.0	False	CTL09
29	1	9	1.018	181.13	3.0	184.139	2.5	Old51	Enc21
30	1	9	1.351	186.62900000000002	3.0	189.638	5.0	Old26	Enc22
31	1	6	1.3980000000000001	194.637	3.0	197.646	1.0	Old08	Enc23
32	1	8	1.3219999999999998	198.649	3.0	201.658	10.0	Old24	Enc24
33	1	8	1.365	211.65400000000002	3.0	214.66299999999998	1.5	Old73	Enc25
34	1	9	1.62	216.15099999999998	3.0	219.16	0.5	Old18	Enc26
35	1	5	1.149	219.662	3.0	222.671	2.5	Old70	Enc27
36	1	6	1.506	225.16099999999997	3.0	228.17	3.5	Old35	Enc28
37	0	9	1.0979999999999999	231.66400000000002	3.0	234.673	1.0	False	CTL10
38	0	6	0.6859999999999999	235.676	3.0	238.685	0.5	False	CTL11
39	0	6	0.647	239.187	3.0	242.196	1.5	False	CTL12
40	0	5	0.863	243.683	3.0	246.692	7.0	False	CTL13
41	1	9	0.0	253.68	3.0	256.689	7.0	Old66	Enc29
42	1	8	1.382	263.676	3.0	266.685	2.0	Old74	Enc30
43	0	9	0.774	268.675	3.0	271.684	6.5	False	CTL14
44	1	6	1.479	278.186	3.0	281.195	3.5	Old31	Enc31
45	1	6	1.08	284.689	3.0	287.698	2.5	Old13	Enc32
46	1	9	1.196	290.189	3.0	293.198	4.0	Old01	Enc33
47	1	8	1.272	297.193	3.0	300.202	3.5	Old61	Enc34
48	0	8	0.8490000000000001	303.69599999999997	3.0	306.705	1.0	False	CTL15
49	1	9	1.26	307.70799999999997	3.0	310.717	6.5	Old02	Enc35
50	0	9	0.772	317.22	3.0	320.22900000000004	7.5	False	CTL16
51	0	8	0.778	327.718	3.0	330.727	2.5	False	CTL17
52	1	8	1.222	333.218	3.0	336.227	1.5	Old59	Enc36
53	1	9	1.03	337.714	3.0	340.723	1.0	Old22	Enc37
54	1	6	1.1540000000000001	341.71	3.0	344.719	3.0	Old44	Enc38
55	0	5	0.809	347.711	3.0	350.72	2.5	False	CTL18
56	1	5	0.924	353.211	3.0	356.22	1.0	Old16	Enc39
57	1	6	1.0959999999999999	357.223	3.0	360.23199999999997	9.0	Old19	Enc40
58	1	6	1.206	369.225	3.0	372.23400000000004	1.5	Old77	Enc41
59	1	8	1.2209999999999999	373.722	3.0	376.731	8.5	Old34	Enc42
60	1	9	1.328	385.223	3.0	388.23199999999997	8.0	Old28	Enc43
61	0	5	0.728	396.222	3.0	399.231	1.5	False	CTL19
62	1	5	1.215	400.719	3.0	403.728	5.0	Old52	Enc44
63	0	8	0.8	408.726	3.0	411.735	1.0	False	CTL20
64	0	9	0.708	412.722	3.0	415.731	3.0	False	CTL21
65	1	6	1.083	418.723	3.0	421.73199999999997	5.0	Old55	Enc45
66	0	8	0.732	426.73	3.0	429.73900000000003	0.5	False	CTL22
67	1	9	0.9640000000000001	430.241	3.0	433.25	1.5	Old54	Enc46
68	1	6	0.715	434.73800000000017	3.0	437.74699999999996	0.5	Old42	Enc47
69	1	9	1.597	438.24800000000005	3.0	441.25699999999983	2.0	Old29	Enc48
70	1	6	1.375	443.246	3.0	446.255	1.5	Old17	Enc49
71	1	8	1.206	447.74300000000017	3.0	450.75199999999995	1.0	Old10	Enc50
72	1	9	1.13	451.755	3.0	454.764	2.5	Old65	Enc51
73	1	8	1.646	457.255	3.0	460.264	5.5	Old75	Enc52
74	0	9	0.8009999999999999	465.764	3.0	468.773	2.5	False	CTL23
75	1	9	1.2770000000000001	471.26300000000003	3.0	474.272	1.5	Old25	Enc53
76	0	6	0.836	475.76	3.0	478.769	0.5	False	CTL24
77	1	5	1.093	479.27099999999996	3.0	482.28	3.0	Old72	Enc54
78	1	8	1.092	485.272	3.0	488.281	3.5	Old32	Enc55
79	1	5	1.133	491.775	3.0	494.784	7.5	Old30	Enc56
80	1	6	0.8590000000000001	502.273	3.0	505.282	2.5	Old50	Enc57
81	0	6	0.7509999999999999	507.772	3.0	510.781	0.5	False	CTL25
82	1	5	1.032	511.283	3.0	514.2919999999998	1.0	Old14	Enc58
83	1	6	1.1640000000000001	515.295	3.0	518.304	4.0	Old47	Enc59
84	1	8	1.16	522.299	3.0	525.308	11.0	Old67	Enc60
85	0	6	0.826	536.809	3.0	539.818	0.5	False	CTL26
86	0	9	0.747	540.32	3.0	543.3290000000002	4.0	False	CTL27
87	0	5	0.486	547.3240000000002	3.0	550.3330000000002	0.5	False	CTL28
88	1	5	1.168	550.8340000000002	3.0	553.8430000000002	2.5	Old37	Enc61
89	1	5	0.988	556.3340000000002	3.0	559.3430000000002	3.0	Old53	Enc62
90	0	8	0.7709999999999999	562.335	3.0	565.344	1.0	False	CTL29
91	1	5	0.943	566.331	3.0	569.34	2.0	Old06	Enc63
92	1	9	1.3130000000000002	571.3290000000002	3.0	574.3380000000002	0.5	Old09	Enc64
93	0	9	0.69	574.84	3.0	577.8480000000002	7.0	False	CTL30
94	1	9	1.4780000000000002	584.836	3.0	587.845	0.5	Old56	Enc65
95	1	5	1.286	588.347	3.0	591.356	0.5	Old41	Enc66
96	0	6	0.904	591.857	3.0	594.866	0.5	False	CTL31
97	0	5	0.665	595.368	3.0	598.376	1.5	False	CTL32
98	1	8	1.169	599.864	3.0	602.873	3.0	Old60	Enc67
99	1	6	1.215	605.866	3.0	608.875	1.5	Old33	Enc68
100	0	5	0.903	610.362	3.0	613.371	4.5	False	CTL33
101	0	8	0.7809999999999999	617.868	3.0	620.877	0.5	False	CTL34
102	1	6	0.966	621.379	3.0	624.388	8.0	Old07	Enc69
103	1	5	1.4140000000000001	632.378	3.0	635.387	1.0	Old62	Enc70
104	0	8	0.9309999999999999	636.373	3.0	639.382	4.5	False	CTL35
105	0	6	0.753	643.879	3.0	646.888	2.0	False	CTL36
106	1	6	0.9470000000000001	648.877	3.0	651.886	1.0	Old68	Enc71
