	stimOnsetSec	stimDurSec	fixOnsetSec	fixDurSec	ImageID	tNumXcond	category	Stim	OldNumber	Recognition_ACC	Recognition_RESP	Recognition_RT	Spatial_RESP	Spatial_RT
32	217.018	3.0	220.018	4.0	False	CTL10	OLD	food_croissant01.bmp	Old19	1	1	2.164	9.0	2099
33	224.018	3.0	227.017	4.0	Old22	Enc24	OLD	sporting_hockey stick_old.bmp	Old58	1	1	1.749	6.0	1495
34	231.017	3.0	234.017	1.0	Old51	Enc25	OLD	animal_chimpanzee.bmp	Old03	0	2	1.536	6.0	1495
35	235.017	3.0	238.016	6.0	Old20	Enc26	OLD	kitchen_martini glass.bmp	Old32	1	1	2.3609999999999998	5.0	1818
36	244.016	3.0	247.016	6.5	Old48	Enc27	OLD	sporting_boxing_gloves.bmp	Old56	0	2	2.447	5.0	1818
37	253.515	3.0	256.515	2.0	Old28	Enc28	OLD	food_pickle01a.bmp	Old22	1	1	2.314	6.0	4196
38	258.514	3.0	261.514	1.5	Old44	Enc29	OLD	sporting_karate clothing.bmp	Old60	0	2	1.442	6.0	4196
39	263.014	3.0	266.014	2.5	Old40	Enc30	OLD	kitchen_white strainer.bmp	Old38	1	1	1.983	5.0	391
40	268.513	3.0	271.513	4.5	Old39	Enc31	OLD	food_baguette01.bmp	Old14	1	1	5.558	8.0	696
41	276.013	3.0	279.012	0.5	Old04	Enc32	OLD	fruit_lemon_new.bmp	Old69	1	1	2.417	9.0	2816
42	279.512	3.0	282.512	1.0	False	CTL11	OLD	food_shellpasta.bmp	Old25	1	1	1.5190000000000001	6.0	1113
43	283.512	3.0	286.512	1.5	Old06	Enc33	OLD	musical_harp_new.bmp	Old43	1	1	1.273	5.0	365
44	288.012	3.0	291.01099999999997	2.0	Old65	Enc34	New	musical_french horn_old.bmp	New12	0	1	3.908	6.0	407
45	293.01099999999997	3.0	296.01099999999997	4.0	False	CTL12	New	musical_bagpipes.bmp	New35	1	2	1.484	6.0	407
46	300.01	3.0	303.01	2.0	Old03	Enc35	New	animal_giraffe.bmp	New03	0	1	2.039	8.0	5252
47	305.01	3.0	308.01	2.5	Old63	Enc36	OLD	vegie_cauliflower.bmp	Old72	1	1	1.544	6.0	1594
48	310.509	3.0	313.509	2.0	Old18	Enc37	OLD	animal_zebra_old.bmp	Old13	1	1	1.943	9.0	1977
49	315.509	3.0	318.509	14.0	Old75	Enc38	OLD	sporting_rollerblade.bmp	Old62	0	2	4.257	9.0	1977
50	333.0069999999999	3.0	336.0069999999999	4.0	Old15	Enc39	OLD	musical_xylophone_old.bmp	Old52	1	1	1.205	9.0	404
51	340.006	3.0	343.006	1.5	False	CTL13	OLD	musical_accordion_old.bmp	Old41	1	1	2.425	5.0	4768
52	344.506	3.0	347.506	1.0	Old23	Enc40	OLD	animal_camel_new.bmp	Old01	1	1	1.439	6.0	1508
53	348.506	3.0	351.505	3.0	False	CTL14	OLD	animal_frog.bmp	Old06	0	2	2.037	6.0	1508
54	354.505	3.0	357.505	5.5	False	CTL15	New	fruit_granny smith apple.bmp	New16	1	2	1.425	6.0	1508
55	363.004	3.0	366.004	2.0	False	CTL16	OLD	food_toast.bmp	Old26	0	2	2.51	6.0	1508
56	368.004	3.0	371.00300000000004	2.5	Old49	Enc41	OLD	sporting_bicycle_old.bmp	Old55	0	2	2.9619999999999997	6.0	1508
57	373.50300000000004	3.0	376.50300000000004	3.0	Old33	Enc42	New	kitchen_fork_old.bmp	New18	1	2	1.273	6.0	1508
58	379.50300000000004	3.0	382.50199999999995	3.0	Old31	Enc43	New	sporting_windsurf.bmp	New31	1	2	2.428	6.0	1508
59	385.50199999999995	3.0	388.50199999999995	2.0	Old74	Enc44	OLD	kitchen_big cooking pot.bmp	Old28	0	2	2.4330000000000003	6.0	1508
60	390.50199999999995	3.0	393.501	5.0	Old56	Enc45	New	sporting_weighlifting.bmp	New25	1	2	1.213	6.0	1508
61	398.501	3.0	401.501	4.5	Old59	Enc46	OLD	musical_harmonica_new.bmp	Old47	1	1	1.819	8.0	4049
62	406.0	3.0	409.0	10.0	False	CTL17	OLD	kitchen_tea cup and saucer.bmp	Old37	1	1	2.645	9.0	1363
63	419.499	3.0	422.49800000000005	2.5	Old72	Enc47	OLD	animal_penguin.bmp	Old10	0	2	2.522	9.0	1363
64	424.99800000000005	3.0	427.99800000000005	2.5	Old38	Enc48	New	kitchen_ramekin.bmp	New13	0	1	1.444	9.0	2449
65	430.49800000000005	3.0	433.49699999999996	6.0	False	CTL18	OLD	food_chocolatemilk.bmp	Old17	1	1	1.661	6.0	874
66	439.49699999999996	3.0	442.49699999999996	3.5	False	CTL19	OLD	animal_siamese cat.bmp	Old12	0	2	2.4619999999999997	6.0	874
67	445.996	3.0	448.996	1.5	Old21	Enc49	New	fruit_cherry.bmp	Old67	1	1	1.554	5.0	443
68	450.496	3.0	453.495	2.5	False	CTL20	New	animal_ostrich.bmp	New26	1	2	3.575	5.0	443
69	455.995	3.0	458.995	4.0	False	CTL21	New	animal_pigeon.bmp	New32	1	2	2.998	5.0	443
70	462.995	3.0	465.994	2.0	Old10	Enc50	OLD	animal_dalmation_old.bmp	Old04	1	1	2.316	9.0	2695
71	467.994	3.0	470.994	3.0	Old61	Enc51	OLD	animal_sheep.bmp	Old11	0	2	2.36	9.0	2695
72	473.99300000000017	3.0	476.99300000000017	3.0	False	CTL22	OLD	kitchen_ladle.bmp	Old31	1	1	1.7519999999999998	9.0	953
73	479.99300000000017	3.0	482.99300000000017	4.0	Old42	Enc52	New	animal_seal.bmp	New38	1	2	1.1440000000000001	9.0	953
74	486.99199999999996	3.0	489.99199999999996	0.5	Old16	Enc53	New	kitchen_toaster_old.bmp	New30	1	2	1.425	9.0	953
75	490.49199999999996	3.0	493.49199999999996	8.0	False	CTL23	New	food_bagel01.bmp	New17	1	2	2.654	9.0	953
76	501.491	3.0	504.491	3.0	False	CTL24	OLD	sporting_soccer ball_new.bmp	Old65	1	1	3.787	6.0	419
77	507.49	3.0	510.49	0.5	Old43	Enc54	OLD	vegie_radish.bmp	Old77	1	1	2.3819999999999997	8.0	438
78	510.99	3.0	513.99	1.5	Old36	Enc55	OLD	vegie_mushroom.bmp	Old76	1	1	1.276	5.0	328
79	515.489	3.0	518.489	4.0	Old35	Enc56	New	animal_gorilla.bmp	New15	1	2	2.2319999999999998	5.0	328
80	522.489	3.0	525.488	5.0	False	CTL25	New	sporting_flippers.bmp	New02	1	2	1.133	5.0	328
81	530.488	3.0	533.488	7.5	Old70	Enc57	New	vegie_broccoli.bmp	New36	0	1	1.301	9.0	312
82	540.987	3.0	543.987	1.0	False	CTL26	New	vegie_snowpea01.bmp	New27	1	2	1.8259999999999998	9.0	312
83	544.987	3.0	547.986	1.5	False	CTL27	OLD	sporting_Badminton Racquet.bmp	Old54	1	1	2.231	9.0	1085
84	549.486	3.0	552.486	0.5	Old24	Enc58	OLD	kitchen_scrubbing brush.bmp	Old36	1	1	1.318	9.0	2152
85	552.986	3.0	555.985	1.5	Old67	Enc59	OLD	kitchen_peppermill.bmp	Old33	1	1	2.2159999999999997	6.0	2519
86	557.485	3.0	560.485	2.0	Old50	Enc60	OLD	sporting_fishing rod.bmp	Old59	1	1	3.537	5.0	242
87	562.485	3.0	565.485	1.0	False	CTL28	New	food_cookie01.bmp	New11	1	2	2.47	5.0	242
88	566.484	3.0	569.484	5.0	False	CTL29	OLD	kitchen_wooden spoon_old.bmp	Old39	1	1	1.776	6.0	288
89	574.484	3.0	577.4830000000002	2.0	False	CTL30	OLD	sporting_mini-trampoline.bmp	Old61	1	1	1.276	9.0	304
90	579.4830000000002	3.0	582.4830000000002	5.5	False	CTL31	New	animal_horse.bmp	New20	1	2	1.5219999999999998	9.0	304
91	587.982	3.0	590.982	0.5	Old29	Enc61	OLD	musical_violin_old.bmp	Old51	1	1	3.075	5.0	311
92	591.482	3.0	594.482	8.0	False	CTL32	New	food_walnut01c.bmp	New34	0	1	2.944	6.0	450
93	602.481	3.0	605.481	1.0	Old54	Enc62	New	food_pizza.bmp	New22	1	2	1.829	6.0	450
94	606.481	3.0	609.48	0.5	False	CTL33	New	vegie_cucumber.bmp	New33	0	1	1.474	8.0	654
95	609.98	3.0	612.98	3.5	Old02	Enc63	OLD	musical_acoustic guitar_new.bmp	Old42	1	1	2.178	9.0	330
96	616.48	3.0	619.479	1.5	Old07	Enc64	New	sporting_baseball bat_new.bmp	New08	0	1	3.5780000000000003	9.0	327
97	620.979	3.0	623.979	2.5	Old64	Enc65	OLD	animal_parrot.bmp	Old09	0	2	3.594	9.0	327
98	626.479	3.0	629.4780000000002	9.5	Old73	Enc66	New	kitchen_garlic press.bmp	New07	1	2	1.3119999999999998	9.0	327
99	638.977	3.0	641.977	0.5	Old57	Enc67	OLD	fruit_watermelon_old.bmp	Old71	1	1	2.033	6.0	327
100	642.477	3.0	645.477	1.0	False	CTL34	OLD	animal_monarch_old.bmp	Old08	0	2	1.232	6.0	327
101	646.477	3.0	649.476	3.0	Old27	Enc68	New	musical_zamponia windflute.bmp	New29	1	2	1.117	6.0	327
102	652.476	3.0	655.4760000000001	1.0	Old13	Enc69	OLD	food_rawchicken.bmp	Old23	0	2	0.893	6.0	327
103	656.4760000000001	3.0	659.475	2.0	False	CTL35	OLD	kitchen_plate.bmp	Old35	1	1	3.9189999999999996	5.0	1057
104	661.475	3.0	664.475	0.5	False	CTL36	OLD	hard_musical_recorder.bmp	Old40	1	1	3.9960000000000004	8.0	388
105	664.975	3.0	667.975	2.0	Old53	Enc70	OLD	kitchen_coffee pot.bmp	Old29	0	2	1.57	8.0	388
106	669.9739999999998	3.0	672.9739999999998	8.5	False	CTL37	New	fruit_apricot_new.bmp	New04	1	2	0.961	8.0	388
107	681.4730000000002	3.0	684.4730000000002	1.5	Old46	Enc71	New	musical_uculele_new.bmp	New39	0	1	1.345	6.0	722
108	685.9730000000002	3.0	688.9730000000002	1.0	Old11	Enc72	New	musical_bongo drum.bmp	New23	1	2	1.3869999999999998	6.0	722
109	689.972	3.0	692.972	1.0	Old52	Enc73	New	food_drink.bmp	New05	1	2	1.161	6.0	722
110	693.972	3.0	696.972	4.0	Old19	Enc74	OLD	musical_drums_old.bmp	Old46	1	1	1.472	6.0	748
111	700.971	3.0	703.971	9.5	Old68	Enc75	New	kitchen_spatula_old.bmp	New37	1	2	1.403	6.0	748
112	713.47	3.0	716.47	4.5	False	CTL38	OLD	vegie_carrot.bmp	Old78	1	1	2.305	8.0	364
113	720.9689999999998	3.0	723.9689999999998	0.5	False	CTL39	OLD	musical_clarinet_new.bmp	Old44	1	1	1.588	5.0	260
114	724.4689999999998	3.0	727.4689999999998	4.0	Old55	Enc76	OLD	vegie_green capsicum.bmp	Old75	0	2	3.063	5.0	260
115	731.4680000000002	3.0	734.4680000000002	1.0	Old37	Enc77	New	sporting_basketball_new.bmp	New14	0	1	4.234	5.0	296
116	735.4680000000002	3.0	738.4680000000002	11.0	Old17	Enc78	New	food_bread.bmp	New28	1	2	1.474	5.0	296
