trial_num	Unnamed: 0.1	Unnamed: 0.1.1	Unnamed: 0.1.1.1	Unnamed: 0.1.1.1.1	Unnamed: 0.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	CorrectSource	Stim_RT	onset	stimDurSec	fixOnsetSec	fixlen	ImageID	trial_type	duration	isi	isiFix	trial_end	unscanned	stimDur	fixDur	fixcross
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	1.787	25.073	3.0	28.073	0.5	Old61	Enc01	31.073			56.146	False			28.073
2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	5	1.34	32.073	3.0	35.072	4.5	Old06	Enc02	38.072	3.5	3.4990000000000023	70.14500000000001	False	3.5	3.4990000000000023	35.072
3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	5	1.205	39.572	3.0	42.572	2.0	Old57	Enc03	45.572	7.499000000000002	7.5	85.144	False	7.499000000000002	7.5	42.572
6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	1.949	55.57100000000001	3.0	58.57	2.5	Old66	Enc04	61.57	4.5	4.498999999999988	117.14100000000002	False	4.5	4.498999999999988	58.57
7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	5	1.745	61.07	3.0	64.07	1.0	Old78	Enc05	67.07	5.498999999999988	5.499999999999993	128.14	False	5.498999999999988	5.499999999999993	64.07
9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	1.6130000000000002	71.069	3.0	74.069	4.0	Old41	Enc06	77.069	5.999000000000009	6.0	148.138	False	5.999000000000009	6.0	74.069
11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	6	1.56	81.568	3.0	84.568	2.5	Old54	Enc07	87.568	3.4989999999999952	3.5	169.136	False	3.4989999999999952	3.5	84.568
14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	8	1.3259999999999998	99.067	3.0	102.066	1.0	Old08	Enc08	105.066	6.5	6.499000000000009	204.13299999999998	False	6.5	6.499000000000009	102.066
15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	9	1.136	103.066	3.0	106.066	2.0	Old69	Enc09	109.066	3.9990000000000094	4.0	212.132	False	3.9990000000000094	4.0	106.066
16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	5	1.6740000000000002	108.066	3.0	111.066	0.5	Old07	Enc10	114.066	5.0	5.0	222.132	False	5.0	5.0	111.066
