	stimOnsetSec	stimDurSec	fixOnsetSec	fixDurSec	ImageID	tNumXcond	Condition	CorrectSource	Stim_RT
0	11.575999999999999	3.0	14.585	5.5	False	CTL01	0	8	1.527
1	20.085	3.0	23.094	0.5	Old64	Enc01	1	6	0.0
2	23.595	3.0	26.604	1.0	Old04	Enc02	1	5	2.628
3	27.590999999999998	3.0	30.6	1.0	Old19	Enc03	1	6	1.911
4	31.603	3.0	34.61199999999999	1.5	Old72	Enc04	1	9	2.363
5	36.099000000000004	3.0	39.108000000000004	2.0	Old54	Enc05	1	8	1.9869999999999999
6	41.097	3.0	44.106	3.0	Old52	Enc06	1	9	2.365
7	47.099	3.0	50.108000000000004	0.5	False	CTL02	0	5	1.347
8	50.60899999999999	3.0	53.618	4.0	False	CTL03	0	6	1.341
9	57.613	3.0	60.622	2.5	Old28	Enc07	1	8	2.184
10	63.113	3.0	66.122	1.5	False	CTL04	0	8	1.244
11	67.61	3.0	70.619	2.0	Old40	Enc08	1	6	2.411
12	72.608	3.0	75.617	3.5	Old20	Enc09	1	5	2.157
13	79.11	3.0	82.119	0.5	False	CTL05	0	8	1.358
14	82.62100000000002	3.0	85.63	2.5	Old38	Enc10	1	6	2.503
15	88.12100000000002	3.0	91.13	0.5	Old01	Enc11	1	6	2.987
16	91.631	3.0	94.64	1.0	Old24	Enc12	1	8	2.485
17	95.643	3.0	98.652	1.5	Old67	Enc13	1	5	1.705
18	100.14	3.0	103.149	2.5	Old18	Enc14	1	9	2.407
19	105.639	3.0	108.648	3.0	Old35	Enc15	1	9	2.204
20	111.641	3.0	114.649	1.0	Old27	Enc16	1	5	2.154
21	115.652	3.0	118.661	1.5	Old21	Enc17	1	5	2.551
22	120.149	3.0	123.15799999999999	1.5	False	CTL06	0	5	1.262
23	124.646	3.0	127.655	1.0	Old12	Enc18	1	5	1.653
24	128.658	3.0	131.667	2.5	Old45	Enc19	1	8	1.9680000000000002
25	134.157	3.0	137.166	2.5	False	CTL07	0	5	0.0
26	139.657	3.0	142.666	0.5	Old77	Enc20	1	6	2.121
