trial_num	Unnamed: 0.1	Unnamed: 0.1.1	Unnamed: 0.1.1.1	Unnamed: 0.1.1.1.1	Unnamed: 0.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	onset	stimDurSec	fixOnsetSec	fixlen	trial_type	CorrectSource	Stim_RT	duration	isi	isiFix	trial_end	unscanned	stimDur	fixDur	fixcross
7	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	64.095	3.0	67.095	4.0	CTL02	5.0	0.0	10.0	5.0	5.0	74.095	0.0	5.0	5.0	67.095
8	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	71.094	3.0	74.094	2.5	CTL03	6.0	1.6030000000000002	13.99799999999999	6.998999999999995	6.998999999999995	85.09199999999998	0.0	6.998999999999995	6.998999999999995	74.094
9	9.0	9.0	9.0	9.0	9.0	9.0	9.0	9.0	9.0	9.0	9.0	9.0	9.0	9.0	9.0	9.0	9.0	9.0	9.0	9.0	9.0	9.0	76.594	3.0	79.594	1.5	CTL04	6.0	1.611	11.0	5.5	5.5	87.594	0.0	5.5	5.5	79.594
10	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	81.093	3.0	84.09299999999998	5.0	CTL05	9.0	1.5719999999999998	8.99799999999999	4.499000000000009	4.498999999999981	90.091	0.0	4.499000000000009	4.498999999999981	84.09299999999998
13	13.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	99.092	3.0	102.092	3.0	CTL06	9.0	1.114	12.0	6.0	6.0	111.092	0.0	6.0	6.0	102.092
23	23.0	23.0	23.0	23.0	23.0	23.0	23.0	23.0	23.0	23.0	23.0	23.0	23.0	23.0	23.0	23.0	23.0	23.0	23.0	23.0	23.0	23.0	159.58700000000002	3.0	162.58700000000002	4.0	CTL07	5.0	1.367	8.999000000000024	4.499000000000024	4.5	168.58600000000004	0.0	4.499000000000024	4.5	162.58700000000002
24	24.0	24.0	24.0	24.0	24.0	24.0	24.0	24.0	24.0	24.0	24.0	24.0	24.0	24.0	24.0	24.0	24.0	24.0	24.0	24.0	24.0	24.0	166.58700000000002	3.0	169.58700000000002	3.0	CTL08	8.0	1.116	14.0	7.0	7.0	180.587	0.0	7.0	7.0	169.58700000000002
30	30.0	30.0	30.0	30.0	30.0	30.0	30.0	30.0	30.0	30.0	30.0	30.0	30.0	30.0	30.0	30.0	30.0	30.0	30.0	30.0	30.0	30.0	198.084	3.0	201.084	9.5	CTL09	8.0	0.913	14.99799999999999	7.498999999999995	7.498999999999995	213.082	0.0	7.498999999999995	7.498999999999995	201.084
32	32.0	32.0	32.0	32.0	32.0	32.0	32.0	32.0	32.0	32.0	32.0	32.0	32.0	32.0	32.0	32.0	32.0	32.0	32.0	32.0	32.0	32.0	217.083	3.0	220.083	4.0	CTL10	9.0	0.8009999999999999	13.0	6.5	6.5	230.083	0.0	6.5	6.5	220.083
42	42.0	42.0	42.0	42.0	42.0	42.0	42.0	42.0	42.0	42.0	42.0	42.0	42.0	42.0	42.0	42.0	42.0	42.0	42.0	42.0	42.0	42.0	279.578	3.0	282.578	1.0	CTL11	6.0	1.506	7.0	3.5	3.5	286.578	0.0	3.5	3.5	282.578
45	45.0	45.0	45.0	45.0	45.0	45.0	45.0	45.0	45.0	45.0	45.0	45.0	45.0	45.0	45.0	45.0	45.0	45.0	45.0	45.0	45.0	45.0	293.077	3.0	296.077	4.0	CTL12	6.0	1.008	10.0	5.0	5.0	303.077	0.0	5.0	5.0	296.077
51	51.0	51.0	51.0	51.0	51.0	51.0	51.0	51.0	51.0	51.0	51.0	51.0	51.0	51.0	51.0	51.0	51.0	51.0	51.0	51.0	51.0	51.0	340.07300000000004	3.0	343.07300000000004	1.5	CTL13	5.0	0.895	13.999000000000024	6.999000000000024	7.0	354.07200000000006	0.0	6.999000000000024	7.0	343.07300000000004
53	53.0	53.0	53.0	53.0	53.0	53.0	53.0	53.0	53.0	53.0	53.0	53.0	53.0	53.0	53.0	53.0	53.0	53.0	53.0	53.0	53.0	53.0	348.57199999999983	3.0	351.57199999999983	3.0	CTL14	9.0	1.095	7.997999999999592	3.998999999999796	3.998999999999796	356.5699999999994	0.0	3.998999999999796	3.998999999999796	351.57199999999983
54	54.0	54.0	54.0	54.0	54.0	54.0	54.0	54.0	54.0	54.0	54.0	54.0	54.0	54.0	54.0	54.0	54.0	54.0	54.0	54.0	54.0	54.0	354.57199999999983	3.0	357.57199999999983	5.5	CTL15	8.0	0.6509999999999999	12.0	6.0	6.0	366.57199999999983	0.0	6.0	6.0	357.57199999999983
55	55.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	55.0	363.071	3.0	366.071	2.0	CTL16	9.0	1.3	16.99800000000039	8.499000000000194	8.499000000000194	380.0690000000004	0.0	8.499000000000194	8.499000000000194	366.071
62	62.0	62.0	62.0	62.0	62.0	62.0	62.0	62.0	62.0	62.0	62.0	62.0	62.0	62.0	62.0	62.0	62.0	62.0	62.0	62.0	62.0	62.0	406.068	3.0	409.068	10.0	CTL17	8.0	0.7709999999999999	14.998999999999969	7.498999999999967	7.5	421.067	0.0	7.498999999999967	7.5	409.068
65	65.0	65.0	65.0	65.0	65.0	65.0	65.0	65.0	65.0	65.0	65.0	65.0	65.0	65.0	65.0	65.0	65.0	65.0	65.0	65.0	65.0	65.0	430.566	3.0	433.566	6.0	CTL18	5.0	0.868	11.0	5.5	5.5	441.566	0.0	5.5	5.5	433.566
66	66.0	66.0	66.0	66.0	66.0	66.0	66.0	66.0	66.0	66.0	66.0	66.0	66.0	66.0	66.0	66.0	66.0	66.0	66.0	66.0	66.0	66.0	439.565	3.0	442.565	3.5	CTL19	5.0	0.669	17.998000000000047	8.999000000000024	8.999000000000024	457.5630000000001	0.0	8.999000000000024	8.999000000000024	442.565
68	68.0	68.0	68.0	68.0	68.0	68.0	68.0	68.0	68.0	68.0	68.0	68.0	68.0	68.0	68.0	68.0	68.0	68.0	68.0	68.0	68.0	68.0	450.565	3.0	453.564	2.5	CTL20	8.0	1.046	8.999000000000024	4.5	4.499000000000024	459.564	0.0	4.5	4.499000000000024	453.564
69	69.0	69.0	69.0	69.0	69.0	69.0	69.0	69.0	69.0	69.0	69.0	69.0	69.0	69.0	69.0	69.0	69.0	69.0	69.0	69.0	69.0	69.0	456.064	3.0	459.064	4.0	CTL21	9.0	0.863	10.999000000000024	5.499000000000024	5.5	467.0630000000001	0.0	5.499000000000024	5.5	459.064
72	72.0	72.0	72.0	72.0	72.0	72.0	72.0	72.0	72.0	72.0	72.0	72.0	72.0	72.0	72.0	72.0	72.0	72.0	72.0	72.0	72.0	72.0	474.0630000000001	3.0	477.062	3.0	CTL22	8.0	0.764	11.99899999999991	6.0	5.99899999999991	486.062	0.0	6.0	5.99899999999991	477.062
75	75.0	75.0	75.0	75.0	75.0	75.0	75.0	75.0	75.0	75.0	75.0	75.0	75.0	75.0	75.0	75.0	75.0	75.0	75.0	75.0	75.0	75.0	490.561	3.0	493.561	8.0	CTL23	9.0	0.935	6.998999999999967	3.498999999999967	3.5	497.56	0.0	3.498999999999967	3.5	493.561
76	76.0	76.0	76.0	76.0	76.0	76.0	76.0	76.0	76.0	76.0	76.0	76.0	76.0	76.0	76.0	76.0	76.0	76.0	76.0	76.0	76.0	76.0	501.561	3.0	504.56	3.0	CTL24	6.0	2.385	21.999000000000024	11.0	10.999000000000024	523.56	0.0	11.0	10.999000000000024	504.56
80	80.0	80.0	80.0	80.0	80.0	80.0	80.0	80.0	80.0	80.0	80.0	80.0	80.0	80.0	80.0	80.0	80.0	80.0	80.0	80.0	80.0	80.0	522.559	3.0	525.559	5.0	CTL25	6.0	0.882	14.0	7.0	7.0	536.559	0.0	7.0	7.0	525.559
82	82.0	82.0	82.0	82.0	82.0	82.0	82.0	82.0	82.0	82.0	82.0	82.0	82.0	82.0	82.0	82.0	82.0	82.0	82.0	82.0	82.0	82.0	541.057	3.0	544.057	1.0	CTL26	6.0	1.433	20.998000000000047	10.499000000000024	10.499000000000024	562.0550000000001	0.0	10.499000000000024	10.499000000000024	544.057
83	83.0	83.0	83.0	83.0	83.0	83.0	83.0	83.0	83.0	83.0	83.0	83.0	83.0	83.0	83.0	83.0	83.0	83.0	83.0	83.0	83.0	83.0	545.057	3.0	548.057	1.5	CTL27	9.0	2.064	8.0	4.0	4.0	553.057	0.0	4.0	4.0	548.057
87	87.0	87.0	87.0	87.0	87.0	87.0	87.0	87.0	87.0	87.0	87.0	87.0	87.0	87.0	87.0	87.0	87.0	87.0	87.0	87.0	87.0	87.0	562.556	3.0	565.555	1.0	CTL28	5.0	0.838	9.99899999999991	5.0	4.99899999999991	572.555	0.0	5.0	4.99899999999991	565.555
