trial_num	Unnamed: 0.1	Unnamed: 0.1.1	Unnamed: 0.1.1.1	Unnamed: 0.1.1.1.1	Unnamed: 0.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	onset	stimDurSec	fixOnsetSec	fixlen	ImageID	trial_type	CorrectSource	Stim_RT	duration	isi	isiFix	trial_end	unscanned	stimDur	fixDur	fixcross
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	20.098	3.0	23.098000000000003	8.0	Old54	Enc01	8	1.139	26.098000000000003	3.9989999999999988	4.0000000000000036	46.196	False	3.998999999999999	4.000000000000004	23.098000000000003
2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	31.097	3.0	34.097	7.5	Old01	Enc02	5	1.77	37.097	10.999000000000002	10.998999999999999	68.194	False	10.999000000000002	10.999	34.097
3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	41.597	3.0	44.596	0.5	Old59	Enc03	5	1.881	47.596	10.5	10.498999999999995	89.193	False	10.5	10.498999999999995	44.596
4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	45.096	3.0	48.096	6.0	Old42	Enc04	6	2.393	51.096	3.4989999999999952	3.5	96.192	False	3.4989999999999952	3.5	48.096
5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	54.096	3.0	57.095	2.0	Old46	Enc05	5	1.957	60.095	9.0	8.999000000000002	114.191	False	9.0	8.999000000000002	57.095
6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	59.095	3.0	62.095	2.0	Old78	Enc06	9	1.96	65.095	4.999000000000002	5.0	124.19	False	4.999000000000002	5.0	62.095
11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	89.09299999999998	3.0	92.093	1.0	Old55	Enc07	6	2.774	95.093	7.999999999999972	8.000000000000028	184.18599999999998	False	7.999999999999972	8.000000000000028	92.093
12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	93.092	3.0	96.092	3.0	Old09	Enc08	8	2.233	99.092	3.9990000000000236	3.9989999999999952	192.184	False	3.999000000000024	3.9989999999999952	96.092
14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	105.092	3.0	108.091	2.5	Old40	Enc09	9	2.35	111.091	6.0	5.998999999999995	216.183	False	6.0	5.998999999999995	108.091
15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	110.591	3.0	113.591	6.5	Old04	Enc10	5	1.985	116.591	5.498999999999995	5.5	227.182	False	5.498999999999995	5.5	113.591
16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	120.09	3.0	123.09	2.5	Old36	Enc11	9	1.957	126.09	9.49900000000001	9.49900000000001	246.18	False	9.49900000000001	9.49900000000001	123.09
17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	125.59	3.0	128.59	2.0	Old39	Enc12	5	1.408	131.59	5.5	5.5	257.18	False	5.5	5.5	128.59
18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	130.59	3.0	133.589	4.5	Old68	Enc13	8	2.257	136.589	5.0	4.998999999999995	267.179	False	5.0	4.998999999999995	133.589
19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	138.089	3.0	141.089	4.5	Old67	Enc14	8	1.592	144.089	7.498999999999995	7.5	282.178	False	7.498999999999995	7.5	141.089
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	145.588	3.0	148.588	2.5	Old72	Enc15	9	2.267	151.588	7.498999999999995	7.498999999999995	297.176	False	7.498999999999995	7.498999999999995	148.588
21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	151.088	3.0	154.088	1.0	Old73	Enc16	8	2.685	157.088	5.5	5.5	308.176	False	5.5	5.5	154.088
