	category	Stim	OldNumber	Recognition_ACC	Recognition_RESP	Recognition_RT	Spatial_RESP	Spatial_RT
0	OLD	kitchen_peppermill.bmp	Old33	0	2	1.912	False	0
1	OLD	sporting_mini-trampoline.bmp	Old61	1	1	1.434	5.0	1855
2	New	kitchen_baking spatula.bmp	New01	1	2	1.633	5.0	1855
3	OLD	fruit_green grapes.bmp	Old68	1	1	1.629	5.0	1547
4	New	vegie_snowpea01.bmp	New27	1	2	1.666	5.0	1547
5	New	musical_uculele_new.bmp	New39	0	1	2.702	9.0	2153
6	OLD	kitchen_white strainer.bmp	Old38	1	1	1.8	9.0	1686
7	OLD	musical_clarinet_new.bmp	Old44	1	1	1.896	8.0	2514
8	OLD	food_pickle01a.bmp	Old22	1	1	1.426	9.0	2597
9	New	vegie_cucumber.bmp	New33	1	2	3.498	9.0	2597
10	OLD	animal_zebra_old.bmp	Old13	1	1	1.451	6.0	1480
11	OLD	kitchen_coffee pot.bmp	Old29	1	1	1.576	6.0	1220
12	OLD	animal_chimpanzee.bmp	Old03	1	1	1.286	6.0	903
13	OLD	musical_violin_old.bmp	Old51	1	1	1.341	6.0	3331
14	OLD	musical_harp_new.bmp	Old43	1	1	1.377	6.0	1350
15	OLD	animal_dalmation_old.bmp	Old04	1	1	1.187	8.0	727
16	OLD	kitchen_plate.bmp	Old35	1	1	1.261	9.0	1877
17	OLD	animal_monarch_old.bmp	Old08	1	1	1.223	5.0	1286
18	New	kitchen_spatula_old.bmp	New37	1	2	1.464	5.0	1286
19	OLD	animal_camel_new.bmp	Old01	1	1	1.17	5.0	851
20	OLD	food_toast.bmp	Old26	1	1	1.181	8.0	654
21	OLD	fruit_pineapple_old.bmp	Old70	1	1	1.409	6.0	631
22	New	food_pizza.bmp	New22	1	2	1.252	6.0	631
23	OLD	sporting_skipping rope.bmp	Old63	1	1	1.408	5.0	654
24	New	kitchen_kettle_new.bmp	New24	1	2	1.249	5.0	654
25	OLD	animal_frog.bmp	Old06	1	1	1.715	9.0	3707
26	OLD	kitchen_cookie cutter.bmp	Old30	1	1	1.764	8.0	787
27	OLD	animal_farm pig.bmp	Old05	1	1	1.248	6.0	2459
28	New	sporting_flippers.bmp	New02	1	2	1.42	6.0	2459
29	New	musical_zamponia windflute.bmp	New29	1	2	1.399	6.0	2459
30	New	food_drink.bmp	New05	1	2	1.222	6.0	2459
31	OLD	kitchen_tea cup and saucer.bmp	Old37	1	1	1.255	9.0	806
32	OLD	animal_penguin.bmp	Old10	1	1	1.146	5.0	285
33	OLD	sporting_soccer ball_new.bmp	Old65	1	1	1.049	9.0	398
34	OLD	hard_musical_recorder.bmp	Old40	1	1	1.181	8.0	427
35	OLD	vegie_green capsicum.bmp	Old75	0	2	1.19	8.0	427
36	New	fruit_cherry.bmp	Old67	1	1	1.433	6.0	310
37	New	sporting_baseball bat_new.bmp	New08	1	2	1.902	6.0	310
38	New	fruit_rasberry.bmp	New10	1	2	1.25	6.0	310
39	New	food_cookie01.bmp	New11	1	2	1.526	6.0	310
40	New	food_walnut01c.bmp	New34	1	2	1.806	6.0	310
41	New	food_bagel01.bmp	New17	1	2	1.41	6.0	310
42	New	musical_bagpipes.bmp	New35	1	2	1.279	6.0	310
43	OLD	vegie_carrot.bmp	Old78	1	1	1.192	9.0	431
44	New	animal_giraffe.bmp	New03	1	2	3.587	9.0	431
45	OLD	food_baguette01.bmp	Old14	1	1	1.225	5.0	446
46	OLD	musical_tuba.bmp	Old50	1	1	1.408	5.0	363
47	OLD	musical_double bass.bmp	Old45	1	1	1.055	8.0	537
48	OLD	sporting_snow shoes_old.bmp	Old64	1	1	1.328	8.0	317
49	OLD	food_bottleofredwine01.bmp	Old15	1	1	1.179	8.0	1015
50	OLD	sporting_Badminton Racquet.bmp	Old54	1	1	1.642	6.0	652
51	New	vegie_broccoli.bmp	New36	0	1	1.884	6.0	1500
52	New	vegie_pumpkin.bmp	New21	1	2	1.361	6.0	1500
53	New	kitchen_ramekin.bmp	New13	1	2	1.55	6.0	1500
54	OLD	food_rawchicken.bmp	Old23	1	1	1.333	6.0	543
55	New	food_bread.bmp	New28	1	2	1.805	6.0	543
56	OLD	vegie_corn02.bmp	Old73	1	1	1.163	5.0	355
57	OLD	sporting_americanfootball.bmp	Old53	1	1	0.971	8.0	403
58	New	kitchen_fork_old.bmp	New18	1	2	1.137	8.0	403
59	OLD	animal_parrot.bmp	Old09	1	1	1.433	8.0	358
60	New	sporting_windsurf.bmp	New31	1	2	1.71	8.0	358
61	OLD	sporting_boxing_gloves.bmp	Old56	1	1	1.439	6.0	306
62	OLD	animal_siamese cat.bmp	Old12	1	1	1.034	8.0	263
63	New	animal_dolphin_old.bmp	New09	1	2	1.096	8.0	263
64	New	animal_pigeon.bmp	New32	1	2	1.096	8.0	263
65	New	animal_gorilla.bmp	New15	1	2	1.177	8.0	263
66	OLD	kitchen_pitcher.bmp	Old34	1	1	1.222	9.0	514
67	OLD	food_frenchfries.bmp	Old20	1	1	1.035	9.0	367
68	New	fruit_granny smith apple.bmp	New16	1	2	2.221	9.0	367
69	OLD	musical_xylophone_old.bmp	Old52	1	1	1.379	5.0	84
70	New	sporting_basketball_new.bmp	New14	0	1	2.252	8.0	113
71	OLD	food_shellpasta.bmp	Old25	1	1	1.993	6.0	745
72	OLD	food_chocolatemilk.bmp	Old17	1	1	1.183	5.0	79
73	OLD	musical_harmonica_new.bmp	Old47	1	1	1.101	9.0	143
74	New	animal_horse.bmp	New20	1	2	1.039	9.0	143
75	New	fruit_apricot_new.bmp	New04	1	2	1.781	9.0	143
76	OLD	vegie_radish.bmp	Old77	1	1	1.63	9.0	2204
77	New	sporting_weighlifting.bmp	New25	1	2	1.219	9.0	2204
78	New	musical_tambourine_new.bmp	New06	1	2	0.959	9.0	2204
79	OLD	sporting_rollerblade.bmp	Old62	1	1	1.334	9.0	319
