	Condition	CorrectSource	Stim_RT
0	Enc	8	1.756
1	CTL	6	1.758
2	Enc	5	1.63
3	Enc	5	1.597
4	CTL	5	0.91
5	CTL	6	0.928
6	Enc	6	1.359
7	Enc	5	1.826
8	CTL	6	1.326
9	Enc	9	1.309
10	CTL	9	0.929
11	Enc	6	1.282
12	CTL	9	0.758
13	CTL	5	0.69
14	Enc	8	1.307
15	Enc	9	1.159
16	Enc	5	1.209
17	Enc	9	1.082
18	Enc	5	1.16
19	Enc	8	1.092
20	Enc	8	1.317
21	Enc	9	1.439
22	Enc	8	1.29
23	Enc	5	0.958
24	CTL	8	1.031
25	Enc	8	0.868
26	Enc	8	0.981
27	Enc	5	1.335
28	CTL	8	0.671
29	Enc	9	0.939
30	Enc	9	1.047
31	Enc	6	0.951
32	Enc	8	0.915
33	Enc	8	1.094
34	Enc	9	0.853
35	Enc	5	1.157
36	Enc	6	1.058
37	CTL	9	0.747
38	CTL	6	0.743
39	CTL	6	0.625
40	CTL	5	0.52
41	Enc	9	1.107
42	Enc	8	1.158
43	CTL	9	0.728
44	Enc	6	0.855
45	Enc	6	0.849
46	Enc	9	1.261
47	Enc	8	1.305
48	CTL	8	0.665
49	Enc	9	1.317
50	CTL	9	0.717
51	CTL	8	0.619
52	Enc	8	1.199
53	Enc	9	0.886
54	Enc	6	1.346
55	CTL	5	0.929
56	Enc	5	1.037
57	Enc	6	0.808
58	Enc	6	0.582
59	Enc	8	0.845
60	Enc	9	0.807
61	CTL	5	0.704
62	Enc	5	0.919
63	CTL	8	0.607
64	CTL	9	0.627
65	Enc	6	0.602
66	CTL	8	0.891
67	Enc	9	1.22
68	Enc	6	0.963
69	Enc	9	1.02
70	Enc	6	0.87
71	Enc	8	0.789
72	Enc	9	0.881
73	Enc	8	0.998
74	CTL	9	0.784
75	Enc	9	0.588
76	CTL	6	0.7
77	Enc	5	1.221
78	Enc	8	1.356
79	Enc	5	0.764
80	Enc	6	1.194
81	CTL	6	0.791
82	Enc	5	1.128
83	Enc	6	1.027
84	Enc	8	1.479
85	CTL	6	0.577
86	CTL	9	0.611
87	CTL	5	0.606
88	Enc	5	0.591
89	Enc	5	0.643
90	CTL	8	0.842
91	Enc	5	1.438
92	Enc	9	1.287
93	CTL	9	1.385
94	Enc	9	1.524
95	Enc	5	0.942
96	CTL	6	0.895
97	CTL	5	0.577
98	Enc	8	1.135
99	Enc	6	0.63
100	CTL	5	0.533
101	CTL	8	0.516
102	Enc	6	0.933
103	Enc	5	0.829
104	CTL	8	0.978
105	CTL	6	0.48
106	Enc	6	0.474
107	Enc	8	0.621
108	CTL	5	0.863
109	CTL	8	0.833
110	Enc	9	0.644
111	Enc	8	0.732
112	CTL	9	0.866
113	Enc	9	0.891
114	Enc	6	0.822
115	Enc	5	0.934
116	Enc	6	1.13
