	Condition	CorrectSource	Stim_RT
0	Enc	8	1.84
1	CTL	6	1.394
2	Enc	5	0.394
3	Enc	5	0.395
4	CTL	5	0.395
5	CTL	6	1.396
6	Enc	6	1.067
7	Enc	5	1.396
8	CTL	6	0.959
9	Enc	9	1.396
10	CTL	9	0.833
11	Enc	6	0.897
12	CTL	9	0.397
13	CTL	5	0.668
14	Enc	8	0.897
15	Enc	9	1.898
16	Enc	5	1.898
17	Enc	9	0.898
18	Enc	5	0.899
19	Enc	8	0.858
20	Enc	8	1.034
21	Enc	9	0.918
22	Enc	8	0.9
23	Enc	5	0.975
24	CTL	8	0.401
25	Enc	8	1.4
26	Enc	8	1.218
27	Enc	5	0.401
28	CTL	8	0.857
29	Enc	9	1.062
30	Enc	9	0.902
31	Enc	6	0.403
32	Enc	8	1.133
33	Enc	8	0.904
34	Enc	9	1.028
35	Enc	5	0.404
36	Enc	6	0.903
37	CTL	9	0.747
38	CTL	6	0.761
39	CTL	6	0.719
40	CTL	5	0.647
41	Enc	9	1.405
42	Enc	8	0.824
43	CTL	9	0.758
44	Enc	6	0.628
45	Enc	6	0.407
46	Enc	9	0.734
47	Enc	8	0.408
48	CTL	8	0.747
49	Enc	9	1.31
50	CTL	9	0.408
51	CTL	8	1.145
52	Enc	8	1.564
53	Enc	9	0.854
54	Enc	6	0.91
55	CTL	5	0.602
56	Enc	5	1.139
57	Enc	6	0.411
58	Enc	6	0.912
59	Enc	8	1.223
60	Enc	9	1.103
61	CTL	5	0.834
62	Enc	5	1.449
63	CTL	8	0.707
64	CTL	9	0.849
65	Enc	6	1.27
66	CTL	8	0.754
67	Enc	9	1.045
68	Enc	6	0.415
69	Enc	9	1.073
70	Enc	6	1.327
71	Enc	8	0.812
72	Enc	9	0.915
73	Enc	8	0.416
74	CTL	9	0.819
75	Enc	9	1.205
76	CTL	6	0.656
77	Enc	5	0.754
78	Enc	8	0.711
79	Enc	5	0.917
80	Enc	6	0.418
81	CTL	6	0.763
82	Enc	5	1.054
83	Enc	6	2.348
84	Enc	8	0.42
85	CTL	6	0.563
86	CTL	9	0.588
87	CTL	5	0.421
88	Enc	5	0.886
89	Enc	5	1.421
90	CTL	8	0.421
91	Enc	5	0.965
92	Enc	9	1.114
93	CTL	9	0.421
94	Enc	9	0.422
95	Enc	5	1.054
96	CTL	6	0.691
97	CTL	5	0.618
98	Enc	8	0.423
99	Enc	6	1.032
100	CTL	5	0.681
101	CTL	8	0.651
102	Enc	6	1.042
103	Enc	5	0.425
104	CTL	8	0.716
105	CTL	6	0.704
106	Enc	6	1.094
107	Enc	8	0.885
108	CTL	5	0.621
109	CTL	8	0.603
110	Enc	9	0.649
111	Enc	8	0.427
112	CTL	9	0.727
113	Enc	9	1.13
114	Enc	6	0.7
115	Enc	5	1.07
116	Enc	6	0.667
