	stimOnsetSec	stimDurSec	fixOnsetSec	fixDurSec	ImageID	tNumXcond
0	14.602	3.0	17.61	6.5	Old54	Enc01
1	24.113	3.0	27.122	2.0	Old06	Enc02
2	29.111	3.0	32.12	1.5	Old23	Enc03
3	33.608	3.0	36.617	1.0	Old68	Enc04
4	37.62	3.0	40.629	8.5	Old58	Enc05
5	49.121	3.0	52.13	2.0	Old50	Enc06
6	54.119	3.0	57.128	2.5	Old33	Enc07
7	59.619	3.0	62.628	1.5	False	CTL01
8	64.115	3.0	67.124	1.5	False	CTL02
9	68.612	3.0	71.62100000000001	0.5	Old47	Enc08
10	72.123	3.0	75.132	0.5	False	CTL03
11	75.633	3.0	78.642	2.0	Old21	Enc09
12	80.631	3.0	83.64	1.5	Old36	Enc10
13	85.12799999999999	3.0	88.137	2.0	False	CTL04
14	90.126	3.0	93.135	7.5	Old01	Enc11
15	100.624	3.0	103.633	5.0	Old19	Enc12
16	108.631	3.0	111.64	1.5	Old74	Enc13
17	113.128	3.0	116.137	3.0	Old25	Enc14
18	119.129	3.0	122.138	1.0	Old38	Enc15
19	123.141	3.0	126.15	1.5	Old31	Enc16
20	127.638	3.0	130.647	8.5	Old15	Enc17
21	139.138	3.0	142.147	2.0	Old08	Enc18
22	144.137	3.0	147.146	1.0	False	CTL05
23	148.149	3.0	151.158	1.5	False	CTL06
24	152.645	3.0	155.654	6.5	Old51	Enc19
25	162.157	3.0	165.166	1.5	Old69	Enc20
26	166.654	3.0	169.663	6.5	Old61	Enc21
27	176.165	3.0	179.174	3.5	False	CTL07
28	182.668	3.0	185.677	8.0	Old78	Enc22
29	193.667	3.0	196.676	13.0	Old13	Enc23
30	209.665	3.0	212.674	1.0	False	CTL08
31	213.677	3.0	216.686	2.5	Old02	Enc24
32	219.176	3.0	222.185	1.5	Old42	Enc25
33	223.673	3.0	226.682	3.5	Old63	Enc26
34	230.176	3.0	233.185	2.0	Old52	Enc27
35	235.174	3.0	238.183	3.0	Old16	Enc28
36	241.175	3.0	244.184	7.0	Old30	Enc29
37	251.172	3.0	254.181	1.0	Old65	Enc30
38	255.184	3.0	258.192	0.5	False	CTL09
39	258.694	3.0	261.703	1.0	False	CTL10
40	262.706	3.0	265.715	0.5	Old10	Enc31
41	266.216	3.0	269.225	7.0	Old76	Enc32
42	276.213	3.0	279.222	4.0	Old24	Enc33
43	283.217	3.0	286.226	2.0	Old22	Enc34
44	288.215	3.0	291.224	2.5	False	CTL11
45	293.715	3.0	296.724	4.5	Old71	Enc35
46	301.22	3.0	304.229	0.5	Old12	Enc36
47	304.731	3.0	307.74	3.0	False	CTL12
48	310.732	3.0	313.741	2.0	Old07	Enc37
49	315.73	3.0	318.739	0.5	False	CTL13
50	319.241	3.0	322.25	1.0	False	CTL14
51	323.253	3.0	326.262	2.5	False	CTL15
52	328.752	3.0	331.761	6.5	False	CTL16
53	338.264	3.0	341.273	9.5	Old46	Enc38
54	350.768	3.0	353.777	3.0	Old59	Enc39
55	356.769	3.0	359.778	3.0	Old60	Enc40
56	362.77	3.0	365.779	1.0	Old75	Enc41
57	366.782	3.0	369.791	2.0	Old53	Enc42
58	371.78	3.0	374.789	1.0	Old14	Enc43
59	375.775	3.0	378.784	0.5	Old39	Enc44
60	379.286	3.0	382.295	2.5	Old20	Enc45
61	384.786	3.0	387.794	8.5	Old34	Enc46
62	396.286	3.0	399.295	5.5	Old35	Enc47
63	404.795	3.0	407.804	2.0	Old09	Enc48
64	409.793	3.0	412.802	6.0	Old40	Enc49
65	418.8030000000001	3.0	421.812	6.0	Old48	Enc50
66	427.813	3.0	430.8219999999999	1.5	Old04	Enc51
67	432.31	3.0	435.319	2.0	False	CTL17
68	437.308	3.0	440.317	1.5	Old44	Enc52
69	441.805	3.0	444.814	4.0	False	CTL18
70	448.809	3.0	451.818	0.5	False	CTL19
71	452.32	3.0	455.329	6.0	False	CTL20
72	461.33	3.0	464.339	0.5	Old56	Enc53
73	464.84	3.0	467.849	2.5	Old41	Enc54
74	470.34	3.0	473.349	1.5	Old62	Enc55
75	474.837	3.0	477.846	2.5	Old27	Enc56
76	480.336	3.0	483.345	5.5	False	CTL21
77	488.845	3.0	491.854	4.5	Old64	Enc57
78	496.351	3.0	499.36	2.5	False	CTL22
79	501.85	3.0	504.859	6.5	Old77	Enc58
80	511.362	3.0	514.371	6.5	False	CTL23
81	520.873	3.0	523.882	1.5	False	CTL24
82	525.37	3.0	528.379	4.5	False	CTL25
83	532.876	3.0	535.885	1.5	False	CTL26
84	537.373	3.0	540.381	0.5	Old57	Enc59
85	540.883	3.0	543.8919999999999	10.0	False	CTL27
86	554.39	3.0	557.399	4.5	False	CTL28
87	561.895	3.0	564.904	2.0	Old55	Enc60
88	566.894	3.0	569.903	1.5	False	CTL29
89	571.39	3.0	574.399	12.0	Old03	Enc61
90	586.886	3.0	589.895	2.0	Old28	Enc62
91	591.885	3.0	594.894	1.0	Old73	Enc63
92	595.8969999999999	3.0	598.905	4.0	False	CTL30
93	602.901	3.0	605.91	0.5	Old66	Enc64
94	606.411	3.0	609.42	4.0	Old72	Enc65
95	613.415	3.0	616.424	3.5	Old67	Enc66
96	619.918	3.0	622.927	1.0	False	CTL31
97	623.93	3.0	626.939	0.5	False	CTL32
98	627.44	3.0	630.4490000000001	2.5	Old05	Enc67
99	632.94	3.0	635.9490000000001	0.5	False	CTL33
100	636.45	3.0	639.4590000000001	9.0	False	CTL34
101	648.453	3.0	651.462	2.0	False	CTL35
102	653.451	3.0	656.46	0.5	Old11	Enc68
103	656.961	3.0	659.97	2.0	False	CTL36
104	661.96	3.0	664.9689999999999	4.5	False	CTL37
105	669.465	3.0	672.4739999999999	4.5	False	CTL38
106	676.971	3.0	679.98	3.5	Old32	Enc69
107	683.4739999999999	3.0	686.4830000000001	1.5	Old49	Enc70
