	Condition	CorrectSource	Stim_RT
0	Enc	6	1.51
1	Enc	5	1.694
2	Enc	6	0.0
3	Enc	9	1.279
4	Enc	8	1.331
5	Enc	9	1.181
6	Enc	8	1.887
7	CTL	8	1.459
8	CTL	5	0.947
9	Enc	6	1.337
10	CTL	6	0.0
11	Enc	5	1.1
12	Enc	6	0.886
13	CTL	8	0.0
14	Enc	6	0.711
15	Enc	8	0.644
16	Enc	5	1.149
17	Enc	9	0.692
18	Enc	9	0.97
19	Enc	5	1.286
20	Enc	5	0.949
21	Enc	5	0.665
22	CTL	8	0.929
23	CTL	5	0.685
24	Enc	8	0.573
25	Enc	6	0.725
26	Enc	5	0.804
27	CTL	5	0.572
28	Enc	6	0.629
29	Enc	5	0.629
30	CTL	6	0.823
31	Enc	8	0.723
32	Enc	5	0.712
33	Enc	9	1.446
34	Enc	8	1.087
35	Enc	9	1.025
36	Enc	8	0.992
37	Enc	6	0.65
38	CTL	9	0.806
39	CTL	8	0.944
40	Enc	9	1.052
41	Enc	6	0.854
42	Enc	9	0.944
43	Enc	6	1.108
44	CTL	5	0.502
45	Enc	5	0.537
46	Enc	9	0.896
47	CTL	9	0.929
48	Enc	8	0.568
49	CTL	6	0.61
50	CTL	6	0.906
51	CTL	6	0.518
52	CTL	9	0.523
53	Enc	6	0.643
54	Enc	6	1.178
55	Enc	5	0.953
56	Enc	6	1.08
57	Enc	9	0.684
58	Enc	8	0.725
59	Enc	9	1.042
60	Enc	8	0.795
61	Enc	9	0.783
62	Enc	6	1.218
63	Enc	6	1.253
64	Enc	8	1.375
65	Enc	9	0.628
66	Enc	6	1.05
67	CTL	8	0.641
68	Enc	5	0.595
69	CTL	9	0.666
70	CTL	8	0.661
71	CTL	5	0.694
72	Enc	9	1.308
73	Enc	8	1.134
74	Enc	8	0.785
75	Enc	6	0.648
76	CTL	5	0.637
77	Enc	9	1.008
78	CTL	8	0.829
79	Enc	9	0.538
80	CTL	9	0.666
81	CTL	8	0.586
82	CTL	9	0.665
83	CTL	5	0.759
84	Enc	5	1.278
85	CTL	6	0.76
86	CTL	6	0.764
87	Enc	8	0.867
88	CTL	9	0.628
89	Enc	8	0.667
90	Enc	5	1.051
91	Enc	8	0.988
92	CTL	8	0.687
93	Enc	9	0.619
94	Enc	8	0.869
95	Enc	8	0.969
96	CTL	8	1.057
97	CTL	5	0.525
98	Enc	5	1.023
99	CTL	9	0.691
100	CTL	9	0.853
101	CTL	6	0.593
102	Enc	9	0.971
103	CTL	6	2.669
104	CTL	5	0.598
105	CTL	6	0.556
106	Enc	5	0.842
107	Enc	9	1.371
108	Enc	8	0.715
109	Enc	6	0.92
110	Enc	9	1.21
111	CTL	9	1.035
112	Enc	5	0.684
113	Enc	6	1.201
114	Enc	5	1.269
115	Enc	5	0.634
116	Enc	8	0.755
