	Condition	CorrectSource	Stim_RT
0	Enc	8	1.487
1	CTL	6	0.961
2	Enc	5	1.043
3	Enc	5	0.801
4	CTL	5	1.058
5	CTL	6	0.756
6	Enc	6	0.658
7	Enc	5	0.91
8	CTL	6	0.674
9	Enc	9	1.129
10	CTL	9	0.629
11	Enc	6	1.814
12	CTL	9	0.754
13	CTL	5	0.703
14	Enc	8	0.967
15	Enc	9	0.956
16	Enc	5	1.277
17	Enc	9	0.999
18	Enc	5	1.341
19	Enc	8	1.553
20	Enc	8	0.857
21	Enc	9	0.811
22	Enc	8	0.976
23	Enc	5	1.26
24	CTL	8	0.733
25	Enc	8	1.881
26	Enc	8	1.019
27	Enc	5	0.829
28	CTL	8	1.197
29	Enc	9	1.008
30	Enc	9	1.781
31	Enc	6	0.685
32	Enc	8	0.921
33	Enc	8	1.219
34	Enc	9	0.658
35	Enc	5	1.044
36	Enc	6	0.792
37	CTL	9	0.745
38	CTL	6	0.717
39	CTL	6	0.847
40	CTL	5	0.558
41	Enc	9	0.968
42	Enc	8	1.188
43	CTL	9	0.694
44	Enc	6	0.726
45	Enc	6	1.472
46	Enc	9	1.035
47	Enc	8	1.199
48	CTL	8	0.728
49	Enc	9	0.573
50	CTL	9	0.63
51	CTL	8	0.692
52	Enc	8	0.983
53	Enc	9	1.014
54	Enc	6	0.762
55	CTL	5	0.681
56	Enc	5	1.213
57	Enc	6	1.233
58	Enc	6	0.646
59	Enc	8	1.341
60	Enc	9	1.384
61	CTL	5	0.672
62	Enc	5	1.239
63	CTL	8	0.728
64	CTL	9	0.627
65	Enc	6	0.738
66	CTL	8	0.595
67	Enc	9	0.644
68	Enc	6	0.899
69	Enc	9	0.981
70	Enc	6	0.911
71	Enc	8	1.43
72	Enc	9	1.394
73	Enc	8	1.206
74	CTL	9	1.417
75	Enc	9	0.957
76	CTL	6	0.724
77	Enc	5	1.102
78	Enc	8	1.269
79	Enc	5	0.997
80	Enc	6	1.803
81	CTL	6	0.759
82	Enc	5	1.409
83	Enc	6	1.701
84	Enc	8	1.377
85	CTL	6	0.706
86	CTL	9	0.788
87	CTL	5	0.615
88	Enc	5	1.209
89	Enc	5	1.477
90	CTL	8	0.828
91	Enc	5	1.401
92	Enc	9	1.121
93	CTL	9	0.723
94	Enc	9	0.99
95	Enc	5	1.536
96	CTL	6	0.801
97	CTL	5	0.723
98	Enc	8	1.482
99	Enc	6	1.457
100	CTL	5	1.015
101	CTL	8	0.645
102	Enc	6	1.135
103	Enc	5	0.639
104	CTL	8	0.899
105	CTL	6	0.609
106	Enc	6	0.938
107	Enc	8	1.694
108	CTL	5	0.824
109	CTL	8	0.666
110	Enc	9	1.268
111	Enc	8	1.125
112	CTL	9	0.698
113	Enc	9	1.267
114	Enc	6	0.0
115	Enc	5	1.183
116	Enc	6	0.954
