	category	Stim	OldNumber	Recognition_ACC	Recognition_RESP	Recognition_RT	Spatial_RESP	Spatial_RT
0	New	kitchen_toaster_old.bmp	New30	1	2	2.283	False	0
1	OLD	musical_harp_new.bmp	Old43	1	1	2.084	8.0	1723
2	OLD	kitchen_ladle.bmp	Old31	1	1	2.161	5.0	996
3	New	food_walnut01c.bmp	New34	1	2	2.455	5.0	996
4	OLD	food_toast.bmp	Old26	1	1	1.665	6.0	1536
5	OLD	musical_xylophone_old.bmp	Old52	1	1	1.83	8.0	1063
6	New	sporting_weighlifting.bmp	New25	1	2	1.695	8.0	1063
7	OLD	food_rawchicken.bmp	Old23	1	1	1.471	8.0	1197
8	OLD	food_croissant01.bmp	Old19	1	1	1.48	9.0	1574
9	OLD	vegie_corn02.bmp	Old73	1	1	1.275	9.0	1041
10	OLD	sporting_rollerblade.bmp	Old62	1	1	5.675	5.0	455
11	OLD	animal_cheetah.bmp	Old02	1	1	2.479	6.0	1166
12	New	animal_pigeon.bmp	New32	1	2	1.299	6.0	1166
13	OLD	Kitchen_apron.bmp	Old27	1	1	1.898	6.0	1352
14	OLD	musical_violin_old.bmp	Old51	1	1	1.237	8.0	845
15	OLD	sporting_soccer ball_new.bmp	Old65	1	1	1.285	9.0	1171
16	OLD	food_baguette01.bmp	Old14	1	1	1.206	6.0	1159
17	OLD	animal_siamese cat.bmp	Old12	0	2	2.667	6.0	1159
18	New	animal_dolphin_old.bmp	New09	1	2	2.293	6.0	1159
19	OLD	food_pickle01a.bmp	Old22	1	1	1.558	8.0	1233
20	OLD	food_chocolatemilk.bmp	Old17	1	1	1.275	8.0	921
21	OLD	sporting_skipping rope.bmp	Old63	0	2	2.519	8.0	921
22	New	fruit_rasberry.bmp	New10	1	2	1.903	8.0	921
23	New	vegie_pumpkin.bmp	New21	1	2	1.215	8.0	921
24	OLD	food_shellpasta.bmp	Old25	1	1	1.154	9.0	1925
25	New	kitchen_kettle_new.bmp	New24	1	2	1.772	9.0	1925
26	OLD	vegie_radish.bmp	Old77	1	1	1.321	6.0	949
27	New	fruit_granny smith apple.bmp	New16	1	2	1.522	6.0	949
28	OLD	sporting_americanfootball.bmp	Old53	1	1	2.153	9.0	990
29	OLD	sporting_boxing_gloves.bmp	Old56	1	1	1.527	9.0	612
30	OLD	kitchen_martini glass.bmp	Old32	1	1	1.309	9.0	770
31	OLD	food_bottleofredwine01.bmp	Old15	1	1	1.198	5.0	535
32	OLD	animal_chimpanzee.bmp	Old03	0	2	1.42	5.0	535
33	OLD	sporting_Badminton Racquet.bmp	Old54	1	1	1.638	5.0	1422
34	OLD	animal_sheep.bmp	Old11	1	1	1.561	9.0	924
35	OLD	kitchen_cookie cutter.bmp	Old30	1	1	1.466	9.0	1304
36	OLD	fruit_watermelon_old.bmp	Old71	1	1	1.183	8.0	921
37	New	sporting_flippers.bmp	New02	1	2	2.158	8.0	921
38	OLD	sporting_bicycle_old.bmp	Old55	1	1	1.843	9.0	939
39	OLD	sporting_fishing rod.bmp	Old59	1	1	1.297	8.0	2062
40	OLD	animal_zebra_old.bmp	Old13	1	1	1.672	5.0	326
41	New	vegie_snowpea01.bmp	New27	1	2	1.411	5.0	326
42	New	sporting_windsurf.bmp	New31	1	2	3.908	5.0	326
43	OLD	musical_harmonica_new.bmp	Old47	1	1	1.191	6.0	632
44	OLD	musical_accordion_old.bmp	Old41	1	1	1.145	9.0	572
45	New	vegie_cucumber.bmp	New33	1	2	2.375	9.0	572
46	OLD	food_candy.bmp	Old16	1	1	1.165	9.0	583
47	OLD	fruit_lemon_new.bmp	Old69	1	1	1.698	8.0	1312
48	New	musical_bongo drum.bmp	New23	1	2	1.286	8.0	1312
49	New	musical_tambourine_new.bmp	New06	1	2	1.886	8.0	1312
50	New	musical_zamponia windflute.bmp	New29	1	2	1.863	8.0	1312
51	OLD	animal_farm pig.bmp	Old05	0	2	2.312	8.0	1312
52	New	sporting_golf ball.bmp	New19	1	2	1.408	8.0	1312
53	OLD	musical_piano_old.bmp	Old48	1	1	1.18	9.0	541
54	New	kitchen_ramekin.bmp	New13	1	2	2.026	9.0	541
55	New	fruit_apricot_new.bmp	New04	1	2	1.661	9.0	541
56	New	animal_ostrich.bmp	New26	1	2	1.206	9.0	541
57	New	kitchen_spatula_old.bmp	New37	1	2	1.241	9.0	541
58	OLD	musical_double bass.bmp	Old45	1	1	1.258	8.0	521
59	New	sporting_baseball bat_new.bmp	New08	1	2	2.198	8.0	521
60	OLD	sporting_mini-trampoline.bmp	Old61	1	1	1.595	5.0	557
61	OLD	fruit_blackberry_new.bmp	Old66	1	1	1.304	9.0	517
62	New	animal_seal.bmp	New38	1	2	1.379	9.0	517
63	OLD	musical_acoustic guitar_new.bmp	Old42	1	1	1.711	8.0	492
64	New	food_bagel01.bmp	New17	1	2	1.219	8.0	492
65	New	vegie_broccoli.bmp	New36	1	2	1.101	8.0	492
66	OLD	fruit_green grapes.bmp	Old68	1	1	1.172	9.0	518
67	OLD	sporting_karate clothing.bmp	Old60	1	1	1.579	5.0	454
68	OLD	animal_monarch_old.bmp	Old08	1	1	1.254	5.0	444
69	OLD	kitchen_scrubbing brush.bmp	Old36	0	2	1.188	5.0	444
70	New	food_cookie01.bmp	New11	1	2	1.215	5.0	444
71	New	food_bread.bmp	New28	1	2	1.866	5.0	444
72	New	food_pizza.bmp	New22	1	2	1.131	5.0	444
73	OLD	vegie_mushroom.bmp	Old76	1	1	1.129	8.0	573
74	OLD	musical_drums_old.bmp	Old46	1	1	1.543	5.0	1018
75	OLD	animal_camel_new.bmp	Old01	1	1	1.34	5.0	487
76	OLD	kitchen_big cooking pot.bmp	Old28	0	2	1.726	5.0	487
77	OLD	food_softcheese.bmp	Old24	1	1	1.324	6.0	472
78	OLD	vegie_carrot.bmp	Old78	1	1	1.008	6.0	448
79	OLD	animal_parrot.bmp	Old09	0	2	2.312	6.0	448
80	OLD	kitchen_coffee pot.bmp	Old29	1	1	1.144	5.0	307
81	OLD	musical_clarinet_new.bmp	Old44	1	1	1.512	5.0	1037
82	OLD	vegie_green capsicum.bmp	Old75	1	1	1.543	8.0	1330
83	OLD	vegie_cauliflower.bmp	Old72	1	1	1.448	8.0	983
84	OLD	kitchen_plate.bmp	Old35	1	1	1.435	5.0	867
85	OLD	hard_musical_recorder.bmp	Old40	1	1	1.499	5.0	680
86	New	food_drink.bmp	New05	1	2	1.167	5.0	680
87	OLD	sporting_footballhelmet.bmp	Old57	1	1	1.292	8.0	553
88	OLD	animal_penguin.bmp	Old10	1	1	1.085	9.0	499
89	OLD	musical_triangle.bmp	Old49	1	1	1.249	5.0	271
90	OLD	kitchen_white strainer.bmp	Old38	1	1	1.806	5.0	527
91	OLD	animal_dalmation_old.bmp	Old04	1	1	1.676	9.0	411
92	OLD	sporting_hockey stick_old.bmp	Old58	1	1	1.14	6.0	464
