trialnumber	category	trialcode	oldnumber	correctsource	stim_resp	stim_rt	stim_acc
1	ctl	ctl0	nan	5	nan	0	1
2	enc	enc00	nan	8	1	2495	0
3	enc	enc000	nan	9	1	1968	0
4	ctl	ctl01	nan	8	1	1881	0
5	enc	enc01	old56	6	1	1941	0
6	enc	enc02	old09	5	1	2126	0
7	enc	enc03	old20	6	1	1874	0
8	enc	enc04	old78	9	1	1118	0
9	enc	enc05	old53	8	1	1037	0
10	enc	enc06	old43	9	1	1510	0
11	ctl	ctl02	nan	5	1	957	0
12	ctl	ctl03	nan	6	1	1526	0
13	enc	enc07	old29	8	1	1018	0
14	ctl	ctl04	nan	8	1	1190	0
15	enc	enc08	old46	6	1	1486	0
16	enc	enc09	old23	5	1	1463	0
17	ctl	ctl05	nan	8	1	840	0
18	enc	enc10	old38	6	1	1809	0
19	enc	enc11	old03	6	1	1262	0
20	enc	enc12	old26	8	1	1711	0
21	enc	enc13	old70	5	1	2563	0
22	enc	enc14	old17	9	1	1498	0
23	enc	enc15	old30	9	1	1462	0
24	enc	enc16	old32	5	1	1836	0
25	enc	enc17	old18	5	1	1640	0
26	ctl	ctl06	nan	5	1	1920	0
27	enc	enc18	old07	5	1	927	0
28	enc	enc19	old40	8	1	859	0
29	ctl	ctl07	nan	5	1	935	0
30	enc	enc20	old77	6	1	795	0
31	enc	enc21	old61	5	1	1308	0
32	enc	enc22	old74	6	1	1039	0
33	enc	enc23	old12	5	1	2099	0
34	enc	enc24	old01	8	1	1108	0
35	enc	enc25	old51	5	1	1407	0
36	enc	enc26	old54	9	1	1374	0
37	ctl	ctl08	nan	6	1	623	0
38	ctl	ctl09	nan	9	1	1137	0
39	ctl	ctl10	nan	8	1	680	0
40	ctl	ctl11	nan	5	1	823	0
41	enc	enc27	old48	8	1	1009	0
42	ctl	ctl12	nan	9	1	1251	0
43	enc	enc28	old22	9	1	1896	0
44	ctl	ctl13	nan	6	1	1745	0
45	enc	enc29	old28	8	1	1227	0
46	enc	enc30	old63	6	1	1052	0
47	enc	enc31	old11	9	1	1562	0
48	enc	enc32	old75	6	1	1251	0
49	enc	enc33	old15	9	1	940	0
50	enc	enc34	old25	6	1	921	0
51	ctl	ctl14	nan	6	1	1690	0
52	enc	enc35	old67	5	1	790	0
53	enc	enc36	old10	9	1	697	0
54	enc	enc37	old02	8	1	1138	0
55	enc	enc38	old41	6	1	726	0
56	ctl	ctl15	nan	6	1	611	0
57	ctl	ctl16	nan	9	1	1071	0
58	enc	enc39	old55	6	1	992	0
59	enc	enc40	old57	5	1	1337	0
60	enc	enc41	old71	6	1	858	0
61	ctl	ctl17	nan	8	1	842	0
62	enc	enc42	old59	9	1	1062	0
63	enc	enc43	old14	8	1	1081	0
64	enc	enc44	old34	9	1	1040	0
65	ctl	ctl18	nan	9	1	2405	0
66	enc	enc45	old19	8	1	1118	0
67	enc	enc46	old36	9	1	768	0
68	ctl	ctl19	nan	8	1	1583	0
69	ctl	ctl20	nan	5	1	768	0
70	ctl	ctl21	nan	5	1	1124	0
71	ctl	ctl22	nan	8	1	909	0
72	ctl	ctl23	nan	9	1	593	0
73	ctl	ctl24	nan	8	1	611	0
74	enc	enc47	old31	6	1	1051	0
75	enc	enc48	old05	6	1	1150	0
76	enc	enc49	old44	8	1	918	0
77	enc	enc50	old52	9	1	1207	0
78	enc	enc51	old08	6	1	1673	0
79	ctl	ctl25	nan	9	1	883	0
80	ctl	ctl26	nan	5	1	927	0
81	enc	enc52	old47	5	1	1385	0
82	enc	enc53	old65	9	1	820	0
83	enc	enc54	old42	8	1	1026	0
84	enc	enc55	old58	8	1	805	0
85	ctl	ctl27	nan	6	1	1105	0
86	enc	enc56	old27	6	1	926	0
87	ctl	ctl28	nan	6	1	733	0
88	enc	enc57	old64	9	1	1376	0
89	enc	enc58	old66	9	1	1295	0
90	enc	enc59	old60	5	1	1766	0
91	ctl	ctl29	nan	9	1	1387	0
92	enc	enc60	old62	8	1	1258	0
93	ctl	ctl30	nan	8	1	844	0
94	enc	enc61	old06	8	1	1240	0
95	ctl	ctl31	nan	8	1	944	0
96	enc	enc62	old39	5	1	1136	0
97	ctl	ctl32	nan	5	1	902	0
98	enc	enc63	old68	8	1	837	0
99	enc	enc64	old73	9	1	1006	0
100	ctl	ctl33	nan	9	1	703	0
101	ctl	ctl34	nan	9	1	695	0
102	enc	enc65	old69	8	1	1232	0
103	enc	enc66	old76	8	1	908	0
104	ctl	ctl35	nan	6	1	694	0
105	enc	enc67	old04	5	1	954	0
106	enc	enc68	old13	9	1	1019	0
107	enc	enc69	old33	5	1	1125	0
108	enc	enc70	old45	9	1	777	0
109	enc	enc71	old35	8	1	1013	0
110	ctl	ctl36	nan	6	1	855	0
111	enc	enc72	old24	6	1	812	0
112	enc	enc73	old72	9	1	904	0
113	ctl	ctl37	nan	5	1	977	0
114	ctl	ctl38	nan	6	1	661	0
115	enc	enc74	old49	5	1	903	0
116	enc	enc75	old50	6	1	948	0
117	ctl	ctl39	nan	9	1	905	0
118	enc	enc76	old16	5	1	950	0
119	enc	enc77	old37	5	1	886	0
120	enc	enc78	old21	8	1	1114	0
