0	1	2	3	4	5	6	7	8
1	ctl	ctl0	nan	control	0.019	fixation	3.028	2
2	enc	enc00	nan	encoding	5.018	fixation	8.027	3
3	enc	enc000	nan	encoding	11.019	fixation	14.028	2
4	ctl	ctl01	nan	control	16.017	fixation	19.026	1
5	enc	enc01	old64	encoding	20.029	fixation	23.038	8
6	enc	enc02	old09	encoding	31.029	fixation	34.037	7.5
7	enc	enc03	old61	encoding	41.526	fixation	44.535	0.5
8	enc	enc04	old52	encoding	45.037	fixation	48.046	6
9	enc	enc05	old50	encoding	54.047	fixation	57.056	2
10	enc	enc06	old77	encoding	59.045	fixation	62.054	2
11	ctl	ctl02	nan	control	64.044	fixation	67.053	4
12	ctl	ctl03	nan	control	71.048	fixation	74.057	2.5
13	ctl	ctl04	nan	control	76.548	fixation	79.557	1.5
14	ctl	ctl05	nan	control	81.044	fixation	84.053	5
15	enc	enc07	old59	encoding	89.052	fixation	92.061	1
16	enc	enc08	old02	encoding	93.064	fixation	96.072	3
17	ctl	ctl06	nan	control	99.065	fixation	102.074	3
18	enc	enc09	old43	encoding	105.066	fixation	108.075	2.5
19	enc	enc10	old08	encoding	110.566	fixation	113.575	6.5
20	enc	enc11	old30	encoding	120.077	fixation	123.086	2.5
21	enc	enc12	old33	encoding	125.577	fixation	128.586	2
22	enc	enc13	old71	encoding	130.575	fixation	133.584	4.5
23	enc	enc14	old75	encoding	138.081	fixation	141.09	4.5
24	enc	enc15	old72	encoding	145.587	fixation	148.596	2.5
25	enc	enc16	old74	encoding	151.087	fixation	154.096	1
26	enc	enc17	old13	encoding	155.099	fixation	158.107	1.5
27	ctl	ctl07	nan	control	159.595	fixation	162.604	4
28	ctl	ctl08	nan	control	166.599	fixation	169.608	3
29	enc	enc18	old35	encoding	172.601	fixation	175.61	1
30	enc	enc19	old20	encoding	176.613	fixation	179.622	1
31	enc	enc20	old25	encoding	180.625	fixation	183.634	0.5
32	enc	enc21	old67	encoding	184.135	fixation	187.144	3.5
33	enc	enc22	old17	encoding	190.638	fixation	193.647	4.5
34	ctl	ctl09	nan	control	198.144	fixation	201.153	9.5
35	enc	enc23	old04	encoding	210.648	fixation	213.656	3.5
36	ctl	ctl10	nan	control	217.15	fixation	220.159	4
37	enc	enc24	old22	encoding	224.154	fixation	227.163	4
38	enc	enc25	old49	encoding	231.159	fixation	234.168	1
39	enc	enc26	old18	encoding	235.171	fixation	238.18	6
40	enc	enc27	old41	encoding	244.181	fixation	247.19	6.5
41	enc	enc28	old32	encoding	253.693	fixation	256.702	2
42	enc	enc29	old42	encoding	258.691	fixation	261.7	1.5
43	enc	enc30	old44	encoding	263.188	fixation	266.196	2.5
44	enc	enc31	old28	encoding	268.687	fixation	271.696	4.5
45	enc	enc32	old01	encoding	276.193	fixation	279.202	0.5
46	ctl	ctl11	nan	control	279.703	fixation	282.712	1
47	enc	enc33	old05	encoding	283.699	fixation	286.708	1.5
48	enc	enc34	old62	encoding	288.195	fixation	291.204	2
49	ctl	ctl12	nan	control	293.194	fixation	296.203	4
50	enc	enc35	old06	encoding	300.198	fixation	303.207	2
51	enc	enc36	old55	encoding	305.196	fixation	308.205	2.5
52	enc	enc37	old19	encoding	310.696	fixation	313.705	2
53	enc	enc38	old78	encoding	315.694	fixation	318.703	14.5
54	enc	enc39	old15	encoding	333.196	fixation	336.205	4
55	ctl	ctl13	nan	control	340.201	fixation	343.21	1.5
56	enc	enc40	old14	encoding	344.697	fixation	347.706	1
57	ctl	ctl14	nan	control	348.693	fixation	351.701	3
58	ctl	ctl15	nan	control	354.694	fixation	357.703	5.5
59	ctl	ctl16	nan	control	363.202	fixation	366.211	2
60	enc	enc41	old45	encoding	368.201	fixation	371.21	2.5
61	enc	enc42	old36	encoding	373.7	fixation	376.709	3
62	enc	enc43	old34	encoding	379.702	fixation	382.711	3
63	enc	enc44	old66	encoding	385.703	fixation	388.712	2
64	enc	enc45	old57	encoding	390.701	fixation	393.71	5
65	enc	enc46	old54	encoding	398.708	fixation	401.717	4.5
66	ctl	ctl17	nan	control	406.214	fixation	409.223	10.5
67	enc	enc47	old69	encoding	419.721	fixation	422.73	2.5
68	enc	enc48	old31	encoding	425.221	fixation	428.23	2.5
69	ctl	ctl18	nan	control	430.72	fixation	433.729	6
70	ctl	ctl19	nan	control	439.731	fixation	442.74	3.5
71	enc	enc49	old16	encoding	446.233	fixation	449.242	1.5
72	ctl	ctl20	nan	control	450.73	fixation	453.739	2.5
73	ctl	ctl21	nan	control	456.23	fixation	459.239	4
74	enc	enc50	old12	encoding	463.234	fixation	466.243	2
75	enc	enc51	old56	encoding	468.232	fixation	471.241	3
76	ctl	ctl22	nan	control	474.234	fixation	477.243	3
77	enc	enc52	old48	encoding	480.235	fixation	483.244	4
78	enc	enc53	old26	encoding	487.239	fixation	490.248	0.5
79	ctl	ctl23	nan	control	490.749	fixation	493.758	8
80	ctl	ctl24	nan	control	501.749	fixation	504.758	3
81	enc	enc54	old40	encoding	507.75	fixation	510.759	0.5
82	enc	enc55	old27	encoding	511.261	fixation	514.27	1.5
83	enc	enc56	old39	encoding	515.757	fixation	518.766	4
84	ctl	ctl25	nan	control	522.762	fixation	525.771	5
85	enc	enc57	old73	encoding	530.769	fixation	533.778	7.5
86	ctl	ctl26	nan	control	541.267	fixation	544.276	1
87	ctl	ctl27	nan	control	545.279	fixation	548.288	1.5
88	enc	enc58	old21	encoding	549.776	fixation	552.784	0.5
89	enc	enc59	old70	encoding	553.286	fixation	556.295	1.5
90	enc	enc60	old46	encoding	557.783	fixation	560.792	2
91	ctl	ctl28	nan	control	562.781	fixation	565.79	1
92	ctl	ctl29	nan	control	566.793	fixation	569.802	5
93	ctl	ctl30	nan	control	574.8	fixation	577.809	2
94	ctl	ctl31	nan	control	579.798	fixation	582.807	5.5
