trialnumber	category	trialcode	oldnumber	correctsource	stim_resp	stim_rt	stim_acc
1	ctl	ctl0	nan	5	1	1183	0
2	enc	enc00	nan	8	1	2759	0
3	enc	enc000	nan	9	1	1656	0
4	ctl	ctl01	nan	8	1	1402	0
5	enc	enc01	old60	6	nan	0	1
6	enc	enc02	old01	5	1	1822	0
7	enc	enc03	old24	6	1	1930	0
8	enc	enc04	old68	9	1	1814	0
9	enc	enc05	old55	8	1	1094	0
10	enc	enc06	old46	9	1	2895	0
11	ctl	ctl02	nan	5	1	838	0
12	ctl	ctl03	nan	6	1	807	0
13	enc	enc07	old38	8	1	2139	0
14	ctl	ctl04	nan	8	1	791	0
15	enc	enc08	old47	6	1	1678	0
16	enc	enc09	old20	5	1	2383	0
17	ctl	ctl05	nan	8	1	840	0
18	enc	enc10	old30	6	1	2578	0
19	enc	enc11	old05	6	1	1558	0
20	enc	enc12	old25	8	1	2848	0
21	enc	enc13	old77	5	1	2340	0
22	enc	enc14	old17	9	1	2740	0
23	enc	enc15	old35	9	1	2095	0
24	enc	enc16	old32	5	1	1966	0
25	enc	enc17	old26	5	1	2258	0
26	ctl	ctl06	nan	5	1	1026	0
27	enc	enc18	old03	5	1	1641	0
28	enc	enc19	old41	8	1	1949	0
29	ctl	ctl07	nan	5	1	825	0
30	enc	enc20	old66	6	1	2005	0
31	enc	enc21	old56	5	nan	0	1
32	enc	enc22	old74	6	1	2673	0
33	enc	enc23	old10	5	1	1805	0
34	enc	enc24	old07	8	1	1166	0
35	enc	enc25	old52	5	1	2410	0
36	enc	enc26	old64	9	1	2113	0
37	ctl	ctl08	nan	6	1	746	0
38	ctl	ctl09	nan	9	1	1036	0
39	ctl	ctl10	nan	8	1	667	0
40	ctl	ctl11	nan	5	1	674	0
41	enc	enc27	old51	8	1	1460	0
42	ctl	ctl12	nan	9	1	718	0
43	enc	enc28	old16	9	1	1395	0
44	ctl	ctl13	nan	6	1	812	0
45	enc	enc29	old28	8	1	1373	0
46	enc	enc30	old58	6	1	1702	0
47	enc	enc31	old04	9	1	2205	0
48	enc	enc32	old71	6	1	1310	0
49	enc	enc33	old15	9	1	1910	0
50	enc	enc34	old19	6	1	1371	0
51	ctl	ctl14	nan	6	1	1021	0
52	enc	enc35	old78	5	1	1249	0
53	enc	enc36	old12	9	1	1691	0
54	enc	enc37	old02	8	1	1613	0
55	enc	enc38	old43	6	1	1888	0
56	ctl	ctl15	nan	6	1	655	0
57	ctl	ctl16	nan	9	1	819	0
58	enc	enc39	old62	6	1	1771	0
59	enc	enc40	old63	5	1	1940	0
60	enc	enc41	old67	6	1	1742	0
61	ctl	ctl17	nan	8	1	749	0
62	enc	enc42	old53	9	1	1769	0
63	enc	enc43	old23	8	1	2389	0
64	enc	enc44	old39	9	1	2100	0
65	ctl	ctl18	nan	9	1	1023	0
66	enc	enc45	old22	8	1	1329	0
67	enc	enc46	old37	9	1	1898	0
68	ctl	ctl19	nan	8	1	745	0
69	ctl	ctl20	nan	5	1	715	0
70	ctl	ctl21	nan	5	1	535	0
71	ctl	ctl22	nan	8	1	688	0
72	ctl	ctl23	nan	9	1	564	0
73	ctl	ctl24	nan	8	1	542	0
74	enc	enc47	old34	6	1	2109	0
75	enc	enc48	old09	6	1	1568	0
76	enc	enc49	old42	8	1	1336	0
77	enc	enc50	old50	9	1	2785	0
78	enc	enc51	old11	6	1	1955	0
79	ctl	ctl25	nan	9	1	709	0
80	ctl	ctl26	nan	5	1	721	0
81	enc	enc52	old40	5	1	1363	0
82	enc	enc53	old59	9	1	2038	0
83	enc	enc54	old48	8	1	1748	0
84	enc	enc55	old65	8	1	1311	0
85	ctl	ctl27	nan	6	1	867	0
86	enc	enc56	old29	6	1	1832	0
87	ctl	ctl28	nan	6	1	847	0
88	enc	enc57	old57	9	1	1522	0
89	enc	enc58	old75	9	1	1432	0
90	enc	enc59	old54	5	1	2639	0
91	ctl	ctl29	nan	9	1	781	0
92	enc	enc60	old61	8	1	1517	0
93	ctl	ctl30	nan	8	1	654	0
94	enc	enc61	old13	8	1	1089	0
95	ctl	ctl31	nan	8	1	712	0
96	enc	enc62	old31	5	nan	0	1
97	ctl	ctl32	nan	5	1	544	0
98	enc	enc63	old69	8	1	791	0
99	enc	enc64	old76	9	1	895	0
100	ctl	ctl33	nan	9	1	680	0
101	ctl	ctl34	nan	9	1	481	0
102	enc	enc65	old72	8	1	1426	0
103	enc	enc66	old73	8	1	1302	0
104	ctl	ctl35	nan	6	1	471	0
105	enc	enc67	old08	5	1	1636	0
106	enc	enc68	old06	9	1	1221	0
107	enc	enc69	old36	5	1	1519	0
108	enc	enc70	old49	9	1	2371	0
109	enc	enc71	old27	8	1	1159	0
110	ctl	ctl36	nan	6	1	721	0
111	enc	enc72	old21	6	1	1471	0
112	enc	enc73	old70	9	1	1122	0
113	ctl	ctl37	nan	5	1	692	0
114	ctl	ctl38	nan	6	1	568	0
115	enc	enc74	old44	5	1	1481	0
116	enc	enc75	old45	6	1	1974	0
117	ctl	ctl39	nan	9	1	836	0
118	enc	enc76	old18	5	1	1201	0
119	enc	enc77	old33	5	1	1249	0
120	enc	enc78	old14	8	1	1150	0
