trialnumber	category	trialcode	oldnumber	correctsource	stim_resp	stim_rt	stim_acc
1	enc	enc00	nan	5	2	1202	0
2	enc	enc000	nan	9	2	1062	0
3	ctl	ctl0	nan	9	2	1012	0
4	enc	enc01	old63	8	2	1290	0
5	ctl	ctl01	nan	6	2	1723	0
6	enc	enc02	old12	5	2	1156	0
7	enc	enc03	old58	5	2	1298	0
8	ctl	ctl02	nan	5	2	900	0
9	ctl	ctl03	nan	6	2	869	0
10	enc	enc04	old78	6	2	1061	0
11	enc	enc05	old71	5	2	1009	0
12	ctl	ctl04	nan	6	2	1077	0
13	enc	enc06	old45	9	2	1315	0
14	ctl	ctl05	nan	9	2	839	0
15	enc	enc07	old64	6	2	1128	0
16	ctl	ctl06	nan	9	2	869	0
17	ctl	ctl07	nan	5	2	633	0
18	enc	enc08	old03	8	2	1210	0
19	enc	enc09	old69	9	2	910	0
20	enc	enc10	old11	5	2	1184	0
21	enc	enc11	old38	9	2	1296	0
22	enc	enc12	old27	5	2	1223	0
23	enc	enc13	old43	8	2	1250	0
24	enc	enc14	old40	8	2	1132	0
25	enc	enc15	old46	9	2	1245	0
26	enc	enc16	old48	8	2	1353	0
27	enc	enc17	old04	5	2	1117	0
28	ctl	ctl08	nan	8	2	902	0
29	enc	enc18	old36	8	2	1370	0
30	enc	enc19	old20	8	2	1292	0
31	enc	enc20	old15	5	2	1182	0
32	ctl	ctl09	nan	8	2	911	0
33	enc	enc21	old51	9	2	1018	0
34	enc	enc22	old26	9	2	1351	0
35	enc	enc23	old08	6	2	1398	0
36	enc	enc24	old24	8	2	1322	0
37	enc	enc25	old73	8	2	1365	0
38	enc	enc26	old18	9	2	1620	0
39	enc	enc27	old70	5	2	1149	0
40	enc	enc28	old35	6	2	1506	0
41	ctl	ctl10	nan	9	2	1098	0
42	ctl	ctl11	nan	6	2	686	0
43	ctl	ctl12	nan	6	2	647	0
44	ctl	ctl13	nan	5	2	863	0
45	enc	enc29	old66	9	nan	0	1
46	enc	enc30	old74	8	2	1382	0
47	ctl	ctl14	nan	9	2	774	0
48	enc	enc31	old31	6	2	1479	0
49	enc	enc32	old13	6	2	1080	0
50	enc	enc33	old01	9	2	1196	0
51	enc	enc34	old61	8	2	1272	0
52	ctl	ctl15	nan	8	2	849	0
53	enc	enc35	old02	9	2	1260	0
54	ctl	ctl16	nan	9	2	772	0
55	ctl	ctl17	nan	8	2	778	0
56	enc	enc36	old59	8	2	1222	0
57	enc	enc37	old22	9	2	1030	0
58	enc	enc38	old44	6	2	1154	0
59	ctl	ctl18	nan	5	2	809	0
60	enc	enc39	old16	5	2	924	0
61	enc	enc40	old19	6	2	1096	0
62	enc	enc41	old77	6	2	1206	0
63	enc	enc42	old34	8	2	1221	0
64	enc	enc43	old28	9	2	1328	0
65	ctl	ctl19	nan	5	2	728	0
66	enc	enc44	old52	5	2	1215	0
67	ctl	ctl20	nan	8	2	800	0
68	ctl	ctl21	nan	9	2	708	0
69	enc	enc45	old55	6	2	1083	0
70	ctl	ctl22	nan	8	2	732	0
71	enc	enc46	old54	9	2	964	0
72	enc	enc47	old42	6	2	715	0
73	enc	enc48	old29	9	2	1597	0
74	enc	enc49	old17	6	2	1375	0
75	enc	enc50	old10	8	2	1206	0
76	enc	enc51	old65	9	2	1130	0
77	enc	enc52	old75	8	2	1646	0
78	ctl	ctl23	nan	9	2	801	0
79	enc	enc53	old25	9	2	1277	0
80	ctl	ctl24	nan	6	2	836	0
81	enc	enc54	old72	5	2	1093	0
82	enc	enc55	old32	8	2	1092	0
83	enc	enc56	old30	5	2	1133	0
84	enc	enc57	old50	6	2	859	0
85	ctl	ctl25	nan	6	2	751	0
86	enc	enc58	old14	5	2	1032	0
87	enc	enc59	old47	6	2	1164	0
88	enc	enc60	old67	8	2	1160	0
89	ctl	ctl26	nan	6	2	826	0
90	ctl	ctl27	nan	9	2	747	0
91	ctl	ctl28	nan	5	2	486	0
92	enc	enc61	old37	5	2	1168	0
93	enc	enc62	old53	5	2	988	0
94	ctl	ctl29	nan	8	2	771	0
95	enc	enc63	old06	5	2	943	0
96	enc	enc64	old09	9	2	1313	0
97	ctl	ctl30	nan	9	2	690	0
98	enc	enc65	old56	9	2	1478	0
99	enc	enc66	old41	5	2	1286	0
100	ctl	ctl31	nan	6	2	904	0
101	ctl	ctl32	nan	5	2	665	0
102	enc	enc67	old60	8	2	1169	0
103	enc	enc68	old33	6	2	1215	0
104	ctl	ctl33	nan	5	2	903	0
105	ctl	ctl34	nan	8	2	781	0
106	enc	enc69	old07	6	2	966	0
107	enc	enc70	old62	5	2	1414	0
108	ctl	ctl35	nan	8	2	931	0
109	ctl	ctl36	nan	6	2	753	0
110	enc	enc71	old68	6	2	947	0
111	enc	enc72	old05	8	2	1087	0
112	ctl	ctl37	nan	5	2	729	0
113	ctl	ctl38	nan	8	2	739	0
114	enc	enc73	old76	9	2	1172	0
115	enc	enc74	old23	8	2	1662	0
116	ctl	ctl39	nan	9	2	763	0
117	enc	enc75	old49	9	2	1092	0
118	enc	enc76	old57	6	2	1183	0
119	enc	enc77	old39	5	2	1423	0
120	enc	enc78	old21	6	2	1579	0
