0	1	2	3	4	5	6	7	8
1	ctl	ctl0	nan	control	0.091	fixation	3.091	1.5
2	enc	enc00	nan	encoding	4.59	fixation	7.59	0.5
3	enc	enc000	nan	encoding	8.09	fixation	11.09	0.5
4	ctl	ctl01	nan	control	11.59	fixation	14.59	5.5
5	enc	enc01	old59	encoding	20.089	fixation	23.089	0.5
6	enc	enc02	old10	encoding	23.589	fixation	26.589	1
7	enc	enc03	old22	encoding	27.589	fixation	30.588	1
8	enc	enc04	old68	encoding	31.588	fixation	34.588	1.5
9	enc	enc05	old58	encoding	36.088	fixation	39.088	2
10	enc	enc06	old47	encoding	41.087	fixation	44.087	3
11	ctl	ctl02	nan	control	47.087	fixation	50.087	0.5
12	ctl	ctl03	nan	control	50.587	fixation	53.586	4
13	enc	enc07	old29	encoding	57.586	fixation	60.586	2.5
14	ctl	ctl04	nan	control	63.086	fixation	66.085	1.5
15	enc	enc08	old42	encoding	67.585	fixation	70.585	2
16	enc	enc09	old26	encoding	72.585	fixation	75.585	3.5
17	ctl	ctl05	nan	control	79.084	fixation	82.084	0.5
18	enc	enc10	old39	encoding	82.584	fixation	85.584	2.5
19	enc	enc11	old09	encoding	88.084	fixation	91.083	0.5
20	enc	enc12	old18	encoding	91.583	fixation	94.583	1
21	enc	enc13	old75	encoding	95.583	fixation	98.583	1.5
22	enc	enc14	old25	encoding	100.083	fixation	103.082	2.5
23	enc	enc15	old37	encoding	105.582	fixation	108.582	3
24	enc	enc16	old33	encoding	111.582	fixation	114.581	1
25	enc	enc17	old14	encoding	115.581	fixation	118.581	1.5
26	ctl	ctl06	nan	control	120.081	fixation	123.081	1.5
27	enc	enc18	old13	encoding	124.581	fixation	127.58	1
28	enc	enc19	old44	encoding	128.58	fixation	131.58	2.5
29	ctl	ctl07	nan	control	134.08	fixation	137.08	2.5
30	enc	enc20	old70	encoding	139.579	fixation	142.579	0.5
31	enc	enc21	old62	encoding	143.079	fixation	146.079	5.5
32	enc	enc22	old69	encoding	151.578	fixation	154.578	5.5
33	enc	enc23	old04	encoding	160.078	fixation	163.077	2
34	enc	enc24	old08	encoding	165.077	fixation	168.077	1
35	enc	enc25	old45	encoding	169.077	fixation	172.077	3
36	enc	enc26	old63	encoding	175.076	fixation	178.076	3.5
37	ctl	ctl08	nan	control	181.576	fixation	184.576	0.5
38	ctl	ctl09	nan	control	185.076	fixation	188.075	1.5
39	ctl	ctl10	nan	control	189.575	fixation	192.575	9.5
40	ctl	ctl11	nan	control	202.074	fixation	205.074	2
41	enc	enc27	old49	encoding	207.074	fixation	210.074	2
42	ctl	ctl12	nan	control	212.073	fixation	215.073	1
43	enc	enc28	old17	encoding	216.073	fixation	219.073	0.5
44	ctl	ctl13	nan	control	219.573	fixation	222.573	0.5
45	enc	enc29	old35	encoding	223.072	fixation	226.072	2
46	enc	enc30	old53	encoding	228.072	fixation	231.072	4.5
47	enc	enc31	old03	encoding	235.571	fixation	238.571	3.5
48	enc	enc32	old72	encoding	242.071	fixation	245.071	8
49	enc	enc33	old20	encoding	253.07	fixation	256.07	9
50	enc	enc34	old16	encoding	265.069	fixation	268.069	0.5
51	ctl	ctl14	nan	control	268.569	fixation	271.568	2.5
52	enc	enc35	old77	encoding	274.068	fixation	277.068	8.5
53	enc	enc36	old07	encoding	285.567	fixation	288.567	0.5
54	enc	enc37	old01	encoding	289.067	fixation	292.067	5.5
55	enc	enc38	old43	encoding	297.566	fixation	300.566	3
56	ctl	ctl15	nan	control	303.566	fixation	306.566	4
57	ctl	ctl16	nan	control	310.565	fixation	313.565	6.5
58	enc	enc39	old65	encoding	320.064	fixation	323.064	0.5
59	enc	enc40	old56	encoding	323.564	fixation	326.564	11.5
60	enc	enc41	old73	encoding	338.063	fixation	341.063	9.5
61	ctl	ctl17	nan	control	350.562	fixation	353.562	1
62	enc	enc42	old61	encoding	354.562	fixation	357.561	5.5
63	enc	enc43	old15	encoding	363.061	fixation	366.061	1.5
64	enc	enc44	old38	encoding	367.561	fixation	370.56	1
65	ctl	ctl18	nan	control	371.56	fixation	374.564	2
66	enc	enc45	old24	encoding	376.577	fixation	379.576	3.5
67	enc	enc46	old30	encoding	383.076	fixation	386.076	1.5
68	ctl	ctl19	nan	control	387.576	fixation	390.575	0.5
69	ctl	ctl20	nan	control	391.075	fixation	394.075	2.5
70	ctl	ctl21	nan	control	396.575	fixation	399.575	0.5
71	ctl	ctl22	nan	control	400.075	fixation	403.074	2.5
72	ctl	ctl23	nan	control	405.574	fixation	408.574	2
73	ctl	ctl24	nan	control	410.574	fixation	413.573	11
74	enc	enc47	old31	encoding	424.573	fixation	427.572	1
75	enc	enc48	old12	encoding	428.572	fixation	431.572	1.5
76	enc	enc49	old50	encoding	433.072	fixation	436.072	0.5
77	enc	enc50	old40	encoding	436.572	fixation	439.571	0.5
78	enc	enc51	old05	encoding	440.071	fixation	443.071	2
79	ctl	ctl25	nan	control	445.071	fixation	448.071	1
80	ctl	ctl26	nan	control	449.071	fixation	452.07	2
81	enc	enc52	old48	encoding	454.07	fixation	457.07	4
82	enc	enc53	old60	encoding	461.07	fixation	464.069	4.5
83	enc	enc54	old51	encoding	468.569	fixation	471.569	8.5
84	enc	enc55	old57	encoding	480.068	fixation	483.068	1
85	ctl	ctl27	nan	control	484.068	fixation	487.067	6
86	enc	enc56	old36	encoding	493.067	fixation	496.067	1.5
87	ctl	ctl28	nan	control	497.567	fixation	500.566	13
88	enc	enc57	old54	encoding	513.565	fixation	516.565	1.5
