0	1	2	3	4	5	6	7	8
1	enc	enc00	nan	encoding	0.045	fixation	3.045	4.5
2	enc	enc000	nan	encoding	7.545	fixation	10.545	0.5
3	ctl	ctl0	nan	control	11.045	fixation	14.044	0.5
4	enc	enc01	old54	encoding	14.544	fixation	17.544	6.5
5	enc	enc02	old07	encoding	24.043	fixation	27.043	2
6	enc	enc03	old16	encoding	29.043	fixation	32.043	1.5
7	enc	enc04	old72	encoding	33.543	fixation	36.542	1
8	enc	enc05	old53	encoding	37.542	fixation	40.542	8.5
9	enc	enc06	old46	encoding	49.041	fixation	52.041	2
10	enc	enc07	old38	encoding	54.041	fixation	57.041	2.5
11	ctl	ctl01	nan	control	59.541	fixation	62.54	1.5
12	ctl	ctl02	nan	control	64.04	fixation	67.04	1.5
13	enc	enc08	old43	encoding	68.54	fixation	71.54	0.5
14	ctl	ctl03	nan	control	72.04	fixation	75.039	0.5
15	enc	enc09	old23	encoding	75.539	fixation	78.539	2
16	enc	enc10	old36	encoding	80.539	fixation	83.539	1.5
17	ctl	ctl04	nan	control	85.038	fixation	88.038	2
18	enc	enc11	old08	encoding	90.038	fixation	93.038	7.5
19	enc	enc12	old19	encoding	100.537	fixation	103.537	5
20	enc	enc13	old75	encoding	108.537	fixation	111.536	1.5
21	enc	enc14	old22	encoding	113.036	fixation	116.036	3
22	enc	enc15	old35	encoding	119.036	fixation	122.035	1
23	enc	enc16	old39	encoding	123.035	fixation	126.035	1.5
24	enc	enc17	old24	encoding	127.535	fixation	130.535	8.5
25	enc	enc18	old13	encoding	139.034	fixation	142.034	2
26	ctl	ctl05	nan	control	144.034	fixation	147.033	1
27	ctl	ctl06	nan	control	148.033	fixation	151.033	1.5
28	enc	enc19	old41	encoding	152.533	fixation	155.533	6.5
29	enc	enc20	old70	encoding	162.032	fixation	165.032	1.5
30	enc	enc21	old64	encoding	166.532	fixation	169.532	6.5
31	ctl	ctl07	nan	control	176.031	fixation	179.031	3.5
32	enc	enc22	old76	encoding	182.53	fixation	185.53	8
33	enc	enc23	old11	encoding	193.53	fixation	196.529	13
34	ctl	ctl08	nan	control	209.528	fixation	212.528	1
35	enc	enc24	old09	encoding	213.528	fixation	216.528	2.5
36	enc	enc25	old45	encoding	219.027	fixation	222.027	1.5
37	enc	enc26	old62	encoding	223.527	fixation	226.527	3.5
38	enc	enc27	old49	encoding	230.027	fixation	233.026	2
39	enc	enc28	old21	encoding	235.026	fixation	238.026	3
40	enc	enc29	old33	encoding	241.026	fixation	244.025	7
41	enc	enc30	old55	encoding	251.025	fixation	254.025	1
42	ctl	ctl09	nan	control	255.025	fixation	258.024	0.5
43	ctl	ctl10	nan	control	258.524	fixation	261.524	1
44	enc	enc31	old05	encoding	262.524	fixation	265.524	0.5
45	enc	enc32	old67	encoding	266.024	fixation	269.023	7
46	enc	enc33	old18	encoding	276.023	fixation	279.023	4
47	enc	enc34	old26	encoding	283.022	fixation	286.022	2
48	ctl	ctl11	nan	control	288.022	fixation	291.022	2.5
49	enc	enc35	old71	encoding	293.521	fixation	296.521	4.5
50	enc	enc36	old04	encoding	301.021	fixation	304.02	0.5
51	ctl	ctl12	nan	control	304.52	fixation	307.52	3
52	enc	enc37	old01	encoding	310.52	fixation	313.52	2
53	ctl	ctl13	nan	control	315.52	fixation	318.519	0.5
54	ctl	ctl14	nan	control	319.019	fixation	322.019	1
55	ctl	ctl15	nan	control	323.019	fixation	326.019	2.5
56	ctl	ctl16	nan	control	328.518	fixation	331.518	6.5
57	enc	enc38	old40	encoding	338.018	fixation	341.017	9.5
58	enc	enc39	old59	encoding	350.517	fixation	353.516	3
59	enc	enc40	old57	encoding	356.516	fixation	359.516	3
60	enc	enc41	old68	encoding	362.516	fixation	365.515	1
61	enc	enc42	old58	encoding	366.515	fixation	369.515	2
62	enc	enc43	old14	encoding	371.515	fixation	374.515	1
63	enc	enc44	old34	encoding	375.515	fixation	378.514	0.5
64	enc	enc45	old15	encoding	379.014	fixation	382.014	2.5
65	enc	enc46	old29	encoding	384.514	fixation	387.514	8.5
66	enc	enc47	old37	encoding	396.013	fixation	399.013	5.5
67	enc	enc48	old06	encoding	404.512	fixation	407.512	2
68	enc	enc49	old47	encoding	409.512	fixation	412.512	6
69	enc	enc50	old42	encoding	418.511	fixation	421.511	6
70	enc	enc51	old02	encoding	427.51	fixation	430.51	1.5
71	ctl	ctl17	nan	control	432.01	fixation	435.01	2
72	enc	enc52	old48	encoding	437.01	fixation	440.009	1.5
73	ctl	ctl18	nan	control	441.509	fixation	444.509	4
74	ctl	ctl19	nan	control	448.509	fixation	451.508	0.5
75	ctl	ctl20	nan	control	452.008	fixation	455.008	6
76	enc	enc53	old65	encoding	461.008	fixation	464.007	0.5
77	enc	enc54	old52	encoding	464.507	fixation	467.507	2.5
78	enc	enc55	old56	encoding	470.007	fixation	473.007	1.5
79	enc	enc56	old28	encoding	474.506	fixation	477.506	2.5
80	ctl	ctl21	nan	control	480.006	fixation	483.006	5.5
81	enc	enc57	old60	encoding	488.505	fixation	491.505	4.5
82	ctl	ctl22	nan	control	496.005	fixation	499.004	2.5
83	enc	enc58	old78	encoding	501.504	fixation	504.504	6.5
84	ctl	ctl23	nan	control	511.003	fixation	514.003	6.5
85	ctl	ctl24	nan	control	520.503	fixation	523.502	1.5
86	ctl	ctl25	nan	control	525.002	fixation	528.002	4.5
87	ctl	ctl26	nan	control	532.502	fixation	535.501	1.5
88	enc	enc59	old61	encoding	537.001	fixation	540.001	0.5
