	category	Stim	OldNumber	Recognition_ACC	Recognition_RESP	Recognition_RT	Spatial_RESP	Spatial_RT
0	OLD	vegie_radish.bmp	Old77	1	1	12.98	5	3756
1	OLD	kitchen_peppermill.bmp	Old33	0	2	3.652	5	3756
2	OLD	animal_parrot.bmp	Old09	1	1	3.48	9	2908
3	OLD	Kitchen_apron.bmp	Old27	0	2	4.709	9	2908
4	OLD	musical_harmonica_new.bmp	Old47	1	1	3.303	8	4209
5	OLD	kitchen_white strainer.bmp	Old38	0	2	3.599	8	4209
6	New	musical_uculele_new.bmp	New39	0	1	2.909	9	2568
7	New	sporting_flippers.bmp	New02	0	1	3.271	8	2139
8	New	sporting_basketball_new.bmp	New14	0	1	3.26	6	2201
9	OLD	food_baguette01.bmp	Old14	0	2	2.302	6	2201
10	OLD	animal_dalmation_old.bmp	Old04	1	1	4.704	5	13603
11	New	animal_seal.bmp	New38	1	2	7.786	5	13603
12	OLD	kitchen_plate.bmp	Old35	1	1	2.833	5	2943
13	OLD	animal_lion_new.bmp	Old07	0	2	3.895	5	2943
14	New	musical_bagpipes.bmp	New35	0	1	3.584	9	2088
15	OLD	sporting_boxing_gloves.bmp	Old56	0	2	3.282	9	2088
16	OLD	vegie_corn02.bmp	Old73	1	1	2.173	5	2525
17	OLD	animal_frog.bmp	Old06	0	2	2.246	5	2525
18	OLD	kitchen_big cooking pot.bmp	Old28	1	1	2.474	5	654
19	OLD	animal_zebra_old.bmp	Old13	1	1	2.729	6	572
20	OLD	animal_penguin.bmp	Old10	0	2	5.923	6	572
21	OLD	fruit_green grapes.bmp	Old68	1	1	1.94	9	462
22	New	vegie_pumpkin.bmp	New21	0	1	2.026	9	3768
23	OLD	animal_chimpanzee.bmp	Old03	0	2	2.687	9	3768
24	OLD	kitchen_wooden spoon_old.bmp	Old39	1	1	2.586	8	1745
25	OLD	fruit_lemon_new.bmp	Old69	1	1	1.641	9	1487
26	OLD	animal_sheep.bmp	Old11	1	1	1.721	6	1340
27	OLD	kitchen_cookie cutter.bmp	Old30	0	2	1.516	6	1340
28	OLD	food_bottleofredwine01.bmp	Old15	1	1	1.517	9	503
29	OLD	food_cracker02.bmp	Old18	0	2	1.609	9	503
30	New	animal_giraffe.bmp	New03	1	2	2.63	9	503
31	New	sporting_weighlifting.bmp	New25	1	2	1.81	9	503
32	OLD	kitchen_tea cup and saucer.bmp	Old37	0	2	1.248	9	503
33	OLD	musical_triangle.bmp	Old49	0	2	1.524	9	503
34	New	vegie_snowpea01.bmp	New27	0	1	2.101	5	2225
35	New	kitchen_baking spatula.bmp	New01	1	2	1.67	5	2225
36	OLD	animal_cheetah.bmp	Old02	1	1	1.745	6	1107
37	OLD	sporting_footballhelmet.bmp	Old57	1	1	2.076	8	1393
38	OLD	kitchen_martini glass.bmp	Old32	1	1	1.183	9	559
39	OLD	kitchen_ladle.bmp	Old31	1	1	2.647	5	821
40	New	musical_zamponia windflute.bmp	New29	1	2	4.218	5	821
41	New	animal_pigeon.bmp	New32	1	2	2.159	5	821
42	OLD	food_pecan02.bmp	Old21	0	2	2.189	5	821
43	New	fruit_rasberry.bmp	New10	0	1	2.547	5	1125
44	OLD	musical_xylophone_old.bmp	Old52	0	2	1.119	5	1125
45	New	kitchen_kettle_new.bmp	New24	0	1	1.959	5	752
46	New	animal_horse.bmp	New20	0	1	1.584	6	440
47	New	food_pizza.bmp	New22	1	2	2.324	6	440
48	OLD	sporting_bicycle_old.bmp	Old55	0	2	1.405	6	440
49	New	food_drink.bmp	New05	0	1	1.819	9	1841
50	New	vegie_cucumber.bmp	New33	0	1	1.533	8	3288
51	OLD	sporting_snow shoes_old.bmp	Old64	0	2	2.058	8	3288
52	OLD	musical_violin_old.bmp	Old51	1	1	1.286	8	2234
53	OLD	vegie_garlic01a.bmp	Old74	0	2	2.254	8	2234
54	OLD	food_shellpasta.bmp	Old25	0	2	1.41	8	2234
55	OLD	food_softcheese.bmp	Old24	0	2	3.567	8	2234
56	OLD	food_toast.bmp	Old26	0	2	1.631	8	2234
57	New	musical_tambourine_new.bmp	New06	1	2	2.324	8	2234
58	New	vegie_broccoli.bmp	New36	0	1	1.349	9	679
59	OLD	sporting_karate clothing.bmp	Old60	0	2	4.313	9	679
60	New	kitchen_garlic press.bmp	New07	1	2	2.969	9	679
61	OLD	musical_drums_old.bmp	Old46	0	2	1.688	9	679
62	New	kitchen_toaster_old.bmp	New30	1	2	1.979	9	679
63	New	food_bread.bmp	New28	1	2	1.601	9	679
64	OLD	vegie_green capsicum.bmp	Old75	1	1	4.415	5	3286
65	OLD	musical_acoustic guitar_new.bmp	Old42	1	1	3.608	5	1607
66	OLD	hard_musical_recorder.bmp	Old40	0	2	2.956	5	1607
67	OLD	animal_monarch_old.bmp	Old08	1	1	1.164	9	612
