	Condition	CorrectSource	Stim_RT
0	CTL	6	0.973
1	Enc	8	1.097
2	Enc	5	0.626
3	Enc	5	1.135
4	Enc	6	1.224
5	Enc	5	1.078
6	Enc	9	1.032
7	CTL	5	1.313
8	CTL	6	1.053
9	CTL	6	0.561
10	CTL	9	0.632
11	Enc	6	0.832
12	Enc	8	1.036
13	CTL	9	0.683
14	Enc	9	1.082
15	Enc	5	0.958
16	Enc	9	1.197
17	Enc	5	1.338
18	Enc	8	0.947
19	Enc	8	0.762
20	Enc	9	1.48
21	Enc	8	1.196
22	Enc	5	1.024
23	CTL	5	0.798
24	CTL	8	0.594
25	Enc	8	0.953
26	Enc	8	1.374
27	Enc	5	0.986
28	Enc	9	1.116
29	Enc	9	0.981
30	CTL	8	1.058
31	Enc	6	0.786
32	CTL	9	0.675
33	Enc	8	0.615
34	Enc	8	1.187
35	Enc	9	0.744
36	Enc	5	0.892
37	Enc	6	0.733
38	Enc	9	1.118
39	Enc	8	0.966
40	Enc	6	1.098
41	Enc	6	0.711
42	CTL	6	0.705
43	Enc	9	0.637
44	Enc	8	1.213
45	CTL	6	0.694
46	Enc	9	0.986
47	Enc	8	1.196
48	Enc	9	2.112
49	Enc	6	0.777
50	Enc	5	0.81
51	CTL	5	0.734
52	Enc	6	0.509
53	CTL	9	0.745
54	CTL	8	0.583
55	CTL	9	0.77
56	Enc	6	1.252
57	Enc	8	0.84
58	Enc	9	0.503
59	Enc	5	0.974
60	Enc	6	0.824
61	Enc	9	0.887
62	CTL	8	0.693
63	Enc	6	0.474
64	Enc	9	0.895
65	CTL	5	0.979
66	CTL	5	0.696
67	Enc	6	0.529
68	CTL	8	0.904
69	CTL	9	0.732
70	Enc	8	0.936
71	Enc	9	0.618
72	CTL	8	0.592
73	Enc	8	0.918
74	Enc	9	0.85
75	CTL	9	0.516
76	CTL	6	0.692
77	Enc	5	0.627
78	Enc	8	0.86
79	Enc	5	0.554
80	CTL	6	0.646
81	Enc	6	0.487
82	CTL	6	0.589
83	CTL	9	0.554
84	Enc	5	1.177
85	Enc	6	0.698
86	Enc	8	1.369
87	CTL	5	0.666
88	CTL	8	0.502
89	CTL	9	0.959
90	CTL	6	0.425
91	Enc	5	0.476
92	CTL	5	0.758
93	Enc	5	0.485
94	CTL	5	0.761
95	Enc	5	0.795
96	Enc	9	1.004
97	Enc	9	1.451
98	Enc	5	1.119
99	Enc	8	1.934
100	CTL	8	1.032
101	Enc	6	0.996
102	Enc	6	1.963
103	CTL	8	0.679
104	CTL	6	0.473
105	Enc	5	0.546
106	CTL	5	0.572
107	Enc	6	0.558
108	Enc	8	0.949
109	Enc	9	0.785
110	Enc	8	1.053
111	Enc	9	0.809
112	CTL	8	0.609
113	CTL	9	0.534
114	Enc	6	0.512
115	Enc	5	0.94
116	Enc	6	1.048
