trial_num	Unnamed: 0.1	Unnamed: 0.1.1	Unnamed: 0.1.1.1	Unnamed: 0.1.1.1.1	Unnamed: 0.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	onset	stimDurSec	fixOnsetSec	fixlen	ImageID	trial_type	CorrectSource	Stim_RT	duration	isi	isiFix	trial_end	unscanned	stimDur	fixDur	fixcross
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	20.03	3.0	23.039	8.0	Old59	Enc01	8	0.0	26.039	4.0120000000000005	4.0120000000000005	46.069	False	4.0120000000000005	4.0120000000000005	23.039
2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	31.029	3.0	34.038000000000004	7.5	Old13	Enc02	5	1.555	37.038000000000004	10.998999999999999	10.999000000000002	68.06700000000001	False	10.999	10.999000000000002	34.038000000000004
3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	41.528	3.0	44.537	0.5	Old54	Enc03	5	1.6469999999999998	47.537	10.498999999999999	10.498999999999995	89.065	False	10.499	10.498999999999995	44.537
4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	45.038	3.0	48.047	6.0	Old46	Enc04	6	2.641	51.047	3.509999999999998	3.509999999999998	96.085	False	3.509999999999998	3.509999999999998	48.047
5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	54.048	3.0	57.057	2.0	Old52	Enc05	5	1.815	60.057	9.010000000000005	9.010000000000005	114.105	False	9.010000000000003	9.010000000000003	57.057
6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	59.047	3.0	62.056	2.0	Old78	Enc06	9	1.832	65.056	4.998999999999995	4.998999999999995	124.103	False	4.998999999999995	4.998999999999995	62.056
11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	89.053	3.0	92.062	1.0	Old62	Enc07	6	2.305	95.062	8.00699999999999	8.00699999999999	184.115	False	8.00699999999999	8.00699999999999	92.062
12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	93.065	3.0	96.074	3.0	Old02	Enc08	8	2.269	99.074	4.0120000000000005	4.0120000000000005	192.139	False	4.0120000000000005	4.0120000000000005	96.074
14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	105.067	3.0	108.076	2.5	Old42	Enc09	9	1.875	111.076	6.000999999999991	6.000999999999991	216.14299999999997	False	6.000999999999991	6.000999999999991	108.076
15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	110.567	3.0	113.576	6.5	Old10	Enc10	5	1.735	116.576	5.5	5.5	227.14299999999997	False	5.5	5.5	113.576
16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	120.079	3.0	123.088	2.5	Old36	Enc11	9	1.4780000000000002	126.088	9.512	9.512	246.16699999999997	False	9.512	9.512	123.088
17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	125.579	3.0	128.588	2.0	Old28	Enc12	5	1.77	131.588	5.5	5.5	257.167	False	5.5	5.5	128.588
18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	130.577	3.0	133.586	4.5	Old75	Enc13	8	2.044	136.586	4.998000000000005	4.998000000000019	267.163	False	4.998000000000005	4.998000000000019	133.586
19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	138.083	3.0	141.092	4.5	Old73	Enc14	8	1.6980000000000002	144.092	7.506	7.506	282.175	False	7.506	7.506	141.092
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	145.588	3.0	148.597	2.5	Old67	Enc15	9	1.569	151.597	7.5049999999999955	7.5049999999999955	297.185	False	7.5049999999999955	7.5049999999999955	148.597
21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	151.088	3.0	154.097	1.0	Old68	Enc16	8	1.868	157.097	5.5	5.5	308.185	False	5.5	5.5	154.097
22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	155.083	3.0	158.092	1.5	Old08	Enc17	5	1.449	161.092	3.9950000000000045	3.9950000000000045	316.175	False	3.995000000000005	3.995000000000005	158.092
25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	172.58599999999998	3.0	175.595	1.0	Old35	Enc18	8	1.69	178.595	6.000999999999976	6.000999999999976	351.181	False	6.000999999999976	6.000999999999976	175.595
26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	176.59799999999998	3.0	179.607	1.0	Old16	Enc19	8	1.974	182.607	4.0120000000000005	4.0120000000000005	359.205	False	4.0120000000000005	4.0120000000000005	179.607
27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	180.61	3.0	183.61900000000003	0.5	Old23	Enc20	5	2.0580000000000003	186.61900000000003	4.012000000000029	4.012000000000029	367.22900000000004	False	4.012000000000029	4.012000000000029	183.61900000000003
28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	184.12	3.0	187.129	3.5	Old72	Enc21	9	1.484	190.129	3.509999999999991	3.5099999999999625	374.249	False	3.509999999999991	3.5099999999999625	187.129
29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	190.623	3.0	193.632	4.5	Old15	Enc22	9	1.7009999999999998	196.632	6.502999999999986	6.503000000000014	387.255	False	6.502999999999986	6.503000000000014	193.632
31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	210.633	3.0	213.642	3.5	Old09	Enc23	6	1.17	216.642	12.504000000000019	12.50399999999999	427.275	False	12.50400000000002	12.50399999999999	213.642
33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	224.14	3.0	227.149	4.0	Old20	Enc24	8	1.6869999999999998	230.149	7.003999999999991	7.003999999999991	454.289	False	7.003999999999991	7.003999999999991	227.149
34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	231.144	3.0	234.153	1.0	Old40	Enc25	8	1.546	237.153	7.004000000000019	7.003999999999991	468.297	False	7.004000000000019	7.003999999999991	234.153
35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	235.139	3.0	238.148	6.0	Old22	Enc26	9	1.143	241.148	3.9950000000000045	3.9950000000000045	476.28700000000003	False	3.995000000000005	3.995000000000005	238.148
36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	244.15	3.0	247.159	6.5	Old49	Enc27	5	1.932	250.159	9.010999999999996	9.010999999999996	494.30899999999997	False	9.010999999999996	9.010999999999996	247.159
