trial_num	Unnamed: 0.1	Unnamed: 0.1.1	Unnamed: 0.1.1.1	Unnamed: 0.1.1.1.1	Unnamed: 0.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	onset	stimDurSec	fixOnsetSec	fixlen	trial_type	CorrectSource	Stim_RT	duration	isi	isiFix	trial_end	unscanned	stimDur	fixDur	fixcross
7	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	64.045	3.0	67.054	4.0	CTL02	5.0	0.0	9.99600000000001	4.998000000000005	4.998000000000005	74.04100000000001	0.0	4.998000000000005	4.998000000000005	67.054
8	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	71.04899999999998	3.0	74.058	2.5	CTL03	6.0	0.0	14.00799999999998	7.0039999999999765	7.004000000000005	85.05699999999996	0.0	7.0039999999999765	7.004000000000005	74.058
9	9.0	9.0	9.0	9.0	9.0	9.0	9.0	9.0	9.0	9.0	9.0	9.0	9.0	9.0	9.0	9.0	9.0	9.0	9.0	9.0	9.0	9.0	76.54899999999998	3.0	79.558	1.5	CTL04	6.0	0.0	11.0	5.5	5.5	87.54899999999998	0.0	5.5	5.5	79.558
10	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	81.046	3.0	84.055	5.0	CTL05	9.0	0.0	8.994000000000028	4.497000000000028	4.497	90.04000000000003	0.0	4.497000000000028	4.497	84.055
13	13.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	99.066	3.0	102.075	3.0	CTL06	9.0	0.0	12.00200000000001	6.001000000000005	6.001000000000005	111.068	0.0	6.001000000000005	6.001000000000005	102.075
23	23.0	23.0	23.0	23.0	23.0	23.0	23.0	23.0	23.0	23.0	23.0	23.0	23.0	23.0	23.0	23.0	23.0	23.0	23.0	23.0	23.0	23.0	159.58	3.0	162.589	4.0	CTL07	5.0	0.0	8.994	4.497000000000014	4.496999999999986	168.574	0.0	4.497000000000014	4.496999999999986	162.589
24	24.0	24.0	24.0	24.0	24.0	24.0	24.0	24.0	24.0	24.0	24.0	24.0	24.0	24.0	24.0	24.0	24.0	24.0	24.0	24.0	24.0	24.0	166.585	3.0	169.59400000000002	3.0	CTL08	8.0	0.0	14.01000000000002	7.004999999999996	7.005000000000024	180.59500000000003	0.0	7.004999999999996	7.005000000000024	169.59400000000002
30	30.0	30.0	30.0	30.0	30.0	30.0	30.0	30.0	30.0	30.0	30.0	30.0	30.0	30.0	30.0	30.0	30.0	30.0	30.0	30.0	30.0	30.0	198.129	3.0	201.138	9.5	CTL09	8.0	0.0	15.012	7.506	7.506	213.141	0.0	7.506	7.506	201.138
32	32.0	32.0	32.0	32.0	32.0	32.0	32.0	32.0	32.0	32.0	32.0	32.0	32.0	32.0	32.0	32.0	32.0	32.0	32.0	32.0	32.0	32.0	217.136	3.0	220.145	4.0	CTL10	9.0	0.0	13.006	6.502999999999986	6.503000000000014	230.142	0.0	6.502999999999986	6.503000000000014	220.145
42	42.0	42.0	42.0	42.0	42.0	42.0	42.0	42.0	42.0	42.0	42.0	42.0	42.0	42.0	42.0	42.0	42.0	42.0	42.0	42.0	42.0	42.0	279.672	3.0	282.681	1.0	CTL11	6.0	0.0	7.019999999999982	3.509999999999991	3.509999999999991	286.692	0.0	3.509999999999991	3.509999999999991	282.681
