trial_num	Unnamed: 0.1	Unnamed: 0.1.1	Unnamed: 0.1.1.1	Unnamed: 0.1.1.1.1	Unnamed: 0.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	CorrectSource	Stim_RT	onset	stimDurSec	fixOnsetSec	fixlen	ImageID	trial_type	duration	isi	isiFix	trial_end	unscanned	stimDur	fixDur	fixcross
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8	0.0	20.076	3.0	23.076	8.0	Old64	Enc01	26.076	4.0	4.0	46.152	False	4.0	4.0	23.076
2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	5	0.0	31.075	3.0	34.075	7.5	Old10	Enc02	37.075	10.998999999999999	10.999000000000002	68.15	False	10.999	10.999000000000002	34.075
3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	5	0.0	41.574	3.0	44.574	0.5	Old61	Enc03	47.574	10.498999999999999	10.498999999999995	89.148	False	10.499	10.498999999999995	44.574
4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	6	0.0	45.074	3.0	48.074	6.0	Old43	Enc04	51.074	3.5	3.5	96.148	False	3.5	3.5	48.074
5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	0.0	54.073	3.0	57.073	2.0	Old50	Enc05	60.073	8.999000000000002	8.999000000000002	114.146	False	8.999000000000002	8.999000000000002	57.073
6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	9	0.0	59.073	3.0	62.073	2.0	Old71	Enc06	65.07300000000001	5.0	5.0	124.14600000000002	False	5.0	5.0	62.073
11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	6	0.0	89.071	3.0	92.07	1.0	Old56	Enc07	95.07	8.0	7.998999999999995	184.141	False	8.0	7.998999999999995	92.07
12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	8	0.0	93.07	3.0	96.07	3.0	Old09	Enc08	99.07	3.9989999999999952	4.0	192.14	False	3.9989999999999952	4.0	96.07
14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	9	0.0	105.069	3.0	108.069	2.5	Old47	Enc09	111.069	5.999000000000009	5.999000000000009	216.138	False	5.999000000000009	5.999000000000009	108.069
15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	5	0.0	110.569	3.0	113.569	6.5	Old08	Enc10	116.569	5.5	5.5	227.138	False	5.5	5.5	113.569
