trial_num	Unnamed: 0.1	Unnamed: 0.1.1	Unnamed: 0.1.1.1	Unnamed: 0.1.1.1.1	Unnamed: 0.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	CorrectSource	Stim_RT	onset	stimDurSec	fixOnsetSec	fixlen	ImageID	trial_type	duration	isi	isiFix	trial_end	unscanned	stimDur	fixDur	fixcross
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6	1.18	20.061	3.0	23.061	0.5	Old56	Enc01	26.061	8.499	8.499	46.122	False	8.499	8.499	23.061
2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	5	1.042	23.561	3.0	26.561	1.0	Old01	Enc02	29.561	3.5	3.5	53.122	False	3.5	3.5	26.561
3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	6	1.0490000000000002	27.56	3.0	30.56	1.0	Old22	Enc03	33.56	3.9989999999999988	3.9989999999999988	61.120000000000005	False	3.998999999999999	3.998999999999999	30.56
4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	9	0.986	31.56	3.0	34.56	1.5	Old67	Enc04	37.56	4.0	4.0000000000000036	69.12	False	4.0	4.000000000000004	34.56
5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	8	0.981	36.06	3.0	39.059	2.0	Old61	Enc05	42.059	4.5000000000000036	4.498999999999995	78.119	False	4.500000000000004	4.498999999999995	39.059
6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	9	0.83	41.059	3.0	44.059	3.0	Old46	Enc06	47.059	4.998999999999995	5.0	88.118	False	4.998999999999995	5.0	44.059
9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	8	1.001	57.558	3.0	60.558	2.5	Old28	Enc07	63.558	7.0	7.0	121.116	False	7.0	7.0	60.558
11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	6	0.799	67.557	3.0	70.557	2.0	Old48	Enc08	73.557	4.5	4.5	141.114	False	4.5	4.5	70.557
12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	5	0.826	72.556	3.0	75.556	3.5	Old15	Enc09	78.556	4.998999999999995	4.998999999999995	151.112	False	4.998999999999995	4.998999999999995	75.556
14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	6	1.3130000000000002	82.556	3.0	85.555	2.5	Old39	Enc10	88.555	3.5	3.4990000000000094	171.111	False	3.5	3.499000000000009	85.555
