	category	Stim	OldNumber	Recognition_ACC	Recognition_RESP	Recognition_RT	Spatial_RESP	Spatial_RT
0	OLD	kitchen_pitcher.bmp	Old34	1	1	5.015	5	14159
1	OLD	sporting_snow shoes_old.bmp	Old64	1	1	2.139	8	1973
2	New	kitchen_toaster_old.bmp	New30	1	2	2.171	8	1973
3	OLD	musical_triangle.bmp	Old49	1	1	1.618	8	3145
4	New	food_pizza.bmp	New22	1	2	3.331	8	3145
5	OLD	food_shellpasta.bmp	Old25	1	1	1.605	6	1932
6	OLD	food_pecan02.bmp	Old21	0	2	3.214	6	1932
7	New	kitchen_baking spatula.bmp	New01	1	2	2.213	6	1932
8	OLD	musical_harmonica_new.bmp	Old47	1	1	2.259	8	3384
9	OLD	food_chocolatemilk.bmp	Old17	1	1	3.542	8	1457
10	New	food_drink.bmp	New05	1	2	1.348	8	1457
11	OLD	food_pickle01a.bmp	Old22	0	2	2.621	8	1457
12	OLD	animal_sheep.bmp	Old11	0	2	1.596	8	1457
13	New	sporting_golf ball.bmp	New19	1	2	1.258	8	1457
14	OLD	vegie_radish.bmp	Old77	0	2	2.045	8	1457
15	OLD	vegie_mushroom.bmp	Old76	1	1	1.434	6	2296
16	OLD	vegie_carrot.bmp	Old78	1	1	3.54	9	2709
17	OLD	musical_double bass.bmp	Old45	1	1	2.288	8	1300
18	OLD	musical_piano_old.bmp	Old48	1	1	2.463	9	2412
19	OLD	musical_tuba.bmp	Old50	1	1	3.755	8	3588
20	OLD	animal_monarch_old.bmp	Old08	0	2	3.084	8	3588
21	New	vegie_broccoli.bmp	New36	1	2	1.296	8	3588
22	OLD	musical_harp_new.bmp	Old43	1	1	1.947	6	3428
23	OLD	kitchen_martini glass.bmp	Old32	0	2	2.474	6	3428
24	New	kitchen_spatula_old.bmp	New37	1	2	1.455	6	3428
25	OLD	sporting_fishing rod.bmp	Old59	1	1	2.099	8	3047
26	New	animal_dolphin_old.bmp	New09	1	2	1.547	8	3047
27	OLD	kitchen_wooden spoon_old.bmp	Old39	1	1	2.069	5	1953
28	OLD	food_baguette01.bmp	Old14	0	2	1.386	5	1953
29	New	kitchen_ramekin.bmp	New13	1	2	1.448	5	1953
30	OLD	musical_accordion_old.bmp	Old41	1	1	2.133	5	1744
31	OLD	musical_xylophone_old.bmp	Old52	1	1	2.752	8	2489
32	New	animal_giraffe.bmp	New03	1	2	1.556	8	2489
33	New	musical_zamponia windflute.bmp	New29	1	2	1.669	8	2489
34	OLD	kitchen_scrubbing brush.bmp	Old36	0	2	1.495	8	2489
35	OLD	fruit_blackberry_new.bmp	Old66	1	1	1.641	6	1535
36	OLD	sporting_karate clothing.bmp	Old60	1	1	2.384	8	1928
37	New	food_walnut01c.bmp	New34	1	2	1.394	8	1928
38	New	animal_seal.bmp	New38	1	2	1.802	8	1928
39	New	animal_pigeon.bmp	New32	1	2	1.376	8	1928
40	OLD	fruit_lemon_new.bmp	Old69	0	2	2.719	8	1928
41	New	vegie_cucumber.bmp	New33	0	1	2.402	9	8313
42	OLD	kitchen_white strainer.bmp	Old38	1	1	2.071	8	3891
43	OLD	sporting_mini-trampoline.bmp	Old61	1	1	1.551	9	3208
44	OLD	sporting_hockey stick_old.bmp	Old58	0	2	4.534	9	3208
