	stimOnsetSec	stimDurSec	fixOnsetSec	fixDurSec	ImageID	tNumXcond	category	Stim	OldNumber	Recognition_ACC	Recognition_RESP	Recognition_RT	Spatial_RESP	Spatial_RT
0	25.026999999999997	3.0	28.035999999999998	0.5	Old56	Enc01	OLD	kitchen_pitcher.bmp	Old34	1	1	5.015	5	14159
1	28.537	3.0	31.546	0.5	False	CTL01	OLD	sporting_snow shoes_old.bmp	Old64	1	1	2.1390000000000002	8	1973
2	32.048	3.0	35.056999999999995	4.5	Old06	Enc02	New	kitchen_toaster_old.bmp	New30	1	2	2.171	8	1973
3	39.553000000000004	3.0	42.562	2.0	Old64	Enc03	OLD	musical_triangle.bmp	Old49	1	1	1.618	8	3145
4	44.552	3.0	47.56100000000001	3.5	False	CTL02	New	food_pizza.bmp	New22	1	2	3.3310000000000004	8	3145
5	51.05399999999999	3.0	54.063	1.5	False	CTL03	OLD	food_shellpasta.bmp	Old25	1	1	1.605	6	1932
6	55.551	3.0	58.56	2.5	Old68	Enc04	OLD	food_pecan02.bmp	Old21	0	2	3.214	6	1932
7	61.051	3.0	64.06	1.0	Old76	Enc05	New	kitchen_baking spatula.bmp	New01	1	2	2.213	6	1932
8	65.063	3.0	68.072	3.0	False	CTL04	OLD	musical_harmonica_new.bmp	Old47	1	1	2.259	8	3384
9	71.064	3.0	74.07300000000002	4.0	Old51	Enc06	OLD	food_chocolatemilk.bmp	Old17	1	1	3.542	8	1457
10	78.068	3.0	81.077	0.5	False	CTL05	New	food_drink.bmp	New05	1	2	1.348	8	1457
11	81.579	3.0	84.587	2.5	Old58	Enc07	OLD	food_pickle01a.bmp	Old22	0	2	2.6210000000000004	8	1457
12	87.07799999999997	3.0	90.087	2.5	False	CTL06	OLD	animal_sheep.bmp	Old11	0	2	1.5959999999999999	8	1457
13	92.578	3.0	95.587	3.5	False	CTL07	New	sporting_golf ball.bmp	New19	1	2	1.258	8	1457
14	99.081	3.0	102.09	1.0	Old10	Enc08	OLD	vegie_radish.bmp	Old77	0	2	2.045	8	1457
15	103.09299999999999	3.0	106.101	2.0	Old73	Enc09	OLD	vegie_mushroom.bmp	Old76	1	1	1.4340000000000002	6	2296
16	108.09100000000001	3.0	111.1	0.5	Old02	Enc10	OLD	vegie_carrot.bmp	Old78	1	1	3.54	9	2709
17	111.601	3.0	114.61	4.5	Old28	Enc11	OLD	musical_double bass.bmp	Old45	1	1	2.2880000000000003	8	1300
18	119.10700000000001	3.0	122.116	7.0	Old36	Enc12	OLD	musical_piano_old.bmp	Old48	1	1	2.463	9	2412
19	129.10299999999998	3.0	132.112	0.5	Old45	Enc13	OLD	musical_tuba.bmp	Old50	1	1	3.755	8	3588
20	132.614	3.0	135.623	2.0	Old46	Enc14	OLD	animal_monarch_old.bmp	Old08	0	2	3.0839999999999996	8	3588
