trialnumber	category	trialcode	oldnumber	correctsource	stim_resp	stim_rt	stim_acc
1	ctl	ctl0	nan	9	1	1619	0
2	enc	enc00	nan	5	1	893	0
3	enc	enc000	nan	9	1	827	0
4	ctl	ctl01	nan	6	1	829	0
5	enc	enc01	old64	8	1	810	0
6	enc	enc02	old07	5	1	722	0
7	enc	enc03	old55	5	1	703	0
8	enc	enc04	old42	6	1	961	0
9	enc	enc05	old40	5	1	719	0
10	enc	enc06	old75	9	1	839	0
11	ctl	ctl02	nan	5	1	673	0
12	ctl	ctl03	nan	6	1	621	0
13	ctl	ctl04	nan	6	1	641	0
14	ctl	ctl05	nan	9	1	625	0
15	enc	enc07	old59	6	1	857	0
16	enc	enc08	old13	8	1	709	0
17	ctl	ctl06	nan	9	1	820	0
18	enc	enc09	old46	9	1	771	0
19	enc	enc10	old10	5	1	711	0
20	enc	enc11	old36	9	1	647	0
21	enc	enc12	old39	5	1	555	0
22	enc	enc13	old66	8	1	725	0
23	enc	enc14	old71	8	1	931	0
24	enc	enc15	old78	9	1	1104	0
25	enc	enc16	old70	8	1	837	0
26	enc	enc17	old08	5	1	873	0
27	ctl	ctl07	nan	5	1	1033	0
28	ctl	ctl08	nan	8	1	749	0
29	enc	enc18	old32	8	1	1002	0
30	enc	enc19	old14	8	1	718	0
31	enc	enc20	old21	5	1	666	0
32	enc	enc21	old74	9	1	788	0
33	enc	enc22	old23	9	1	829	0
34	ctl	ctl09	nan	8	1	667	0
35	enc	enc23	old03	6	1	1107	0
36	ctl	ctl10	nan	9	1	972	0
37	enc	enc24	old24	8	1	1095	0
38	enc	enc25	old45	8	1	875	0
39	enc	enc26	old18	9	1	1031	0
40	enc	enc27	old44	5	1	701	0
41	enc	enc28	old31	6	1	733	0
42	enc	enc29	old50	9	1	1014	0
43	enc	enc30	old49	8	1	950	0
44	enc	enc31	old27	6	1	666	0
45	enc	enc32	old05	6	1	751	0
46	ctl	ctl11	nan	6	1	817	0
47	enc	enc33	old02	9	1	677	0
48	enc	enc34	old61	8	1	716	0
49	ctl	ctl12	nan	6	1	574	0
50	enc	enc35	old11	9	1	658	0
51	enc	enc36	old56	8	1	675	0
52	enc	enc37	old16	9	1	727	0
53	enc	enc38	old72	6	1	673	0
54	enc	enc39	old22	5	1	594	0
55	ctl	ctl13	nan	5	1	830	0
56	enc	enc40	old19	6	1	685	0
57	ctl	ctl14	nan	9	1	618	0
58	ctl	ctl15	nan	8	1	759	0
59	ctl	ctl16	nan	9	1	707	0
60	enc	enc41	old43	6	1	693	0
61	enc	enc42	old38	8	1	641	0
62	enc	enc43	old37	9	1	712	0
63	enc	enc44	old73	5	1	725	0
64	enc	enc45	old53	6	1	639	0
65	enc	enc46	old63	9	1	904	0
66	ctl	ctl17	nan	8	1	606	0
67	enc	enc47	old68	6	1	587	0
68	enc	enc48	old30	9	1	711	0
69	ctl	ctl18	nan	5	1	483	0
70	ctl	ctl19	nan	5	1	656	0
71	enc	enc49	old20	6	1	713	0
72	ctl	ctl20	nan	8	1	633	0
73	ctl	ctl21	nan	9	1	621	0
74	enc	enc50	old09	8	1	704	0
75	enc	enc51	old58	9	1	650	0
76	ctl	ctl22	nan	8	1	576	0
77	enc	enc52	old41	8	1	919	0
78	enc	enc53	old17	9	1	627	0
79	ctl	ctl23	nan	9	1	1356	0
80	ctl	ctl24	nan	6	1	740	0
81	enc	enc54	old52	5	1	499	0
82	enc	enc55	old35	8	1	612	0
83	enc	enc56	old29	5	1	500	0
84	ctl	ctl25	nan	6	1	583	0
85	enc	enc57	old67	6	1	879	0
86	ctl	ctl26	nan	6	1	813	0
87	ctl	ctl27	nan	9	1	577	0
88	enc	enc58	old25	5	1	640	0
89	enc	enc59	old69	6	1	833	0
90	enc	enc60	old51	8	1	537	0
91	ctl	ctl28	nan	5	1	666	0
92	ctl	ctl29	nan	8	1	663	0
93	ctl	ctl30	nan	9	1	630	0
94	ctl	ctl31	nan	6	1	616	0
95	enc	enc61	old28	5	1	548	0
96	ctl	ctl32	nan	5	1	621	0
97	enc	enc62	old60	5	1	453	0
98	ctl	ctl33	nan	5	1	513	0
99	enc	enc63	old04	5	1	363	0
100	enc	enc64	old01	9	1	916	0
101	enc	enc65	old65	9	1	572	0
102	enc	enc66	old76	5	1	615	0
103	enc	enc67	old54	8	1	1415	0
104	ctl	ctl34	nan	8	1	545	0
105	enc	enc68	old34	6	1	533	0
106	enc	enc69	old06	6	1	347	0
107	ctl	ctl35	nan	8	1	503	0
108	ctl	ctl36	nan	6	1	409	0
109	enc	enc70	old62	5	1	531	0
110	ctl	ctl37	nan	5	1	668	0
111	enc	enc71	old48	6	1	590	0
112	enc	enc72	old12	8	1	486	0
113	enc	enc73	old47	9	1	499	0
114	enc	enc74	old26	8	1	559	0
115	enc	enc75	old77	9	1	843	0
116	ctl	ctl38	nan	8	1	514	0
117	ctl	ctl39	nan	9	1	585	0
118	enc	enc76	old57	6	1	666	0
119	enc	enc77	old33	5	1	1133	0
120	enc	enc78	old15	6	1	921	0
