0	1	2	3	4	5	6	7	8
1	enc	enc00	nan	encoding	0.063	fixation	3.062	7
2	enc	enc000	nan	encoding	10.062	fixation	13.062	4.5
3	ctl	ctl0	nan	control	17.561	fixation	20.561	4.5
4	enc	enc01	old57	encoding	25.061	fixation	28.06	0.5
5	ctl	ctl01	nan	control	28.56	fixation	31.56	0.5
6	enc	enc02	old06	encoding	32.06	fixation	35.06	4.5
7	enc	enc03	old61	encoding	39.56	fixation	42.559	2
8	ctl	ctl02	nan	control	44.559	fixation	47.559	3.5
9	ctl	ctl03	nan	control	51.059	fixation	54.058	1.5
10	enc	enc04	old77	encoding	55.558	fixation	58.558	2.5
11	enc	enc05	old78	encoding	61.058	fixation	64.058	1
12	ctl	ctl04	nan	control	65.058	fixation	68.057	3
13	enc	enc06	old47	encoding	71.057	fixation	74.057	4
14	ctl	ctl05	nan	control	78.057	fixation	81.056	0.5
15	enc	enc07	old56	encoding	81.556	fixation	84.556	2.5
16	ctl	ctl06	nan	control	87.056	fixation	90.056	2.5
17	ctl	ctl07	nan	control	92.555	fixation	95.555	3.5
18	enc	enc08	old05	encoding	99.055	fixation	102.055	1
19	enc	enc09	old67	encoding	103.055	fixation	106.054	2
20	enc	enc10	old03	encoding	108.054	fixation	111.054	0.5
21	enc	enc11	old27	encoding	111.554	fixation	114.554	4.5
22	enc	enc12	old35	encoding	119.053	fixation	122.053	7
23	enc	enc13	old45	encoding	129.053	fixation	132.052	0.5
24	enc	enc14	old46	encoding	132.552	fixation	135.552	2
25	enc	enc15	old50	encoding	137.552	fixation	140.552	1
26	enc	enc16	old44	encoding	141.552	fixation	144.551	1
27	enc	enc17	old01	encoding	145.551	fixation	148.551	3.5
28	ctl	ctl08	nan	control	152.051	fixation	155.051	1
29	enc	enc18	old38	encoding	156.05	fixation	159.05	2
30	enc	enc19	old14	encoding	161.05	fixation	164.05	0.5
31	enc	enc20	old20	encoding	164.55	fixation	167.55	3.5
32	ctl	ctl09	nan	control	171.049	fixation	174.049	7
33	enc	enc21	old51	encoding	181.049	fixation	184.048	2.5
34	enc	enc22	old19	encoding	186.548	fixation	189.548	5
35	enc	enc23	old09	encoding	194.547	fixation	197.548	1
36	enc	enc24	old16	encoding	198.547	fixation	201.547	10
37	enc	enc25	old75	encoding	211.546	fixation	214.546	1.5
38	enc	enc26	old23	encoding	216.046	fixation	219.046	0.5
39	enc	enc27	old72	encoding	219.545	fixation	222.545	2.5
40	enc	enc28	old28	encoding	225.045	fixation	228.045	3.5
41	ctl	ctl10	nan	control	231.545	fixation	234.544	1
42	ctl	ctl11	nan	control	235.544	fixation	238.544	0.5
43	ctl	ctl12	nan	control	239.044	fixation	242.044	1.5
44	ctl	ctl13	nan	control	243.544	fixation	246.543	7
45	enc	enc29	old66	encoding	253.543	fixation	256.543	7
46	enc	enc30	old70	encoding	263.542	fixation	266.542	2
47	ctl	ctl14	nan	control	268.542	fixation	271.541	6.5
48	enc	enc31	old36	encoding	278.041	fixation	281.041	3.5
49	enc	enc32	old07	encoding	284.54	fixation	287.54	2.5
50	enc	enc33	old12	encoding	290.04	fixation	293.04	4
51	enc	enc34	old55	encoding	297.039	fixation	300.039	3.5
52	ctl	ctl15	nan	control	303.539	fixation	306.539	1
53	enc	enc35	old11	encoding	307.539	fixation	310.538	6.5
54	ctl	ctl16	nan	control	317.038	fixation	320.038	7.5
55	ctl	ctl17	nan	control	327.537	fixation	330.537	2.5
56	enc	enc36	old62	encoding	333.037	fixation	336.036	1.5
57	enc	enc37	old17	encoding	337.536	fixation	340.536	1
58	enc	enc38	old42	encoding	341.536	fixation	344.536	3
59	ctl	ctl18	nan	control	347.535	fixation	350.535	2.5
60	enc	enc39	old21	encoding	353.035	fixation	356.035	1
61	enc	enc40	old15	encoding	357.035	fixation	360.034	9
62	enc	enc41	old69	encoding	369.034	fixation	372.034	1.5
63	enc	enc42	old29	encoding	373.533	fixation	376.533	8.5
64	enc	enc43	old37	encoding	385.033	fixation	388.032	8
65	ctl	ctl19	nan	control	396.032	fixation	399.031	1.5
66	enc	enc44	old52	encoding	400.531	fixation	403.531	5
67	ctl	ctl20	nan	control	408.531	fixation	411.53	1
68	ctl	ctl21	nan	control	412.53	fixation	415.53	3
69	enc	enc45	old54	encoding	418.53	fixation	421.53	5
70	ctl	ctl22	nan	control	426.529	fixation	429.529	0.5
71	enc	enc46	old63	encoding	430.029	fixation	433.029	1.5
72	enc	enc47	old49	encoding	434.529	fixation	437.528	0.5
73	enc	enc48	old33	encoding	438.028	fixation	441.028	2
74	enc	enc49	old22	encoding	443.028	fixation	446.028	1.5
75	enc	enc50	old10	encoding	447.528	fixation	450.527	1
76	enc	enc51	old59	encoding	451.527	fixation	454.527	2.5
77	enc	enc52	old76	encoding	457.027	fixation	460.027	5.5
78	ctl	ctl23	nan	control	465.526	fixation	468.526	2.5
79	enc	enc53	old26	encoding	471.026	fixation	474.026	1.5
80	ctl	ctl24	nan	control	475.525	fixation	478.525	0.5
81	enc	enc54	old68	encoding	479.025	fixation	482.025	3
82	enc	enc55	old30	encoding	485.025	fixation	488.024	3.5
83	enc	enc56	old32	encoding	491.524	fixation	494.524	7.5
84	enc	enc57	old40	encoding	502.023	fixation	505.023	2.5
85	ctl	ctl25	nan	control	507.523	fixation	510.523	0.5
86	enc	enc58	old24	encoding	511.023	fixation	514.022	1
87	enc	enc59	old41	encoding	515.022	fixation	518.022	4
88	enc	enc60	old71	encoding	522.022	fixation	525.022	11.5
