trialnumber	category	trialcode	oldnumber	correctsource	stim_resp	stim_rt	stim_acc
1	ctl	ctl0	nan	5	1	765	0
2	enc	enc00	nan	8	1	964	0
3	enc	enc000	nan	9	1	645	0
4	ctl	ctl01	nan	8	1	615	0
5	enc	enc01	old65	6	1	666	0
6	enc	enc02	old07	5	1	708	0
7	enc	enc03	old15	6	1	600	0
8	enc	enc04	old69	9	1	747	0
9	enc	enc05	old56	8	1	642	0
10	enc	enc06	old45	9	1	620	0
11	ctl	ctl02	nan	5	1	531	0
12	ctl	ctl03	nan	6	1	564	0
13	enc	enc07	old30	8	1	568	0
14	ctl	ctl04	nan	8	1	500	0
15	enc	enc08	old43	6	1	788	0
16	enc	enc09	old14	5	1	820	0
17	ctl	ctl05	nan	8	1	686	0
18	enc	enc10	old37	6	1	663	0
19	enc	enc11	old13	6	1	779	0
20	enc	enc12	old22	8	1	949	0
21	enc	enc13	old77	5	1	802	0
22	enc	enc14	old23	9	1	673	0
23	enc	enc15	old32	9	1	829	0
24	enc	enc16	old36	5	1	779	0
25	enc	enc17	old21	5	1	856	0
26	ctl	ctl06	nan	5	1	615	0
27	enc	enc18	old05	5	1	606	0
28	enc	enc19	old50	8	1	890	0
29	ctl	ctl07	nan	5	1	590	0
30	enc	enc20	old75	6	1	890	0
31	enc	enc21	old59	5	1	1236	0
32	enc	enc22	old74	6	1	918	0
33	enc	enc23	old12	5	1	921	0
34	enc	enc24	old03	8	1	747	0
35	enc	enc25	old47	5	1	887	0
36	enc	enc26	old64	9	1	1030	0
37	ctl	ctl08	nan	6	1	567	0
38	ctl	ctl09	nan	9	1	753	0
39	ctl	ctl10	nan	8	1	656	0
40	ctl	ctl11	nan	5	1	599	0
41	enc	enc27	old41	8	1	577	0
42	ctl	ctl12	nan	9	1	618	0
43	enc	enc28	old19	9	1	686	0
44	ctl	ctl13	nan	6	1	560	0
45	enc	enc29	old28	8	1	673	0
46	enc	enc30	old54	6	1	971	0
47	enc	enc31	old10	9	1	840	0
48	enc	enc32	old70	6	1	722	0
49	enc	enc33	old16	9	1	746	0
50	enc	enc34	old17	6	1	960	0
51	ctl	ctl14	nan	6	1	825	0
52	enc	enc35	old66	5	1	868	0
53	enc	enc36	old04	9	1	1031	0
54	enc	enc37	old09	8	1	1041	0
55	enc	enc38	old51	6	1	1084	0
56	ctl	ctl15	nan	6	1	1051	0
57	ctl	ctl16	nan	9	1	517	0
58	enc	enc39	old63	6	1	638	0
59	enc	enc40	old62	5	1	855	0
60	enc	enc41	old72	6	1	993	0
61	ctl	ctl17	nan	8	1	560	0
62	enc	enc42	old53	9	1	1068	0
63	enc	enc43	old26	8	1	1071	0
64	enc	enc44	old34	9	1	1031	0
65	ctl	ctl18	nan	9	1	923	0
66	enc	enc45	old24	8	1	1053	0
67	enc	enc46	old31	9	1	470	0
68	ctl	ctl19	nan	8	1	798	0
69	ctl	ctl20	nan	5	1	590	0
70	ctl	ctl21	nan	5	1	578	0
71	ctl	ctl22	nan	8	1	572	0
72	ctl	ctl23	nan	9	1	680	0
73	ctl	ctl24	nan	8	1	562	0
74	enc	enc47	old29	6	1	945	0
75	enc	enc48	old06	6	1	628	0
76	enc	enc49	old40	8	1	836	0
77	enc	enc50	old44	9	1	821	0
78	enc	enc51	old08	6	1	703	0
79	ctl	ctl25	nan	9	1	648	0
80	ctl	ctl26	nan	5	1	516	0
81	enc	enc52	old46	5	nan	0	1
82	enc	enc53	old61	9	1	698	0
83	enc	enc54	old42	8	1	856	0
84	enc	enc55	old55	8	1	866	0
85	ctl	ctl27	nan	6	1	934	0
86	enc	enc56	old33	6	1	924	0
87	ctl	ctl28	nan	6	1	979	0
88	enc	enc57	old60	9	1	940	0
89	enc	enc58	old67	9	1	915	0
90	enc	enc59	old57	5	1	875	0
91	ctl	ctl29	nan	9	1	545	0
92	enc	enc60	old58	8	1	496	0
93	ctl	ctl30	nan	8	nan	0	1
94	enc	enc61	old01	8	1	772	0
95	ctl	ctl31	nan	8	1	651	0
96	enc	enc62	old38	5	1	1036	0
97	ctl	ctl32	nan	5	1	635	0
98	enc	enc63	old71	8	1	873	0
99	enc	enc64	old73	9	1	723	0
100	ctl	ctl33	nan	9	1	675	0
101	ctl	ctl34	nan	9	1	579	0
102	enc	enc65	old68	8	1	653	0
103	enc	enc66	old78	8	1	713	0
104	ctl	ctl35	nan	6	1	603	0
105	enc	enc67	old02	5	1	504	0
106	enc	enc68	old11	9	1	800	0
107	enc	enc69	old39	5	1	786	0
108	enc	enc70	old48	9	1	655	0
109	enc	enc71	old27	8	1	859	0
110	ctl	ctl36	nan	6	1	597	0
111	enc	enc72	old25	6	1	875	0
112	enc	enc73	old76	9	1	726	0
113	ctl	ctl37	nan	5	1	600	0
114	ctl	ctl38	nan	6	1	452	0
115	enc	enc74	old49	5	1	470	0
116	enc	enc75	old52	6	1	811	0
117	ctl	ctl39	nan	9	1	705	0
118	enc	enc76	old18	5	1	813	0
119	enc	enc77	old35	5	1	814	0
120	enc	enc78	old20	8	1	578	0
