trialnumber	category	trialcode	oldnumber	correctsource	stim_resp	stim_rt	stim_acc
1	ctl	ctl0	nan	9	1	1043	0
2	enc	enc00	nan	5	1	1165	0
3	enc	enc000	nan	9	1	1100	0
4	ctl	ctl01	nan	6	1	973	0
5	enc	enc01	old61	8	1	1097	0
6	enc	enc02	old10	5	1	626	0
7	enc	enc03	old62	5	1	1135	0
8	enc	enc04	old40	6	1	1224	0
9	enc	enc05	old43	5	1	1078	0
10	enc	enc06	old71	9	1	1032	0
11	ctl	ctl02	nan	5	1	1313	0
12	ctl	ctl03	nan	6	1	1053	0
13	ctl	ctl04	nan	6	1	561	0
14	ctl	ctl05	nan	9	1	632	0
15	enc	enc07	old53	6	1	832	0
16	enc	enc08	old12	8	1	1036	0
17	ctl	ctl06	nan	9	1	683	0
18	enc	enc09	old44	9	1	1082	0
19	enc	enc10	old13	5	1	958	0
20	enc	enc11	old31	9	1	1197	0
21	enc	enc12	old27	5	1	1338	0
22	enc	enc13	old68	8	1	947	0
23	enc	enc14	old70	8	1	762	0
24	enc	enc15	old66	9	1	1480	0
25	enc	enc16	old75	8	1	1196	0
26	enc	enc17	old03	5	1	1024	0
27	ctl	ctl07	nan	5	1	798	0
28	ctl	ctl08	nan	8	1	594	0
29	enc	enc18	old28	8	1	953	0
30	enc	enc19	old18	8	1	1374	0
31	enc	enc20	old17	5	1	986	0
32	enc	enc21	old76	9	1	1116	0
33	enc	enc22	old26	9	1	981	0
34	ctl	ctl09	nan	8	1	1058	0
35	enc	enc23	old02	6	1	786	0
36	ctl	ctl10	nan	9	1	675	0
37	enc	enc24	old21	8	1	615	0
38	enc	enc25	old49	8	1	1187	0
39	enc	enc26	old22	9	1	744	0
40	enc	enc27	old51	5	1	892	0
41	enc	enc28	old34	6	1	733	0
42	enc	enc29	old52	9	1	1118	0
43	enc	enc30	old50	8	1	966	0
44	enc	enc31	old32	6	1	1098	0
45	enc	enc32	old01	6	1	711	0
46	ctl	ctl11	nan	6	1	705	0
47	enc	enc33	old09	9	1	637	0
48	enc	enc34	old63	8	1	1213	0
49	ctl	ctl12	nan	6	1	694	0
50	enc	enc35	old04	9	1	986	0
51	enc	enc36	old57	8	1	1196	0
52	enc	enc37	old23	9	1	2112	0
53	enc	enc38	old73	6	1	777	0
54	enc	enc39	old19	5	1	810	0
55	ctl	ctl13	nan	5	1	734	0
56	enc	enc40	old15	6	1	509	0
57	ctl	ctl14	nan	9	1	745	0
58	ctl	ctl15	nan	8	1	583	0
59	ctl	ctl16	nan	9	1	770	0
60	enc	enc41	old46	6	1	1252	0
61	enc	enc42	old29	8	1	840	0
62	enc	enc43	old39	9	1	503	0
63	enc	enc44	old78	5	1	974	0
64	enc	enc45	old65	6	1	824	0
65	enc	enc46	old58	9	1	887	0
66	ctl	ctl17	nan	8	1	693	0
67	enc	enc47	old67	6	1	474	0
68	enc	enc48	old35	9	1	895	0
69	ctl	ctl18	nan	5	1	979	0
70	ctl	ctl19	nan	5	1	696	0
71	enc	enc49	old25	6	1	529	0
72	ctl	ctl20	nan	8	1	904	0
73	ctl	ctl21	nan	9	1	732	0
74	enc	enc50	old11	8	1	936	0
75	enc	enc51	old55	9	1	618	0
76	ctl	ctl22	nan	8	1	592	0
77	enc	enc52	old41	8	1	918	0
78	enc	enc53	old16	9	1	850	0
79	ctl	ctl23	nan	9	1	516	0
80	ctl	ctl24	nan	6	1	692	0
81	enc	enc54	old45	5	1	627	0
82	enc	enc55	old37	8	1	860	0
83	enc	enc56	old30	5	1	554	0
84	ctl	ctl25	nan	6	1	646	0
85	enc	enc57	old72	6	1	487	0
86	ctl	ctl26	nan	6	1	589	0
87	ctl	ctl27	nan	9	1	554	0
88	enc	enc58	old20	5	1	1177	0
89	enc	enc59	old69	6	1	698	0
90	enc	enc60	old47	8	1	1369	0
91	ctl	ctl28	nan	5	1	666	0
92	ctl	ctl29	nan	8	1	502	0
93	ctl	ctl30	nan	9	1	959	0
94	ctl	ctl31	nan	6	1	425	0
95	enc	enc61	old33	5	1	476	0
96	ctl	ctl32	nan	5	1	758	0
97	enc	enc62	old56	5	1	485	0
98	ctl	ctl33	nan	5	1	761	0
99	enc	enc63	old05	5	1	795	0
100	enc	enc64	old06	9	1	1004	0
101	enc	enc65	old64	9	1	1451	0
102	enc	enc66	old74	5	1	1119	0
103	enc	enc67	old59	8	1	1934	0
104	ctl	ctl34	nan	8	1	1032	0
105	enc	enc68	old36	6	1	996	0
106	enc	enc69	old07	6	1	1963	0
107	ctl	ctl35	nan	8	1	679	0
108	ctl	ctl36	nan	6	1	473	0
109	enc	enc70	old54	5	1	546	0
110	ctl	ctl37	nan	5	1	572	0
111	enc	enc71	old48	6	1	558	0
112	enc	enc72	old08	8	1	949	0
113	enc	enc73	old42	9	1	785	0
114	enc	enc74	old14	8	1	1053	0
115	enc	enc75	old77	9	1	809	0
116	ctl	ctl38	nan	8	1	609	0
117	ctl	ctl39	nan	9	1	534	0
118	enc	enc76	old60	6	1	512	0
119	enc	enc77	old38	5	1	940	0
120	enc	enc78	old24	6	1	1048	0
