trialnumber	category	trialcode	oldnumber	correctsource	stim_resp	stim_rt	stim_acc
1	enc	enc00	nan	5	1	994	0
2	enc	enc000	nan	9	1	1090	0
3	ctl	ctl0	nan	9	1	1336	0
4	enc	enc01	old58	8	1	1840	0
5	ctl	ctl01	nan	6	3	1394	0
6	enc	enc02	old06	5	3	394	0
7	enc	enc03	old54	5	3	395	0
8	ctl	ctl02	nan	5	4	395	0
9	ctl	ctl03	nan	6	4	1396	0
10	enc	enc04	old68	6	1	1067	0
11	enc	enc05	old77	5	4	1396	0
12	ctl	ctl04	nan	6	1	959	0
13	enc	enc06	old44	9	4	1396	0
14	ctl	ctl05	nan	9	1	833	0
15	enc	enc07	old65	6	4	897	0
16	ctl	ctl06	nan	9	4	397	0
17	ctl	ctl07	nan	5	1	668	0
18	enc	enc08	old02	8	4	897	0
19	enc	enc09	old66	9	4	1898	0
20	enc	enc10	old01	5	4	1898	0
21	enc	enc11	old30	9	4	898	0
22	enc	enc12	old35	5	4	899	0
23	enc	enc13	old42	8	1	858	0
24	enc	enc14	old48	8	1	1034	0
25	enc	enc15	old51	9	1	918	0
26	enc	enc16	old40	8	4	900	0
27	enc	enc17	old03	5	1	975	0
28	ctl	ctl08	nan	8	4	401	0
29	enc	enc18	old34	8	4	1400	0
30	enc	enc19	old24	8	1	1218	0
31	enc	enc20	old20	5	4	401	0
32	ctl	ctl09	nan	8	1	857	0
33	enc	enc21	old41	9	1	1062	0
34	enc	enc22	old19	9	4	902	0
35	enc	enc23	old10	6	4	403	0
36	enc	enc24	old25	8	1	1133	0
37	enc	enc25	old78	8	4	904	0
38	enc	enc26	old18	9	1	1028	0
39	enc	enc27	old75	5	4	404	0
40	enc	enc28	old28	6	1	903	0
41	ctl	ctl10	nan	9	1	747	0
42	ctl	ctl11	nan	6	1	761	0
43	ctl	ctl12	nan	6	1	719	0
44	ctl	ctl13	nan	5	1	647	0
45	enc	enc29	old72	9	4	1405	0
46	enc	enc30	old73	8	1	824	0
47	ctl	ctl14	nan	9	1	758	0
48	enc	enc31	old32	6	1	628	0
49	enc	enc32	old11	6	4	407	0
50	enc	enc33	old12	9	1	734	0
51	enc	enc34	old53	8	4	408	0
52	ctl	ctl15	nan	8	1	747	0
53	enc	enc35	old07	9	1	1310	0
54	ctl	ctl16	nan	9	4	408	0
55	ctl	ctl17	nan	8	1	1145	0
56	enc	enc36	old57	8	1	1564	0
57	enc	enc37	old16	9	1	854	0
58	enc	enc38	old47	6	4	910	0
59	ctl	ctl18	nan	5	1	602	0
60	enc	enc39	old26	5	1	1139	0
61	enc	enc40	old22	6	4	411	0
62	enc	enc41	old71	6	4	912	0
63	enc	enc42	old29	8	1	1223	0
64	enc	enc43	old33	9	1	1103	0
65	ctl	ctl19	nan	5	1	834	0
66	enc	enc44	old50	5	1	1449	0
67	ctl	ctl20	nan	8	1	707	0
68	ctl	ctl21	nan	9	1	849	0
69	enc	enc45	old62	6	1	1270	0
70	ctl	ctl22	nan	8	1	754	0
71	enc	enc46	old63	9	1	1045	0
72	enc	enc47	old45	6	4	415	0
73	enc	enc48	old27	9	1	1073	0
74	enc	enc49	old23	6	1	1327	0
75	enc	enc50	old08	8	1	812	0
76	enc	enc51	old60	9	4	915	0
77	enc	enc52	old76	8	4	416	0
78	ctl	ctl23	nan	9	1	819	0
79	enc	enc53	old21	9	1	1205	0
80	ctl	ctl24	nan	6	1	656	0
81	enc	enc54	old67	5	1	754	0
82	enc	enc55	old36	8	1	711	0
83	enc	enc56	old38	5	4	917	0
84	enc	enc57	old49	6	4	418	0
85	ctl	ctl25	nan	6	1	763	0
86	enc	enc58	old14	5	1	1054	0
87	enc	enc59	old43	6	1	2348	0
88	enc	enc60	old74	8	4	420	0
89	ctl	ctl26	nan	6	1	563	0
90	ctl	ctl27	nan	9	1	588	0
91	ctl	ctl28	nan	5	4	421	0
92	enc	enc61	old39	5	1	886	0
93	enc	enc62	old64	5	4	1421	0
94	ctl	ctl29	nan	8	4	421	0
95	enc	enc63	old04	5	1	965	0
96	enc	enc64	old13	9	1	1114	0
97	ctl	ctl30	nan	9	4	421	0
98	enc	enc65	old59	9	4	422	0
99	enc	enc66	old52	5	1	1054	0
100	ctl	ctl31	nan	6	1	691	0
101	ctl	ctl32	nan	5	1	618	0
102	enc	enc67	old61	8	4	423	0
103	enc	enc68	old37	6	1	1032	0
104	ctl	ctl33	nan	5	1	681	0
105	ctl	ctl34	nan	8	1	651	0
106	enc	enc69	old09	6	1	1042	0
107	enc	enc70	old56	5	4	425	0
108	ctl	ctl35	nan	8	1	716	0
109	ctl	ctl36	nan	6	1	704	0
110	enc	enc71	old70	6	1	1094	0
111	enc	enc72	old05	8	1	885	0
112	ctl	ctl37	nan	5	1	621	0
113	ctl	ctl38	nan	8	1	603	0
114	enc	enc73	old69	9	1	649	0
115	enc	enc74	old17	8	4	427	0
116	ctl	ctl39	nan	9	1	727	0
117	enc	enc75	old46	9	1	1130	0
118	enc	enc76	old55	6	1	700	0
119	enc	enc77	old31	5	1	1070	0
120	enc	enc78	old15	6	1	667	0
