trialnumber	category	trialcode	oldnumber	correctsource	stim_resp	stim_rt	stim_acc
1	ctl	ctl0	nan	9	1	703	0
2	enc	enc00	nan	5	1	1591	0
3	enc	enc000	nan	9	1	1991	0
4	ctl	ctl01	nan	6	1	664	0
5	enc	enc01	old64	8	1	1600	0
6	enc	enc02	old04	5	1	1313	0
7	enc	enc03	old62	5	1	1269	0
8	enc	enc04	old41	6	1	1353	0
9	enc	enc05	old46	5	1	1202	0
10	enc	enc06	old66	9	1	1187	0
11	ctl	ctl02	nan	5	1	667	0
12	ctl	ctl03	nan	6	1	548	0
13	ctl	ctl04	nan	6	1	544	0
14	ctl	ctl05	nan	9	1	692	0
15	enc	enc07	old65	6	1	932	0
16	enc	enc08	old03	8	1	1101	0
17	ctl	ctl06	nan	9	1	565	0
18	enc	enc09	old40	9	1	1374	0
19	enc	enc10	old12	5	1	1114	0
20	enc	enc11	old35	9	1	1047	0
21	enc	enc12	old30	5	1	1243	0
22	enc	enc13	old74	8	1	995	0
23	enc	enc14	old72	8	1	1288	0
24	enc	enc15	old69	9	1	1036	0
25	enc	enc16	old70	8	1	1257	0
26	enc	enc17	old02	5	1	1456	0
27	ctl	ctl07	nan	5	1	445	0
28	ctl	ctl08	nan	8	1	677	0
29	enc	enc18	old38	8	1	1254	0
30	enc	enc19	old23	8	1	1286	0
31	enc	enc20	old26	5	1	1471	0
32	enc	enc21	old76	9	1	1283	0
33	enc	enc22	old20	9	1	1223	0
34	ctl	ctl09	nan	8	1	755	0
35	enc	enc23	old10	6	1	912	0
36	ctl	ctl10	nan	9	1	557	0
37	enc	enc24	old18	8	1	1013	0
38	enc	enc25	old44	8	1	1174	0
39	enc	enc26	old19	9	1	1309	0
40	enc	enc27	old47	5	1	1190	0
41	enc	enc28	old27	6	1	987	0
42	enc	enc29	old49	9	1	1443	0
43	enc	enc30	old42	8	1	984	0
44	enc	enc31	old31	6	1	1115	0
45	enc	enc32	old13	6	1	1048	0
46	ctl	ctl11	nan	6	1	636	0
47	enc	enc33	old01	9	1	1173	0
48	enc	enc34	old59	8	1	1265	0
49	ctl	ctl12	nan	6	1	554	0
50	enc	enc35	old08	9	1	954	0
51	enc	enc36	old53	8	1	970	0
52	enc	enc37	old22	9	1	1006	0
53	enc	enc38	old68	6	1	1071	0
54	enc	enc39	old17	5	1	1180	0
55	ctl	ctl13	nan	5	1	445	0
56	enc	enc40	old16	6	1	1369	0
57	ctl	ctl14	nan	9	1	889	0
58	ctl	ctl15	nan	8	1	545	0
59	ctl	ctl16	nan	9	1	622	0
60	enc	enc41	old48	6	1	998	0
61	enc	enc42	old32	8	1	1035	0
62	enc	enc43	old33	9	1	987	0
63	enc	enc44	old77	5	1	859	0
64	enc	enc45	old58	6	1	995	0
65	enc	enc46	old55	9	1	972	0
66	ctl	ctl17	nan	8	1	577	0
67	enc	enc47	old67	6	1	862	0
68	enc	enc48	old28	9	1	1089	0
69	ctl	ctl18	nan	5	1	686	0
70	ctl	ctl19	nan	5	1	551	0
71	enc	enc49	old25	6	1	979	0
72	ctl	ctl20	nan	8	1	648	0
73	ctl	ctl21	nan	9	1	500	0
74	enc	enc50	old07	8	1	1116	0
75	enc	enc51	old63	9	1	1108	0
76	ctl	ctl22	nan	8	1	701	0
77	enc	enc52	old43	8	1	1237	0
78	enc	enc53	old21	9	1	1230	0
79	ctl	ctl23	nan	9	1	858	0
80	ctl	ctl24	nan	6	1	482	0
81	enc	enc54	old45	5	1	987	0
82	enc	enc55	old29	8	1	943	0
83	enc	enc56	old37	5	1	1180	0
84	ctl	ctl25	nan	6	1	588	0
85	enc	enc57	old75	6	1	997	0
86	ctl	ctl26	nan	6	1	593	0
87	ctl	ctl27	nan	9	1	585	0
88	enc	enc58	old15	5	1	1214	0
89	enc	enc59	old71	6	1	1058	0
90	enc	enc60	old52	8	1	1294	0
91	ctl	ctl28	nan	5	1	695	0
92	ctl	ctl29	nan	8	1	719	0
93	ctl	ctl30	nan	9	1	552	0
94	ctl	ctl31	nan	6	1	567	0
95	enc	enc61	old36	5	1	1756	0
96	ctl	ctl32	nan	5	1	752	0
97	enc	enc62	old57	5	1	993	0
98	ctl	ctl33	nan	5	1	554	0
99	enc	enc63	old05	5	1	1086	0
100	enc	enc64	old06	9	1	1203	0
101	enc	enc65	old56	9	1	1510	0
102	enc	enc66	old78	5	1	1314	0
103	enc	enc67	old60	8	1	928	0
104	ctl	ctl34	nan	8	1	660	0
105	enc	enc68	old34	6	1	1275	0
106	enc	enc69	old09	6	1	1268	0
107	ctl	ctl35	nan	8	1	628	0
108	ctl	ctl36	nan	6	1	573	0
109	enc	enc70	old61	5	1	1249	0
110	ctl	ctl37	nan	5	1	673	0
111	enc	enc71	old51	6	1	606	0
112	enc	enc72	old11	8	1	1323	0
113	enc	enc73	old50	9	1	1298	0
114	enc	enc74	old14	8	1	1011	0
115	enc	enc75	old73	9	1	1171	0
116	ctl	ctl38	nan	8	1	576	0
117	ctl	ctl39	nan	9	1	1085	0
118	enc	enc76	old54	6	1	1113	0
119	enc	enc77	old39	5	1	1601	0
120	enc	enc78	old24	6	1	521	0
