trialnumber	category	trialcode	oldnumber	correctsource	stim_resp	stim_rt	stim_acc
1	enc	enc00	nan	8	1	899	0
2	enc	enc000	nan	9	1	657	0
3	ctl	ctl0	nan	8	1	1249	0
4	enc	enc01	old64	6	1	1563	0
5	enc	enc02	old10	5	1	1099	0
6	enc	enc03	old26	6	1	1077	0
7	enc	enc04	old77	9	1	1348	0
8	enc	enc05	old63	8	1	1776	0
9	enc	enc06	old50	9	1	1147	0
10	enc	enc07	old39	8	1	1629	0
11	ctl	ctl01	nan	8	1	1432	0
12	ctl	ctl02	nan	5	1	991	0
13	enc	enc08	old43	6	1	1030	0
14	ctl	ctl03	nan	6	1	864	0
15	enc	enc09	old20	5	1	1777	0
16	enc	enc10	old27	6	1	1915	0
17	ctl	ctl04	nan	8	1	946	0
18	enc	enc11	old07	6	1	1132	0
19	enc	enc12	old19	8	1	2273	0
20	enc	enc13	old78	5	1	1922	0
21	enc	enc14	old21	9	1	2177	0
22	enc	enc15	old31	9	1	1880	0
23	enc	enc16	old29	5	1	1596	0
24	enc	enc17	old16	5	1	2116	0
25	enc	enc18	old03	5	1	478	0
26	ctl	ctl05	nan	8	1	856	0
27	ctl	ctl06	nan	5	1	787	0
28	enc	enc19	old41	8	1	738	0
29	enc	enc20	old68	6	1	1267	0
30	enc	enc21	old53	5	1	1642	0
31	ctl	ctl07	nan	5	1	770	0
32	enc	enc22	old74	6	1	603	0
33	enc	enc23	old08	5	1	1323	0
34	ctl	ctl08	nan	6	1	549	0
35	enc	enc24	old05	8	1	650	0
36	enc	enc25	old52	5	1	630	0
37	enc	enc26	old56	9	1	1229	0
38	enc	enc27	old42	8	1	1982	0
39	enc	enc28	old14	9	1	1888	0
40	enc	enc29	old38	8	1	2294	0
41	enc	enc30	old62	6	1	897	0
42	ctl	ctl09	nan	9	1	925	0
43	ctl	ctl10	nan	8	1	815	0
44	enc	enc31	old06	9	1	1515	0
45	enc	enc32	old73	6	1	1341	0
46	enc	enc33	old15	9	1	1360	0
47	enc	enc34	old17	6	1	1651	0
48	ctl	ctl11	nan	5	1	1189	0
49	enc	enc35	old72	5	1	1585	0
50	enc	enc36	old11	9	1	911	0
51	ctl	ctl12	nan	9	1	889	0
52	enc	enc37	old01	8	1	1479	0
53	ctl	ctl13	nan	6	1	801	0
54	ctl	ctl14	nan	6	1	707	0
55	ctl	ctl15	nan	6	1	479	0
56	ctl	ctl16	nan	9	1	546	0
57	enc	enc38	old44	6	1	443	0
58	enc	enc39	old54	6	1	1403	0
59	enc	enc40	old61	5	1	1785	0
60	enc	enc41	old76	6	1	1352	0
61	enc	enc42	old65	9	1	932	0
62	enc	enc43	old23	8	1	1726	0
63	enc	enc44	old37	9	1	2121	0
64	enc	enc45	old25	8	1	2475	0
65	enc	enc46	old34	9	1	1831	0
66	enc	enc47	old28	6	1	522	0
67	enc	enc48	old02	6	1	869	0
68	enc	enc49	old51	8	1	583	0
69	enc	enc50	old49	9	1	1116	0
70	enc	enc51	old12	6	1	1161	0
71	ctl	ctl17	nan	8	1	657	0
72	enc	enc52	old47	5	1	722	0
73	ctl	ctl18	nan	9	1	626	0
74	ctl	ctl19	nan	8	1	589	0
75	ctl	ctl20	nan	5	1	511	0
76	enc	enc53	old58	9	1	565	0
77	enc	enc54	old40	8	1	1693	0
78	enc	enc55	old60	8	1	2097	0
79	enc	enc56	old33	6	1	1048	0
80	ctl	ctl21	nan	5	1	461	0
81	enc	enc57	old57	9	1	1592	0
82	ctl	ctl22	nan	8	1	606	0
83	enc	enc58	old71	9	1	1474	0
84	ctl	ctl23	nan	9	1	658	0
85	ctl	ctl24	nan	8	1	651	0
86	ctl	ctl25	nan	9	1	722	0
87	ctl	ctl26	nan	5	1	608	0
88	enc	enc59	old59	5	1	1351	0
89	ctl	ctl27	nan	6	1	1137	0
90	ctl	ctl28	nan	6	1	510	0
91	enc	enc60	old55	8	1	643	0
92	ctl	ctl29	nan	9	1	533	0
93	enc	enc61	old04	8	1	628	0
94	enc	enc62	old32	5	1	755	0
95	enc	enc63	old67	8	1	717	0
96	ctl	ctl30	nan	8	1	537	0
97	enc	enc64	old75	9	1	988	0
98	enc	enc65	old70	8	1	1309	0
99	enc	enc66	old66	8	1	1809	0
100	ctl	ctl31	nan	8	1	674	0
101	ctl	ctl32	nan	5	1	758	0
102	enc	enc67	old09	5	1	1240	0
103	ctl	ctl33	nan	9	1	420	0
104	ctl	ctl34	nan	9	1	1021	0
105	ctl	ctl35	nan	6	1	714	0
106	enc	enc68	old13	9	1	756	0
107	ctl	ctl36	nan	6	1	829	0
108	ctl	ctl37	nan	5	1	567	0
109	ctl	ctl38	nan	6	1	613	0
110	enc	enc69	old36	5	1	1099	0
111	enc	enc70	old48	9	1	508	0
112	enc	enc71	old30	8	1	724	0
113	enc	enc72	old24	6	1	649	0
114	enc	enc73	old69	9	1	738	0
115	ctl	ctl39	nan	9	1	884	0
116	enc	enc74	old46	5	1	653	0
117	enc	enc75	old45	6	1	491	0
118	enc	enc76	old18	5	1	710	0
119	enc	enc77	old35	5	1	594	0
120	enc	enc78	old22	8	1	1212	0
