0	1	2	3	4	5	6	7	8
1	enc	enc00	nan	encoding	0.032	fixation	3.032	4.5
2	enc	enc000	nan	encoding	7.531	fixation	10.531	0.5
3	ctl	ctl0	nan	control	11.031	fixation	14.031	0.5
4	enc	enc01	old64	encoding	14.531	fixation	17.53	6.5
5	enc	enc02	old07	encoding	24.03	fixation	27.03	2
6	enc	enc03	old18	encoding	29.029	fixation	32.029	1.5
7	enc	enc04	old73	encoding	33.529	fixation	36.529	1
8	enc	enc05	old59	encoding	37.529	fixation	40.528	8.5
9	enc	enc06	old43	encoding	49.028	fixation	52.027	2
10	enc	enc07	old31	encoding	54.027	fixation	57.027	2.5
11	ctl	ctl01	nan	control	59.527	fixation	62.526	1.5
12	ctl	ctl02	nan	control	64.026	fixation	67.026	1.5
13	enc	enc08	old47	encoding	68.526	fixation	71.526	0.5
14	ctl	ctl03	nan	control	72.026	fixation	75.025	0.5
15	enc	enc09	old15	encoding	75.525	fixation	78.525	2
16	enc	enc10	old27	encoding	80.525	fixation	83.524	1.5
17	ctl	ctl04	nan	control	85.024	fixation	88.024	2
18	enc	enc11	old11	encoding	90.024	fixation	93.024	7.5
19	enc	enc12	old17	encoding	100.523	fixation	103.523	5
20	enc	enc13	old66	encoding	108.522	fixation	111.522	1.5
21	enc	enc14	old22	encoding	113.022	fixation	116.022	3
22	enc	enc15	old32	encoding	119.021	fixation	122.021	1
23	enc	enc16	old34	encoding	123.021	fixation	126.021	1.5
24	enc	enc17	old19	encoding	127.521	fixation	130.52	8.5
25	enc	enc18	old09	encoding	139.02	fixation	142.019	2
26	ctl	ctl05	nan	control	144.019	fixation	147.019	1
27	ctl	ctl06	nan	control	148.019	fixation	151.018	1.5
28	enc	enc19	old41	encoding	152.518	fixation	155.518	6.5
29	enc	enc20	old77	encoding	162.017	fixation	165.017	1.5
30	enc	enc21	old57	encoding	166.517	fixation	169.517	6.5
31	ctl	ctl07	nan	control	176.016	fixation	179.016	3.5
32	enc	enc22	old75	encoding	182.516	fixation	185.515	8
33	enc	enc23	old02	encoding	193.515	fixation	196.514	13
34	ctl	ctl08	nan	control	209.513	fixation	212.513	1
35	enc	enc24	old04	encoding	213.513	fixation	216.513	2.5
36	enc	enc25	old42	encoding	219.012	fixation	222.012	1.5
37	enc	enc26	old53	encoding	223.512	fixation	226.512	3.5
38	enc	enc27	old50	encoding	230.011	fixation	233.011	2
39	enc	enc28	old24	encoding	235.011	fixation	238.011	3
40	enc	enc29	old38	encoding	241.01	fixation	244.01	7
41	enc	enc30	old63	encoding	251.01	fixation	254.009	1
42	ctl	ctl09	nan	control	255.009	fixation	258.009	0.5
43	ctl	ctl10	nan	control	258.509	fixation	261.509	1
44	enc	enc31	old05	encoding	262.508	fixation	265.508	0.5
45	enc	enc32	old70	encoding	266.008	fixation	269.008	7
46	enc	enc33	old26	encoding	276.007	fixation	279.007	4
47	enc	enc34	old20	encoding	283.007	fixation	286.006	2
48	ctl	ctl11	nan	control	288.006	fixation	291.006	2.5
49	enc	enc35	old74	encoding	293.506	fixation	296.505	4.5
50	enc	enc36	old06	encoding	301.005	fixation	304.005	0.5
51	ctl	ctl12	nan	control	304.505	fixation	307.504	3
52	enc	enc37	old03	encoding	310.504	fixation	313.504	2
53	ctl	ctl13	nan	control	315.504	fixation	318.504	0.5
54	ctl	ctl14	nan	control	319.003	fixation	322.003	1
55	ctl	ctl15	nan	control	323.003	fixation	326.003	2.5
56	ctl	ctl16	nan	control	328.503	fixation	331.502	6.5
57	enc	enc38	old51	encoding	338.002	fixation	341.001	9.5
58	enc	enc39	old58	encoding	350.501	fixation	353.5	3
59	enc	enc40	old60	encoding	356.5	fixation	359.5	3
60	enc	enc41	old68	encoding	362.5	fixation	365.499	1
61	enc	enc42	old55	encoding	366.499	fixation	369.499	2
62	enc	enc43	old25	encoding	371.499	fixation	374.498	1
63	enc	enc44	old39	encoding	375.498	fixation	378.498	0.5
64	enc	enc45	old21	encoding	378.998	fixation	381.998	2.5
65	enc	enc46	old33	encoding	384.498	fixation	387.497	8.5
66	enc	enc47	old35	encoding	395.997	fixation	398.996	5.5
67	enc	enc48	old08	encoding	404.496	fixation	407.496	2
68	enc	enc49	old44	encoding	409.495	fixation	412.495	6
69	enc	enc50	old46	encoding	418.495	fixation	421.494	6
70	enc	enc51	old01	encoding	427.494	fixation	430.493	1.5
71	ctl	ctl17	nan	control	431.993	fixation	434.993	2
72	enc	enc52	old52	encoding	436.993	fixation	439.993	1.5
73	ctl	ctl18	nan	control	441.492	fixation	444.492	4
