0	1	2	3	4	5	6	7	8
1	enc	enc00	nan	encoding	0.082	fixation	3.082	7
2	enc	enc000	nan	encoding	10.081	fixation	13.081	4.5
3	ctl	ctl0	nan	control	17.58	fixation	20.58	4.5
4	enc	enc01	old56	encoding	25.08	fixation	28.08	0.5
5	ctl	ctl01	nan	control	28.58	fixation	31.579	0.5
6	enc	enc02	old04	encoding	32.079	fixation	35.079	4.5
7	enc	enc03	old58	encoding	39.579	fixation	42.579	2
8	ctl	ctl02	nan	control	44.578	fixation	47.578	3.5
9	ctl	ctl03	nan	control	51.078	fixation	54.078	1.5
10	enc	enc04	old78	encoding	55.578	fixation	58.577	2.5
11	enc	enc05	old76	encoding	61.077	fixation	64.077	1
12	ctl	ctl04	nan	control	65.077	fixation	68.077	3
13	enc	enc06	old48	encoding	71.076	fixation	74.076	4
14	ctl	ctl05	nan	control	78.076	fixation	81.076	0.5
15	enc	enc07	old53	encoding	81.575	fixation	84.575	2.5
16	ctl	ctl06	nan	control	87.075	fixation	90.075	2.5
17	ctl	ctl07	nan	control	92.575	fixation	95.574	3.5
18	enc	enc08	old11	encoding	99.074	fixation	102.074	1
19	enc	enc09	old68	encoding	103.074	fixation	106.074	2
20	enc	enc10	old05	encoding	108.073	fixation	111.073	0.5
21	enc	enc11	old29	encoding	111.573	fixation	114.573	4.5
22	enc	enc12	old35	encoding	119.073	fixation	122.072	7
23	enc	enc13	old50	encoding	129.072	fixation	132.072	0.5
24	enc	enc14	old40	encoding	132.572	fixation	135.571	2
25	enc	enc15	old47	encoding	137.571	fixation	140.571	1
26	enc	enc16	old43	encoding	141.571	fixation	144.571	1
27	enc	enc17	old02	encoding	145.57	fixation	148.57	3.5
28	ctl	ctl08	nan	control	152.07	fixation	155.07	1
29	enc	enc18	old37	encoding	156.07	fixation	159.069	2
30	enc	enc19	old26	encoding	161.069	fixation	164.069	0.5
31	enc	enc20	old22	encoding	164.569	fixation	167.569	3.5
32	ctl	ctl09	nan	control	171.069	fixation	174.068	7
33	enc	enc21	old41	encoding	181.068	fixation	184.067	2.5
34	enc	enc22	old18	encoding	186.567	fixation	189.567	5
35	enc	enc23	old09	encoding	194.567	fixation	197.566	1
36	enc	enc24	old19	encoding	198.566	fixation	201.566	10
37	enc	enc25	old70	encoding	211.565	fixation	214.565	1.5
38	enc	enc26	old25	encoding	216.065	fixation	219.065	0.5
39	enc	enc27	old72	encoding	219.565	fixation	222.564	2.5
40	enc	enc28	old27	encoding	225.064	fixation	228.064	3.5
41	ctl	ctl10	nan	control	231.564	fixation	234.564	1
42	ctl	ctl11	nan	control	235.563	fixation	238.563	0.5
43	ctl	ctl12	nan	control	239.063	fixation	242.063	1.5
44	ctl	ctl13	nan	control	243.563	fixation	246.563	7
45	enc	enc29	old69	encoding	253.562	fixation	256.562	7
46	enc	enc30	old67	encoding	263.561	fixation	266.561	2
47	ctl	ctl14	nan	control	268.561	fixation	271.561	6.5
48	enc	enc31	old28	encoding	278.06	fixation	281.06	3.5
49	enc	enc32	old12	encoding	284.56	fixation	287.559	2.5
50	enc	enc33	old07	encoding	290.059	fixation	293.059	4
51	enc	enc34	old61	encoding	297.059	fixation	300.058	3.5
52	ctl	ctl15	nan	control	303.558	fixation	306.558	1
53	enc	enc35	old03	encoding	307.558	fixation	310.558	6.5
54	ctl	ctl16	nan	control	317.057	fixation	320.057	7.5
55	ctl	ctl17	nan	control	327.556	fixation	330.556	2.5
56	enc	enc36	old57	encoding	333.056	fixation	336.056	1.5
57	enc	enc37	old14	encoding	337.555	fixation	340.555	1
58	enc	enc38	old44	encoding	341.555	fixation	344.555	3
59	ctl	ctl18	nan	control	347.555	fixation	350.554	2.5
60	enc	enc39	old17	encoding	353.054	fixation	356.054	1
61	enc	enc40	old15	encoding	357.054	fixation	360.054	9
62	enc	enc41	old75	encoding	369.053	fixation	372.053	1.5
63	enc	enc42	old34	encoding	373.553	fixation	376.552	8.5
64	enc	enc43	old36	encoding	385.052	fixation	388.052	8
65	ctl	ctl19	nan	control	396.051	fixation	399.051	1.5
66	enc	enc44	old42	encoding	400.551	fixation	403.55	5
67	ctl	ctl20	nan	control	408.55	fixation	411.55	1
