	Condition	CorrectSource	Stim_RT
0	CTL	8	1.39
1	Enc	6	1.145
2	Enc	5	1.083
3	Enc	6	1.255
4	Enc	9	1.251
5	Enc	8	1.09
6	Enc	9	0.867
7	CTL	5	1.442
8	CTL	6	0.963
9	Enc	8	1.639
10	CTL	8	0.891
11	Enc	6	1.267
12	Enc	5	0.988
13	CTL	8	1.078
14	Enc	6	1.158
15	Enc	6	0.962
16	Enc	8	1.46
17	Enc	5	1.201
18	Enc	9	0.944
19	Enc	9	1.196
20	Enc	5	1.419
21	Enc	5	1.063
22	CTL	5	1.295
23	Enc	5	1.038
24	Enc	8	1.106
25	CTL	5	1.126
26	Enc	6	1.01
27	Enc	5	1.355
28	Enc	6	0.887
29	Enc	5	0.962
30	Enc	8	1.284
31	Enc	5	1.128
32	Enc	9	1.382
33	CTL	6	0.983
34	CTL	9	1.465
35	CTL	8	0.8
36	CTL	5	0.744
37	Enc	8	1.722
38	CTL	9	1.251
39	Enc	9	1.199
40	CTL	6	1.008
41	Enc	8	1.721
42	Enc	6	1.971
43	Enc	9	1.281
44	Enc	6	1.386
45	Enc	9	0.627
46	Enc	6	0.695
47	CTL	6	2.025
48	Enc	5	0.709
49	Enc	9	0.728
50	Enc	8	1.265
51	Enc	6	0.853
52	CTL	6	1.218
53	CTL	9	0.534
54	Enc	6	0.75
55	Enc	5	2.104
56	Enc	6	0.962
57	CTL	8	0.818
58	Enc	9	0.741
59	Enc	8	0.793
60	Enc	9	1.368
61	CTL	9	0.0
62	Enc	8	0.806
63	Enc	9	0.559
64	CTL	8	1.103
65	CTL	5	0.808
66	CTL	5	0.588
67	CTL	8	0.558
68	CTL	9	0.849
69	CTL	8	0.747
70	Enc	6	0.778
71	Enc	6	1.478
72	Enc	8	1.709
73	Enc	9	1.239
74	Enc	6	1.776
75	CTL	9	1.169
76	CTL	5	0.885
77	Enc	5	0.863
78	Enc	9	0.827
79	Enc	8	0.681
80	Enc	8	0.572
81	CTL	6	0.736
82	Enc	6	0.429
83	CTL	6	1.124
84	Enc	9	0.759
85	Enc	9	1.334
86	Enc	5	1.197
87	CTL	9	0.731
88	Enc	8	0.769
89	CTL	8	0.642
90	Enc	8	0.678
91	CTL	8	0.742
92	Enc	5	0.711
93	CTL	5	1.741
94	Enc	8	0.58
95	Enc	9	2.725
96	CTL	9	0.789
97	CTL	9	0.485
98	Enc	8	2.319
99	Enc	8	1.604
100	CTL	6	0.622
101	Enc	5	0.618
102	Enc	9	0.994
103	Enc	5	1.812
104	Enc	9	1.048
105	Enc	8	0.644
106	CTL	6	1.117
107	Enc	6	0.475
108	Enc	9	1.032
109	CTL	5	1.776
110	CTL	6	1.38
111	Enc	5	1.67
112	Enc	6	0.499
113	CTL	9	0.841
114	Enc	5	0.79
115	Enc	5	0.925
116	Enc	8	1.817
