	Condition	CorrectSource	Stim_RT
0	Enc	6	1.053
1	Enc	5	0.869
2	Enc	6	0.895
3	Enc	9	1.622
4	Enc	8	1.042
5	Enc	9	0.988
6	Enc	8	1.23
7	CTL	8	0.842
8	CTL	5	0.801
9	Enc	6	1.009
10	CTL	6	1.218
11	Enc	5	0.948
12	Enc	6	0.909
13	CTL	8	0.892
14	Enc	6	0.805
15	Enc	8	0.907
16	Enc	5	0.94
17	Enc	9	0.939
18	Enc	9	1.346
19	Enc	5	1.423
20	Enc	5	0.918
21	Enc	5	0.8
22	CTL	8	0.857
23	CTL	5	0.621
24	Enc	8	0.845
25	Enc	6	0.782
26	Enc	5	0.965
27	CTL	5	0.788
28	Enc	6	0.717
29	Enc	5	0.814
30	CTL	6	0.84
31	Enc	8	0.973
32	Enc	5	0.745
33	Enc	9	0.791
34	Enc	8	0.784
35	Enc	9	0.978
36	Enc	8	0.969
37	Enc	6	0.852
38	CTL	9	2.112
39	CTL	8	0.698
40	Enc	9	1.046
41	Enc	6	0.919
42	Enc	9	0.77
43	Enc	6	0.822
44	CTL	5	0.792
45	Enc	5	0.596
46	Enc	9	0.85
47	CTL	9	1.028
48	Enc	8	0.842
49	CTL	6	0.659
50	CTL	6	0.804
51	CTL	6	0.616
52	CTL	9	0.789
53	Enc	6	0.726
54	Enc	6	0.95
55	Enc	5	1.788
56	Enc	6	0.0
57	Enc	9	0.862
58	Enc	8	0.768
59	Enc	9	0.62
60	Enc	8	1.15
61	Enc	9	0.722
62	Enc	6	0.677
63	Enc	6	0.407
64	Enc	8	0.657
65	Enc	9	0.775
66	Enc	6	1.404
67	CTL	8	0.948
68	Enc	5	0.541
69	CTL	9	0.797
70	CTL	8	0.615
71	CTL	5	0.673
72	Enc	9	0.0
73	Enc	8	0.0
74	Enc	8	0.0
75	Enc	6	0.0
76	CTL	5	0.72
77	Enc	9	0.619
78	CTL	8	0.776
79	Enc	9	0.596
80	CTL	9	0.644
81	CTL	8	0.605
82	CTL	9	0.628
83	CTL	5	0.554
84	Enc	5	0.529
85	CTL	6	0.842
86	CTL	6	0.639
87	Enc	8	0.613
88	CTL	9	0.631
89	Enc	8	0.342
90	Enc	5	0.581
91	Enc	8	0.598
92	CTL	8	0.882
93	Enc	9	0.894
94	Enc	8	0.856
95	Enc	8	0.635
96	CTL	8	1.316
97	CTL	5	0.6
98	Enc	5	0.77
99	CTL	9	0.541
100	CTL	9	0.567
101	CTL	6	0.532
102	Enc	9	0.79
103	CTL	6	0.767
104	CTL	5	0.673
105	CTL	6	0.0
106	Enc	5	0.604
107	Enc	9	0.582
108	Enc	8	0.669
109	Enc	6	0.547
110	Enc	9	0.621
111	CTL	9	0.998
112	Enc	5	0.607
113	Enc	6	0.549
114	Enc	5	0.551
115	Enc	5	0.811
116	Enc	8	0.925
