trial_num	Unnamed: 0.1	Unnamed: 0.1.1	Unnamed: 0.1.1.1	Unnamed: 0.1.1.1.1	Unnamed: 0.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	CorrectSource	Stim_RT	onset	stimDurSec	fixOnsetSec	fixlen	ImageID	trial_type	duration	isi	isiFix	trial_end	unscanned	stimDur	fixDur	fixcross
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0.0	25.073	3.0	28.073	0.5	Old58	Enc01	31.073			56.146	False			28.073
2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	5	0.0	32.073	3.0	35.072	4.5	Old02	Enc02	38.072	3.5	3.4990000000000023	70.14500000000001	False	3.5	3.4990000000000023	35.072
3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	5	0.0	39.572	3.0	42.572	2.0	Old54	Enc03	45.572	7.499000000000002	7.5	85.144	False	7.499000000000002	7.5	42.572
6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	0.0	55.57100000000001	3.0	58.57100000000001	2.5	Old69	Enc04	61.57100000000001	4.5	4.5	117.14200000000002	False	4.5	4.5	58.57100000000001
7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	5	0.0	61.07	3.0	64.07	1.0	Old71	Enc05	67.07	5.498999999999988	5.498999999999981	128.14	False	5.498999999999988	5.498999999999981	64.07
9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	0.0	71.07	3.0	74.069	4.0	Old48	Enc06	77.069	6.0	5.999000000000009	148.139	False	6.0	5.999000000000009	74.069
11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	6	0.0	81.569	3.0	84.569	2.5	Old64	Enc07	87.569	3.5	3.5	169.138	False	3.5	3.5	84.569
14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	8	0.0	99.067	3.0	102.067	1.0	Old06	Enc08	105.067	6.498999999999995	6.498999999999995	204.134	False	6.498999999999995	6.498999999999995	102.067
15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	9	0.0	103.067	3.0	106.067	2.0	Old75	Enc09	109.067	4.0	4.0	212.134	False	4.0	4.0	106.067
16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	5	0.0	108.067	3.0	111.067	0.5	Old08	Enc10	114.067	5.0	5.0	222.134	False	5.0	5.0	111.067
