trial_num	Unnamed: 0.1	Unnamed: 0.1.1	Unnamed: 0.1.1.1	Unnamed: 0.1.1.1.1	Unnamed: 0.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	CorrectSource	Stim_RT	onset	stimDurSec	fixOnsetSec	fixlen	ImageID	trial_type	duration	isi	isiFix	trial_end	unscanned	stimDur	fixDur	fixcross
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1.51	14.602	3.0	17.61	6.5	Old54	Enc01	20.61			35.212	False			17.61
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5	1.694	24.113000000000003	3.0	27.122	2.0	Old06	Enc02	30.122	9.511000000000003	9.512	54.235	False	9.511000000000005	9.512	27.122
2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	6	0.0	29.111	3.0	32.12	1.5	Old23	Enc03	35.12	4.9979999999999976	4.9979999999999976	64.231	False	4.9979999999999976	4.9979999999999976	32.12
3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	9	1.279	33.608000000000004	3.0	36.617	1.0	Old68	Enc04	39.617	4.497000000000003	4.497	73.225	False	4.497000000000003	4.497	36.617
4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	8	1.331	37.62	3.0	40.629	8.5	Old58	Enc05	43.629	4.011999999999993	4.0120000000000005	81.249	False	4.011999999999993	4.0120000000000005	40.629
5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	9	1.181	49.121	3.0	52.13	2.0	Old50	Enc06	55.13	11.501000000000005	11.501000000000005	104.251	False	11.501000000000005	11.501000000000005	52.13
6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	8	1.887	54.119	3.0	57.128	2.5	Old33	Enc07	60.128	4.9979999999999976	4.9979999999999976	114.247	False	4.9979999999999976	4.9979999999999976	57.128
9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	6	1.337	68.612	3.0	71.62100000000002	0.5	Old47	Enc08	74.62100000000002	4.497	4.497000000000028	143.233	False	4.497	4.497000000000028	71.62100000000002
11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	5	1.1	75.633	3.0	78.642	2.0	Old21	Enc09	81.642	3.509999999999991	3.509999999999991	157.27499999999998	False	3.509999999999991	3.509999999999991	78.642
12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	6	0.8859999999999999	80.631	3.0	83.64	1.5	Old36	Enc10	86.64	4.998000000000005	4.998000000000005	167.27100000000002	False	4.998000000000005	4.998000000000005	83.64
14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	6	0.711	90.126	3.0	93.135	7.5	Old01	Enc11	96.135	4.998000000000019	4.998000000000005	186.26100000000002	False	4.998000000000019	4.998000000000005	93.135
15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	8	0.644	100.624	3.0	103.633	5.0	Old19	Enc12	106.633	10.49799999999999	10.49799999999999	207.257	False	10.49799999999999	10.49799999999999	103.633
16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	5	1.149	108.631	3.0	111.64	1.5	Old74	Enc13	114.64	8.007000000000005	8.007000000000005	223.27100000000002	False	8.007000000000005	8.007000000000005	111.64
17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	9	0.6920000000000001	113.128	3.0	116.137	3.0	Old25	Enc14	119.137	4.497	4.497	232.265	False	4.497	4.497	116.137
18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	9	0.97	119.129	3.0	122.138	1.0	Old38	Enc15	125.138	6.001000000000005	6.001000000000005	244.267	False	6.001000000000005	6.001000000000005	122.138
19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	5	1.286	123.141	3.0	126.15	1.5	Old31	Enc16	129.15	4.0120000000000005	4.0120000000000005	252.291	False	4.0120000000000005	4.0120000000000005	126.15
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	5	0.949	127.638	3.0	130.64700000000002	8.5	Old15	Enc17	133.64700000000002	4.497	4.497000000000014	261.285	False	4.497	4.497000000000014	130.64700000000002
21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	5	0.665	139.138	3.0	142.14700000000002	2.0	Old08	Enc18	145.14700000000002	11.5	11.5	284.285	False	11.5	11.5	142.14700000000002
24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	8	0.573	152.645	3.0	155.654	6.5	Old51	Enc19	158.654	4.496000000000009	4.496000000000009	311.299	False	4.496000000000009	4.496000000000009	155.654
25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	6	0.725	162.157	3.0	165.166	1.5	Old69	Enc20	168.166	9.512	9.512	330.323	False	9.512	9.512	165.166
26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	5	0.804	166.65400000000002	3.0	169.66299999999998	6.5	Old61	Enc21	172.66299999999998	4.497000000000014	4.496999999999986	339.317	False	4.497000000000014	4.496999999999986	169.66299999999998
28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	6	0.629	182.668	3.0	185.677	8.0	Old78	Enc22	188.677	6.503000000000014	6.502999999999986	371.345	False	6.503000000000014	6.502999999999986	185.677
29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	5	0.629	193.667	3.0	196.676	13.0	Old13	Enc23	199.676	10.998999999999995	10.998999999999995	393.34299999999996	False	10.998999999999995	10.998999999999995	196.676
31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	8	0.723	213.677	3.0	216.686	2.5	Old02	Enc24	219.686	4.0120000000000005	4.0120000000000005	433.363	False	4.0120000000000005	4.0120000000000005	216.686
32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	5	0.7120000000000001	219.176	3.0	222.185	1.5	Old42	Enc25	225.185	5.498999999999995	5.498999999999995	444.361	False	5.498999999999995	5.498999999999995	222.185
33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	9	1.446	223.673	3.0	226.682	3.5	Old63	Enc26	229.682	4.497000000000014	4.496999999999986	453.355	False	4.497000000000014	4.496999999999986	226.682
34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	8	1.087	230.176	3.0	233.185	2.0	Old52	Enc27	236.185	6.502999999999986	6.503000000000014	466.361	False	6.502999999999986	6.503000000000014	233.185
35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	9	1.025	235.174	3.0	238.183	3.0	Old16	Enc28	241.183	4.998000000000019	4.9979999999999905	476.35699999999997	False	4.998000000000019	4.997999999999991	238.183
36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	8	0.992	241.175	3.0	244.18400000000003	7.0	Old30	Enc29	247.18400000000003	6.001000000000005	6.001000000000033	488.35900000000004	False	6.001000000000005	6.001000000000033	244.18400000000003
37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	6	0.65	251.172	3.0	254.181	1.0	Old65	Enc30	257.18100000000004	9.996999999999986	9.996999999999986	508.35300000000007	False	9.996999999999986	9.996999999999986	254.181
40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	9	1.052	262.706	3.0	265.715	0.5	Old10	Enc31	268.715	4.0120000000000005	4.0120000000000005	531.421	False	4.0120000000000005	4.0120000000000005	265.715
