trial_num	Unnamed: 0.1	Unnamed: 0.1.1	Unnamed: 0.1.1.1	Unnamed: 0.1.1.1.1	Unnamed: 0.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	CorrectSource	Stim_RT	onset	stimDurSec	fixOnsetSec	fixlen	trial_type	duration	isi	isiFix	trial_end	unscanned	stimDur	fixDur	fixcross
7	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	8.0	1.459	59.619	3.0	62.628	1.5	CTL01	11.0	5.5	5.5	70.619	0.0	5.5	5.5	62.628
8	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	5.0	0.947	64.115	3.0	67.124	1.5	CTL02	8.99199999999999	4.495999999999995	4.495999999999995	73.10699999999999	0.0	4.495999999999995	4.495999999999995	67.124
10	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	6.0	0.0	72.123	3.0	75.132	0.5	CTL03	7.021999999999991	3.51100000000001	3.510999999999981	79.145	0.0	3.51100000000001	3.510999999999981	75.132
13	13.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	8.0	0.0	85.12799999999999	3.0	88.137	2.0	CTL04	8.993999999999986	4.496999999999986	4.497	94.12199999999996	0.0	4.496999999999986	4.497	88.137
22	22.0	22.0	22.0	22.0	22.0	22.0	22.0	22.0	22.0	22.0	22.0	22.0	22.0	22.0	22.0	22.0	22.0	22.0	22.0	22.0	22.0	22.0	8.0	0.929	144.137	3.0	147.14600000000002	1.0	CTL05	9.99799999999999	4.998999999999995	4.998999999999995	154.135	0.0	4.998999999999995	4.998999999999995	147.14600000000002
23	23.0	23.0	23.0	23.0	23.0	23.0	23.0	23.0	23.0	23.0	23.0	23.0	23.0	23.0	23.0	23.0	23.0	23.0	23.0	23.0	23.0	23.0	5.0	0.685	148.149	3.0	151.158	1.5	CTL06	8.023999999999972	4.0120000000000005	4.011999999999972	156.17299999999997	0.0	4.0120000000000005	4.011999999999972	151.158
27	27.0	27.0	27.0	27.0	27.0	27.0	27.0	27.0	27.0	27.0	27.0	27.0	27.0	27.0	27.0	27.0	27.0	27.0	27.0	27.0	27.0	27.0	5.0	0.5720000000000001	176.165	3.0	179.174	3.5	CTL07	19.02199999999999	9.510999999999967	9.511000000000024	195.187	0.0	9.510999999999967	9.511000000000024	179.174
30	30.0	30.0	30.0	30.0	30.0	30.0	30.0	30.0	30.0	30.0	30.0	30.0	30.0	30.0	30.0	30.0	30.0	30.0	30.0	30.0	30.0	30.0	6.0	0.823	209.665	3.0	212.674	1.0	CTL08	31.99600000000001	15.99799999999999	15.99800000000002	241.661	0.0	15.99799999999999	15.99800000000002	212.674
38	38.0	38.0	38.0	38.0	38.0	38.0	38.0	38.0	38.0	38.0	38.0	38.0	38.0	38.0	38.0	38.0	38.0	38.0	38.0	38.0	38.0	38.0	9.0	0.8059999999999999	255.18400000000003	3.0	258.192	0.5	CTL09	8.023000000000025	4.012000000000029	4.010999999999996	263.20700000000005	0.0	4.012000000000029	4.010999999999996	258.192
39	39.0	39.0	39.0	39.0	39.0	39.0	39.0	39.0	39.0	39.0	39.0	39.0	39.0	39.0	39.0	39.0	39.0	39.0	39.0	39.0	39.0	39.0	8.0	0.944	258.694	3.0	261.703	1.0	CTL10	7.020999999999958	3.509999999999991	3.510999999999968	265.715	0.0	3.509999999999991	3.510999999999968	261.703
44	44.0	44.0	44.0	44.0	44.0	44.0	44.0	44.0	44.0	44.0	44.0	44.0	44.0	44.0	44.0	44.0	44.0	44.0	44.0	44.0	44.0	44.0	5.0	0.502	288.215	3.0	291.224	2.5	CTL11	9.99599999999998	4.997999999999991	4.997999999999991	298.211	0.0	4.997999999999991	4.997999999999991	291.224
47	47.0	47.0	47.0	47.0	47.0	47.0	47.0	47.0	47.0	47.0	47.0	47.0	47.0	47.0	47.0	47.0	47.0	47.0	47.0	47.0	47.0	47.0	9.0	0.929	304.731	3.0	307.74	3.0	CTL12	7.021999999999935	3.5109999999999677	3.510999999999968	311.753	0.0	3.510999999999968	3.510999999999968	307.74
49	49.0	49.0	49.0	49.0	49.0	49.0	49.0	49.0	49.0	49.0	49.0	49.0	49.0	49.0	49.0	49.0	49.0	49.0	49.0	49.0	49.0	49.0	6.0	0.61	315.73	3.0	318.73900000000003	0.5	CTL13	9.996000000000038	4.997999999999991	4.998000000000047	325.72600000000006	0.0	4.997999999999991	4.998000000000047	318.73900000000003
50	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	6.0	0.906	319.241	3.0	322.25	1.0	CTL14	7.021999999999935	3.5109999999999677	3.510999999999968	326.2629999999999	0.0	3.510999999999968	3.510999999999968	322.25
51	51.0	51.0	51.0	51.0	51.0	51.0	51.0	51.0	51.0	51.0	51.0	51.0	51.0	51.0	51.0	51.0	51.0	51.0	51.0	51.0	51.0	51.0	6.0	0.518	323.253	3.0	326.262	2.5	CTL15	8.024000000000001	4.0120000000000005	4.0120000000000005	331.277	0.0	4.0120000000000005	4.0120000000000005	326.262
52	52.0	52.0	52.0	52.0	52.0	52.0	52.0	52.0	52.0	52.0	52.0	52.0	52.0	52.0	52.0	52.0	52.0	52.0	52.0	52.0	52.0	52.0	9.0	0.523	328.75199999999995	3.0	331.761	6.5	CTL16	10.99799999999999	5.498999999999967	5.499000000000024	339.74999999999994	0.0	5.498999999999967	5.499000000000024	331.761
67	67.0	67.0	67.0	67.0	67.0	67.0	67.0	67.0	67.0	67.0	67.0	67.0	67.0	67.0	67.0	67.0	67.0	67.0	67.0	67.0	67.0	67.0	8.0	0.6409999999999999	432.31	3.0	435.319	2.0	CTL17	8.994000000000085	4.4969999999999	4.497000000000185	441.3040000000001	0.0	4.4969999999999	4.497000000000185	435.319
69	69.0	69.0	69.0	69.0	69.0	69.0	69.0	69.0	69.0	69.0	69.0	69.0	69.0	69.0	69.0	69.0	69.0	69.0	69.0	69.0	69.0	69.0	9.0	0.6659999999999999	441.805	3.0	444.814	4.0	CTL18	8.993999999999915	4.4969999999999	4.497000000000014	450.7989999999999	0.0	4.4969999999999	4.497000000000014	444.814
70	70.0	70.0	70.0	70.0	70.0	70.0	70.0	70.0	70.0	70.0	70.0	70.0	70.0	70.0	70.0	70.0	70.0	70.0	70.0	70.0	70.0	70.0	8.0	0.6609999999999999	448.809	3.0	451.818	0.5	CTL19	14.00799999999998	7.004000000000019	7.003999999999962	462.817	0.0	7.004000000000019	7.003999999999962	451.818
71	71.0	71.0	71.0	71.0	71.0	71.0	71.0	71.0	71.0	71.0	71.0	71.0	71.0	71.0	71.0	71.0	71.0	71.0	71.0	71.0	71.0	71.0	5.0	0.6940000000000001	452.32	3.0	455.329	6.0	CTL20	7.021999999999991	3.5109999999999677	3.511000000000024	459.342	0.0	3.510999999999968	3.511000000000024	455.329
76	76.0	76.0	76.0	76.0	76.0	76.0	76.0	76.0	76.0	76.0	76.0	76.0	76.0	76.0	76.0	76.0	76.0	76.0	76.0	76.0	76.0	76.0	5.0	0.637	480.336	3.0	483.345	5.5	CTL21	10.998000000000047	5.499000000000024	5.499000000000024	491.33400000000006	0.0	5.499000000000024	5.499000000000024	483.345
78	78.0	78.0	78.0	78.0	78.0	78.0	78.0	78.0	78.0	78.0	78.0	78.0	78.0	78.0	78.0	78.0	78.0	78.0	78.0	78.0	78.0	78.0	8.0	0.8290000000000001	496.351	3.0	499.36	2.5	CTL22	15.012	7.505999999999972	7.506000000000029	511.363	0.0	7.505999999999972	7.506000000000029	499.36
80	80.0	80.0	80.0	80.0	80.0	80.0	80.0	80.0	80.0	80.0	80.0	80.0	80.0	80.0	80.0	80.0	80.0	80.0	80.0	80.0	80.0	80.0	9.0	0.6659999999999999	511.362	3.0	514.371	6.5	CTL23	19.024	9.512	9.512	530.386	0.0	9.512	9.512	514.371
81	81.0	81.0	81.0	81.0	81.0	81.0	81.0	81.0	81.0	81.0	81.0	81.0	81.0	81.0	81.0	81.0	81.0	81.0	81.0	81.0	81.0	81.0	8.0	0.586	520.873	3.0	523.882	1.5	CTL24	19.02199999999999	9.511000000000024	9.510999999999967	539.895	0.0	9.511000000000024	9.510999999999967	523.882
82	82.0	82.0	82.0	82.0	82.0	82.0	82.0	82.0	82.0	82.0	82.0	82.0	82.0	82.0	82.0	82.0	82.0	82.0	82.0	82.0	82.0	82.0	9.0	0.665	525.37	3.0	528.379	4.5	CTL25	8.994000000000028	4.496999999999957	4.497000000000071	534.364	0.0	4.496999999999957	4.497000000000071	528.379
83	83.0	83.0	83.0	83.0	83.0	83.0	83.0	83.0	83.0	83.0	83.0	83.0	83.0	83.0	83.0	83.0	83.0	83.0	83.0	83.0	83.0	83.0	5.0	0.759	532.876	3.0	535.885	1.5	CTL26	15.011999999999944	7.505999999999972	7.505999999999972	547.8879999999999	0.0	7.505999999999972	7.505999999999972	535.885
85	85.0	85.0	85.0	85.0	85.0	85.0	85.0	85.0	85.0	85.0	85.0	85.0	85.0	85.0	85.0	85.0	85.0	85.0	85.0	85.0	85.0	85.0	6.0	0.76	540.883	3.0	543.8919999999998	10.0	CTL27	7.0209999999998445	3.509999999999991	3.5109999999998536	547.9039999999999	0.0	3.509999999999991	3.5109999999998536	543.8919999999998
86	86.0	86.0	86.0	86.0	86.0	86.0	86.0	86.0	86.0	86.0	86.0	86.0	86.0	86.0	86.0	86.0	86.0	86.0	86.0	86.0	86.0	86.0	6.0	0.764	554.39	3.0	557.399	4.5	CTL28	27.014000000000124	13.506999999999948	13.507000000000176	581.4040000000001	0.0	13.506999999999948	13.507000000000176	557.399
88	88.0	88.0	88.0	88.0	88.0	88.0	88.0	88.0	88.0	88.0	88.0	88.0	88.0	88.0	88.0	88.0	88.0	88.0	88.0	88.0	88.0	88.0	9.0	0.628	566.894	3.0	569.903	1.5	CTL29	9.998000000000047	4.999000000000024	4.999000000000024	576.892	0.0	4.999000000000024	4.999000000000024	569.903
92	92.0	92.0	92.0	92.0	92.0	92.0	92.0	92.0	92.0	92.0	92.0	92.0	92.0	92.0	92.0	92.0	92.0	92.0	92.0	92.0	92.0	92.0	8.0	0.687	595.8969999999998	3.0	598.905	4.0	CTL30	8.022999999999797	4.01199999999983	4.010999999999967	603.9199999999996	0.0	4.01199999999983	4.010999999999967	598.905
96	96.0	96.0	96.0	96.0	96.0	96.0	96.0	96.0	96.0	96.0	96.0	96.0	96.0	96.0	96.0	96.0	96.0	96.0	96.0	96.0	96.0	96.0	8.0	1.057	619.918	3.0	622.927	1.0	CTL31	13.006000000000084	6.503000000000043	6.503000000000043	632.9240000000001	0.0	6.503000000000043	6.503000000000043	622.927
97	97.0	97.0	97.0	97.0	97.0	97.0	97.0	97.0	97.0	97.0	97.0	97.0	97.0	97.0	97.0	97.0	97.0	97.0	97.0	97.0	97.0	97.0	5.0	0.525	623.93	3.0	626.939	0.5	CTL32	8.023999999999887	4.011999999999944	4.011999999999944	631.9539999999998	0.0	4.011999999999944	4.011999999999944	626.939
99	99.0	99.0	99.0	99.0	99.0	99.0	99.0	99.0	99.0	99.0	99.0	99.0	99.0	99.0	99.0	99.0	99.0	99.0	99.0	99.0	99.0	99.0	9.0	0.691	632.94	3.0	635.9490000000002	0.5	CTL33	11.0	5.5	5.5	643.94	0.0	5.5	5.5	635.9490000000002
100	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	9.0	0.853	636.45	3.0	639.4590000000002	9.0	CTL34	7.019999999999982	3.509999999999991	3.509999999999991	643.47	0.0	3.509999999999991	3.509999999999991	639.4590000000002
101	101.0	101.0	101.0	101.0	101.0	101.0	101.0	101.0	101.0	101.0	101.0	101.0	101.0	101.0	101.0	101.0	101.0	101.0	101.0	101.0	101.0	101.0	6.0	0.593	648.453	3.0	651.462	2.0	CTL35	24.005999999999744	12.002999999999927	12.002999999999815	672.4589999999997	0.0	12.002999999999927	12.002999999999815	651.462
103	103.0	103.0	103.0	103.0	103.0	103.0	103.0	103.0	103.0	103.0	103.0	103.0	103.0	103.0	103.0	103.0	103.0	103.0	103.0	103.0	103.0	103.0	6.0	2.669	656.961	3.0	659.97	2.0	CTL36	7.019999999999982	3.509999999999991	3.509999999999991	663.981	0.0	3.509999999999991	3.509999999999991	659.97
104	104.0	104.0	104.0	104.0	104.0	104.0	104.0	104.0	104.0	104.0	104.0	104.0	104.0	104.0	104.0	104.0	104.0	104.0	104.0	104.0	104.0	104.0	5.0	0.598	661.96	3.0	664.9689999999998	4.5	CTL37	9.99799999999982	4.999000000000024	4.998999999999796	671.9579999999999	0.0	4.999000000000024	4.998999999999796	664.9689999999998
105	105.0	105.0	105.0	105.0	105.0	105.0	105.0	105.0	105.0	105.0	105.0	105.0	105.0	105.0	105.0	105.0	105.0	105.0	105.0	105.0	105.0	105.0	6.0	0.556	669.465	3.0	672.4739999999998	4.5	CTL38	15.009999999999993	7.5049999999999955	7.5049999999999955	684.475	0.0	7.5049999999999955	7.5049999999999955	672.4739999999998
111	111.0	111.0	111.0	111.0	111.0	111.0	111.0	111.0	111.0	111.0	111.0	111.0	111.0	111.0	111.0	111.0	111.0	111.0	111.0	111.0	111.0	111.0	9.0	1.035	702.497	3.0	705.5060000000002	5.0	CTL39	7.022000000000048	3.5109999999998536	3.511000000000194	709.519	0.0	3.5109999999998536	3.511000000000194	705.5060000000002
