	Condition	CorrectSource	Stim_RT
0	Enc	8	0.0
1	CTL	6	0.0
2	Enc	5	0.0
3	Enc	5	0.0
4	CTL	5	0.0
5	CTL	6	0.0
6	Enc	6	0.0
7	Enc	5	0.0
8	CTL	6	0.0
9	Enc	9	0.0
10	CTL	9	0.0
11	Enc	6	0.0
12	CTL	9	0.0
13	CTL	5	0.0
14	Enc	8	0.0
15	Enc	9	0.0
16	Enc	5	0.0
17	Enc	9	0.0
18	Enc	5	0.0
19	Enc	8	0.0
20	Enc	8	0.0
21	Enc	9	0.0
22	Enc	8	0.0
23	Enc	5	0.0
24	CTL	8	0.0
25	Enc	8	0.0
26	Enc	8	0.0
27	Enc	5	0.0
28	CTL	8	0.0
29	Enc	9	0.0
30	Enc	9	0.0
31	Enc	6	0.0
32	Enc	8	0.0
33	Enc	8	0.0
34	Enc	9	0.0
35	Enc	5	0.0
36	Enc	6	0.0
37	CTL	9	0.0
38	CTL	6	0.0
39	CTL	6	0.0
40	CTL	5	0.0
41	Enc	9	0.0
42	Enc	8	0.0
43	CTL	9	0.0
44	Enc	6	0.0
45	Enc	6	0.0
46	Enc	9	0.0
47	Enc	8	0.0
48	CTL	8	0.0
49	Enc	9	0.0
50	CTL	9	0.0
51	CTL	8	0.0
52	Enc	8	0.0
53	Enc	9	0.0
54	Enc	6	0.0
55	CTL	5	0.0
56	Enc	5	0.0
57	Enc	6	0.0
58	Enc	6	0.0
59	Enc	8	0.0
60	Enc	9	0.0
61	CTL	5	0.0
62	Enc	5	0.0
63	CTL	8	0.0
64	CTL	9	0.0
65	Enc	6	0.0
66	CTL	8	0.0
67	Enc	9	0.0
68	Enc	6	0.0
69	Enc	9	0.0
70	Enc	6	0.0
71	Enc	8	0.0
72	Enc	9	0.0
73	Enc	8	0.0
74	CTL	9	0.0
75	Enc	9	0.0
76	CTL	6	0.0
77	Enc	5	0.0
78	Enc	8	0.0
79	Enc	5	0.0
80	Enc	6	0.0
81	CTL	6	0.0
82	Enc	5	0.0
83	Enc	6	0.0
84	Enc	8	0.0
85	CTL	6	0.0
86	CTL	9	0.0
87	CTL	5	0.0
88	Enc	5	0.0
89	Enc	5	0.0
90	CTL	8	0.0
91	Enc	5	0.0
92	Enc	9	0.0
93	CTL	9	0.0
94	Enc	9	0.0
95	Enc	5	0.0
96	CTL	6	0.0
97	CTL	5	0.0
98	Enc	8	0.0
99	Enc	6	0.0
100	CTL	5	0.0
101	CTL	8	0.0
102	Enc	6	0.0
103	Enc	5	0.0
104	CTL	8	0.0
105	CTL	6	0.0
106	Enc	6	0.0
107	Enc	8	0.0
108	CTL	5	0.0
109	CTL	8	0.0
110	Enc	9	0.0
111	Enc	8	0.0
112	CTL	9	0.0
113	Enc	9	0.0
114	Enc	6	0.0
115	Enc	5	0.0
116	Enc	6	0.0
