	Condition	CorrectSource	Stim_RT
0	CTL	6	0.857
1	Enc	8	1.193
2	Enc	5	1.226
3	Enc	5	1.327
4	Enc	6	2.002
5	Enc	5	1.219
6	Enc	9	1.3
7	CTL	5	1.108
8	CTL	6	0.909
9	CTL	6	0.809
10	CTL	9	0.862
11	Enc	6	1.189
12	Enc	8	1.566
13	CTL	9	1.358
14	Enc	9	1.247
15	Enc	5	1.795
16	Enc	9	1.032
17	Enc	5	1.372
18	Enc	8	2.005
19	Enc	8	1.08
20	Enc	9	1.917
21	Enc	8	1.466
22	Enc	5	1.674
23	CTL	5	1.406
24	CTL	8	0.847
25	Enc	8	0.967
26	Enc	8	1.568
27	Enc	5	1.776
28	Enc	9	1.667
29	Enc	9	1.392
30	CTL	8	1.517
31	Enc	6	1.13
32	CTL	9	1.03
33	Enc	8	1.15
34	Enc	8	1.15
35	Enc	9	1.727
36	Enc	5	1.415
37	Enc	6	1.588
38	Enc	9	1.229
39	Enc	8	1.649
40	Enc	6	1.558
41	Enc	6	1.345
42	CTL	6	1.174
43	Enc	9	1.022
44	Enc	8	1.81
45	CTL	6	1.123
46	Enc	9	1.283
47	Enc	8	2.444
48	Enc	9	1.824
49	Enc	6	2.064
50	Enc	5	1.029
51	CTL	5	0.846
52	Enc	6	1.05
53	CTL	9	1.05
54	CTL	8	0.859
55	CTL	9	0.887
56	Enc	6	1.207
57	Enc	8	0.996
58	Enc	9	1.14
59	Enc	5	1.229
60	Enc	6	1.349
61	Enc	9	1.701
62	CTL	8	1.065
63	Enc	6	0.911
64	Enc	9	1.019
65	CTL	5	1.095
66	CTL	5	0.84
67	Enc	6	1.036
68	CTL	8	1.176
69	CTL	9	0.957
70	Enc	8	0.869
71	Enc	9	1.27
72	CTL	8	0.982
73	Enc	8	0.927
74	Enc	9	1.175
75	CTL	9	1.252
76	CTL	6	0.812
77	Enc	5	0.94
78	Enc	8	1.792
79	Enc	5	1.445
80	CTL	6	0.925
81	Enc	6	0.782
82	CTL	6	0.946
83	CTL	9	0.89
84	Enc	5	1.023
85	Enc	6	1.403
86	Enc	8	0.871
87	CTL	5	0.808
88	CTL	8	0.768
89	CTL	9	0.705
90	CTL	6	0.785
91	Enc	5	0.653
92	CTL	5	1.137
93	Enc	5	1.522
94	CTL	5	1.243
95	Enc	5	1.663
96	Enc	9	1.043
97	Enc	9	1.984
98	Enc	5	1.699
99	Enc	8	1.824
100	CTL	8	1.141
101	Enc	6	1.669
102	Enc	6	1.013
103	CTL	8	1.19
104	CTL	6	0.814
105	Enc	5	0.963
106	CTL	5	0.915
107	Enc	6	0.743
108	Enc	8	1.595
109	Enc	9	1.14
110	Enc	8	1.532
111	Enc	9	0.813
112	CTL	8	0.842
113	CTL	9	0.765
114	Enc	6	1.018
115	Enc	5	1.242
116	Enc	6	2.091
