,category,stim,oldnumber,recognition_acc,recognition_resp,recognition_rt,spatial_resp,spatial_rt,spatial_acc( corriger voir output-encodage)
0,old,musical_piano_old.bmp,old48,1,1,4255,9,5157,
1,new,kitchen_fork_old.bmp,new18,1,2,4183,9,5157,
2,new,kitchen_garlic press.bmp,new07,1,2,2782,9,5157,
3,old,kitchen_scrubbing brush.bmp,old36,1,1,2791,5,854,
4,new,food_bagel01.bmp,new17,1,2,3771,5,854,
5,new,food_bread.bmp,new28,1,2,3996,5,854,
6,new,animal_gorilla.bmp,new15,1,2,2236,5,854,
7,new,fruit_apricot_new.bmp,new04,1,2,1745,5,854,
8,old,vegie_garlic01a.bmp,old74,1,1,3113,5,4573,
9,old,musical_xylophone_old.bmp,old52,1,1,2046,8,963,
10,old,food_frenchfries.bmp,old20,0,2,4820,8,963,
11,old,kitchen_peppermill.bmp,old33,1,1,1610,9,1569,
12,old,musical_clarinet_new.bmp,old44,1,1,3081,5,1885,
13,old,food_rawchicken.bmp,old23,1,1,2521,9,3811,
14,new,sporting_basketball_new.bmp,new14,1,2,3026,9,3811,
15,new,animal_horse.bmp,new20,0,1,3369,6,978,
16,old,food_baguette01.bmp,old14,1,1,1472,6,2732,
17,old,kitchen_martini glass.bmp,old32,1,1,1175,8,1591,
18,old,food_bottleofredwine01.bmp,old15,1,1,1230,8,2596,
19,old,musical_triangle.bmp,old49,1,1,1531,6,1949,
20,old,musical_harp_new.bmp,old43,0,2,7631,6,1949,
21,new,sporting_flippers.bmp,new02,1,2,1502,6,1949,
22,old,sporting_fishing rod.bmp,old59,0,2,2361,6,1949,
23,new,vegie_pumpkin.bmp,new21,1,2,3514,6,1949,
24,new,vegie_snowpea01.bmp,new27,1,2,1621,6,1949,
25,old,vegie_green capsicum.bmp,old75,1,1,1411,6,1898,
26,new,kitchen_spatula_old.bmp,new37,0,1,1277,6,4041,
27,new,sporting_windsurf.bmp,new31,1,2,3134,6,4041,
28,old,food_candy.bmp,old16,0,2,2288,6,4041,
29,new,kitchen_kettle_new.bmp,new24,0,1,2644,5,946,
30,new,kitchen_baking spatula.bmp,new01,0,1,4083,6,2240,
31,new,vegie_broccoli.bmp,new36,0,1,1469,8,1458,
