category	stim	oldnumber	recognition_acc	recognition_resp	recognition_rt	spatial_resp	spatial_rt	spatial_acc( corriger voir output-encodage)
new	animal_pigeon.bmp	new32	1	2	10637	nan	0	
new	vegie_snowpea01.bmp	new27	1	2	2677	nan	0	
old	sporting_karate clothing.bmp	old60	0	2	1761	nan	0	
new	food_bagel01.bmp	new17	1	2	1361	nan	0	
old	kitchen_big cooking pot.bmp	old28	1	1	1554	6	2306	
old	fruit_green grapes.bmp	old68	1	1	4933	8	3336	
old	food_croissant01.bmp	old19	1	1	1898	8	1029	
old	animal_frog.bmp	old06	1	1	1395	9	970	
new	musical_uculele_new.bmp	new39	0	1	3481	9	1357	
new	fruit_granny smith apple.bmp	new16	1	2	3838	9	1357	
old	sporting_skipping rope.bmp	old63	1	1	1364	8	828	
old	food_chocolatemilk.bmp	old17	1	1	1762	6	883	
new	animal_ostrich.bmp	new26	1	2	1318	6	883	
new	kitchen_garlic press.bmp	new07	1	2	2976	6	883	
old	animal_penguin.bmp	old10	0	2	4713	6	883	
old	kitchen_scrubbing brush.bmp	old36	0	2	1764	6	883	
new	food_cookie01.bmp	new11	1	2	3965	6	883	
old	food_pecan02.bmp	old21	0	2	3623	6	883	
old	vegie_cauliflower.bmp	old72	1	1	2181	5	1253	
new	animal_gorilla.bmp	new15	1	2	1938	5	1253	
new	fruit_rasberry.bmp	new10	1	2	1627	5	1253	
old	musical_triangle.bmp	old49	1	1	1208	9	743	
old	musical_double bass.bmp	old45	1	1	2552	6	1530	
new	sporting_weighlifting.bmp	new25	1	2	1371	6	1530	
old	vegie_green capsicum.bmp	old75	1	1	1227	6	1840	
new	musical_zamponia windflute.bmp	new29	1	2	3206	6	1840	
old	musical_acoustic guitar_new.bmp	old42	0	2	6133	6	1840	
old	animal_monarch_old.bmp	old08	1	1	3016	5	1375	
old	musical_drums_old.bmp	old46	1	1	1719	5	442	
old	food_cracker02.bmp	old18	1	1	2326	5	881	
new	musical_bagpipes.bmp	new35	1	2	1948	5	881	
old	musical_harmonica_new.bmp	old47	0	2	2030	5	881	
new	musical_french horn_old.bmp	new12	1	2	3948	5	881	
old	animal_siamese cat.bmp	old12	0	2	2253	5	881	
old	sporting_rollerblade.bmp	old62	0	2	3874	5	881	
old	kitchen_coffee pot.bmp	old29	1	1	1367	5	5703	
old	fruit_lemon_new.bmp	old69	0	2	2187	5	5703	
new	sporting_golf ball.bmp	new19	1	2	1443	5	5703	
old	sporting_badminton racquet.bmp	old54	1	1	4192	9	656	
old	vegie_corn02.bmp	old73	0	2	2893	9	656	
old	animal_zebra_old.bmp	old13	0	2	1192	9	656	
old	animal_chimpanzee.bmp	old03	0	2	32918	9	656	
new	kitchen_fork_old.bmp	new18	1	2	1108	9	656	
new	fruit_apricot_new.bmp	new04	1	2	1718	9	656	
old	kitchen_peppermill.bmp	old33	1	1	3096	9	2492	
new	musical_tambourine_new.bmp	new06	1	2	3967	9	2492	
old	kitchen_apron.bmp	old27	0	2	1280	9	2492	
new	animal_horse.bmp	new20	1	2	948	9	2492	
old	musical_violin_old.bmp	old51	0	2	3533	9	2492	
old	hard_musical_recorder.bmp	old40	1	1	2752	6	2378	
new	sporting_basketball_new.bmp	new14	1	2	3346	6	2378	
old	fruit_pineapple_old.bmp	old70	0	2	3196	6	2378	
old	animal_farm pig.bmp	old05	1	1	1108	8	510	
new	food_pizza.bmp	new22	1	2	3960	8	510	
old	sporting_hockey stick_old.bmp	old58	1	1	1377	6	1529	
new	kitchen_baking spatula.bmp	new01	1	2	1419	6	1529	
