,category,stim,oldnumber,recognition_acc,recognition_resp,recognition_rt,spatial_resp,spatial_rt,spatial_acc( corriger voir output-encodage)
0,old,musical_triangle.bmp,old49,0,2,1479,,0,
1,new,musical_uculele_new.bmp,new39,0,1,1281,8,3293,
2,old,kitchen_pitcher.bmp,old34,0,2,2208,8,3293,
3,old,kitchen_cookie cutter.bmp,old30,1,1,1967,6,5207,
4,new,animal_pigeon.bmp,new32,1,2,1511,6,5207,
5,new,animal_horse.bmp,new20,1,2,802,6,5207,
6,old,animal_monarch_old.bmp,old08,1,1,1648,9,870,
7,old,animal_camel_new.bmp,old01,1,1,1649,6,863,
8,old,vegie_cauliflower.bmp,old72,1,1,1603,8,730,
9,old,kitchen_martini glass.bmp,old32,1,1,1515,6,1398,
10,new,kitchen_ramekin.bmp,new13,1,2,1197,6,1398,
11,old,food_croissant01.bmp,old19,1,1,1780,9,724,
12,old,kitchen_plate.bmp,old35,0,2,2102,9,724,
13,old,animal_cheetah.bmp,old02,1,1,1529,8,513,
14,old,sporting_karate clothing.bmp,old60,1,1,1901,5,871,
15,old,fruit_lemon_new.bmp,old69,0,2,1571,5,871,
16,old,musical_accordion_old.bmp,old41,1,1,1835,9,2721,
17,old,fruit_blackberry_new.bmp,old66,1,1,2083,6,415,
18,old,sporting_soccer ball_new.bmp,old65,1,1,2941,5,2759,
19,old,sporting_fishing rod.bmp,old59,1,1,1368,9,465,
20,old,kitchen_white strainer.bmp,old38,0,2,2005,9,465,
21,new,sporting_baseball bat_new.bmp,new08,1,2,2020,9,465,
22,old,kitchen_apron.bmp,old27,1,1,1898,9,781,
23,old,musical_piano_old.bmp,old48,1,1,1477,5,601,
24,old,hard_musical_recorder.bmp,old40,0,2,2152,5,601,
25,old,animal_chimpanzee.bmp,old03,1,1,1545,8,434,
26,old,sporting_footballhelmet.bmp,old57,0,2,1847,8,434,
27,old,animal_siamese cat.bmp,old12,1,1,1789,5,2931,
28,old,animal_zebra_old.bmp,old13,1,1,2086,8,513,
29,old,fruit_watermelon_old.bmp,old71,1,1,1923,9,877,
30,old,kitchen_ladle.bmp,old31,0,2,3265,9,877,
31,new,animal_dolphin_old.bmp,new09,1,2,1254,9,877,
32,new,fruit_apricot_new.bmp,new04,1,2,1163,9,877,
33,old,sporting_mini-trampoline.bmp,old61,1,1,1883,6,607,
34,new,kitchen_fork_old.bmp,new18,1,2,1349,6,607,
35,new,sporting_weighlifting.bmp,new25,1,2,1799,6,607,
36,old,food_pecan02.bmp,old21,1,1,1302,8,481,
37,old,musical_harp_new.bmp,old43,0,2,2236,8,481,
38,new,kitchen_toaster_old.bmp,new30,1,2,978,8,481,
39,old,sporting_rollerblade.bmp,old62,0,2,4673,8,481,
40,new,fruit_rasberry.bmp,new10,1,2,1062,8,481,
41,old,vegie_mushroom.bmp,old76,1,1,3763,9,387,
42,old,musical_tuba.bmp,old50,1,1,2147,6,493,
43,new,musical_bagpipes.bmp,new35,1,2,1376,6,493,
44,old,sporting_boxing_gloves.bmp,old56,1,1,1446,8,356,
45,old,kitchen_scrubbing brush.bmp,old36,0,2,1188,8,356,
46,new,food_cookie01.bmp,new11,1,2,955,8,356,
47,new,animal_gorilla.bmp,new15,1,2,1043,8,356,
48,old,sporting_skipping rope.bmp,old63,1,1,1880,6,460,
