,category,stim,oldnumber,recognition_acc,recognition_resp,recognition_rt,spatial_resp,spatial_rt,spatial_acc( corriger voir output-encodage)
0,old,musical_harmonica_new.bmp,old47,0,2,5699,,0,
1,old,sporting_fishing rod.bmp,old59,1,1,2510,8,1192,
2,new,sporting_flippers.bmp,new02,1,2,3140,8,1192,
3,new,musical_tambourine_new.bmp,new06,0,1,6182,5,1463,
4,old,vegie_carrot.bmp,old78,1,1,2371,6,1323,
5,old,musical_tuba.bmp,old50,1,1,4285,6,3338,
6,old,fruit_watermelon_old.bmp,old71,1,1,1779,9,1003,
7,old,animal_cheetah.bmp,old02,1,1,6960,8,1882,
8,new,food_walnut01c.bmp,new34,1,2,1892,8,1882,
9,old,sporting_americanfootball.bmp,old53,1,1,5334,6,3441,
10,new,vegie_cucumber.bmp,new33,0,1,1679,6,8443,
11,new,animal_dolphin_old.bmp,new09,1,2,2683,6,8443,
12,new,sporting_golf ball.bmp,new19,1,2,3477,6,8443,
13,old,kitchen_wooden spoon_old.bmp,old39,1,1,2769,6,4586,
14,old,musical_violin_old.bmp,old51,1,1,4385,9,2298,
15,old,sporting_hockey stick_old.bmp,old58,0,2,11475,9,2298,
16,old,animal_zebra_old.bmp,old13,1,1,1258,6,6302,
17,new,kitchen_kettle_new.bmp,new24,1,2,2674,6,6302,
18,old,musical_xylophone_old.bmp,old52,1,1,2070,5,1907,
19,old,vegie_garlic01a.bmp,old74,1,1,3068,8,1785,
20,new,vegie_broccoli.bmp,new36,1,2,4511,8,1785,
21,old,food_softcheese.bmp,old24,1,1,1602,9,1889,
22,new,animal_seal.bmp,new38,1,2,3307,9,1889,
23,old,sporting_footballhelmet.bmp,old57,1,1,1886,5,1178,
24,new,animal_ostrich.bmp,new26,1,2,2760,5,1178,
25,old,sporting_badminton racquet.bmp,old54,1,1,1824,9,1902,
26,old,animal_farm pig.bmp,old05,1,1,1688,8,3628,
27,old,kitchen_tea cup and saucer.bmp,old37,1,1,9394,6,4043,
28,new,vegie_pumpkin.bmp,new21,1,2,2480,6,4043,
29,new,sporting_windsurf.bmp,new31,1,2,5868,6,4043,
30,old,fruit_green grapes.bmp,old68,1,1,1488,9,5996,
31,old,animal_dalmation_old.bmp,old04,1,1,1901,5,2072,
32,new,musical_uculele_new.bmp,new39,0,1,23090,8,821,
33,old,fruit_lemon_new.bmp,old69,1,1,6890,6,5159,
34,old,kitchen_plate.bmp,old35,1,1,7480,9,1046,
35,old,vegie_radish.bmp,old77,0,2,13202,9,1046,
36,new,animal_gorilla.bmp,new15,0,1,8588,9,1326,
37,new,kitchen_baking spatula.bmp,new01,1,2,18319,9,1326,
38,new,vegie_snowpea01.bmp,new27,1,2,5838,9,1326,
39,old,food_rawchicken.bmp,old23,1,1,6723,6,1264,
40,new,kitchen_fork_old.bmp,new18,1,2,1770,6,1264,
41,old,animal_penguin.bmp,old10,0,2,9305,6,1264,
42,old,kitchen_white strainer.bmp,old38,0,2,6975,6,1264,
43,old,vegie_green capsicum.bmp,old75,1,1,2255,9,2077,
44,new,kitchen_toaster_old.bmp,new30,1,2,1737,9,2077,
45,old,vegie_mushroom.bmp,old76,1,1,2289,8,1069,
46,new,animal_horse.bmp,new20,1,2,6459,8,1069,
47,old,sporting_snow shoes_old.bmp,old64,0,2,10455,8,1069,
48,old,fruit_blackberry_new.bmp,old66,0,2,1862,8,1069,
49,old,kitchen_martini glass.bmp,old32,1,1,3361,8,1346,
50,old,animal_monarch_old.bmp,old08,0,2,14090,8,1346,
51,new,fruit_granny smith apple.bmp,new16,0,1,1433,5,6071,
52,new,musical_french horn_old.bmp,new12,1,2,5795,5,6071,
