,category,stim,oldnumber,recognition_acc,recognition_resp,recognition_rt,spatial_resp,spatial_rt,spatial_acc( corriger voir output-encodage)
0,old,musical_accordion_old.bmp,old41,1,1,2284,8,1440,
1,old,animal_lion_new.bmp,old07,1,1,2381,5,2396,
2,old,food_pecan02.bmp,old21,1,1,1699,8,822,
3,old,sporting_footballhelmet.bmp,old57,1,1,1396,5,612,
4,old,kitchen_coffee pot.bmp,old29,1,1,1402,5,568,
5,new,kitchen_fork_old.bmp,new18,1,2,1553,5,568,
6,old,musical_clarinet_new.bmp,old44,1,1,1338,5,827,
7,new,food_walnut01c.bmp,new34,1,2,1689,5,827,
8,old,musical_triangle.bmp,old49,1,1,1237,9,602,
9,old,vegie_carrot.bmp,old78,1,1,1457,8,630,
10,old,animal_sheep.bmp,old11,1,1,1612,9,619,
11,new,sporting_golf ball.bmp,new19,1,2,1329,9,619,
12,old,vegie_radish.bmp,old77,1,1,1946,6,980,
13,old,kitchen_cookie cutter.bmp,old30,1,1,1324,5,525,
14,new,vegie_broccoli.bmp,new36,1,2,1343,5,525,
15,new,food_pizza.bmp,new22,1,2,1345,5,525,
16,old,kitchen_big cooking pot.bmp,old28,1,1,1154,5,507,
17,new,fruit_apricot_new.bmp,new04,1,2,1358,5,507,
18,old,food_cracker02.bmp,old18,1,1,1319,6,561,
19,old,sporting_skipping rope.bmp,old63,1,1,1202,6,577,
20,old,kitchen_plate.bmp,old35,1,1,3809,6,3792,
21,old,vegie_cauliflower.bmp,old72,1,1,2039,8,2685,
22,new,vegie_pumpkin.bmp,new21,1,2,1457,8,2685,
23,old,food_candy.bmp,old16,1,1,1238,5,459,
24,old,food_chocolatemilk.bmp,old17,1,1,1216,8,575,
25,old,animal_zebra_old.bmp,old13,1,1,1647,8,716,
26,new,musical_uculele_new.bmp,new39,1,2,5047,8,716,
27,old,sporting_fishing rod.bmp,old59,1,1,3268,8,537,
28,old,fruit_green grapes.bmp,old68,0,2,3841,8,537,
29,new,kitchen_ramekin.bmp,new13,1,2,1400,8,537,
30,new,sporting_basketball_new.bmp,new14,1,2,6550,8,537,
31,new,vegie_cucumber.bmp,new33,1,2,1527,8,537,
32,old,kitchen_wooden spoon_old.bmp,old39,1,1,1297,9,1413,
33,old,vegie_mushroom.bmp,old76,0,2,3547,9,1413,
34,old,kitchen_ladle.bmp,old31,1,1,1740,6,2118,
35,new,animal_dolphin_old.bmp,new09,1,2,1328,6,2118,
36,new,musical_french horn_old.bmp,new12,0,1,3019,9,576,
37,old,sporting_karate clothing.bmp,old60,1,1,1305,5,627,
38,old,kitchen_scrubbing brush.bmp,old36,0,2,1234,5,627,
39,old,food_softcheese.bmp,old24,0,2,3215,5,627,
40,new,fruit_rasberry.bmp,new10,1,2,1246,5,627,
41,old,musical_double bass.bmp,old45,1,1,5939,6,949,
