,category,stim,oldnumber,recognition_acc,recognition_resp,recognition_rt,spatial_resp,spatial_rt,spatial_acc( corriger voir output-encodage)
0,new,food_drink.bmp,new05,1,2,54100,,0,
1,old,vegie_garlic01a.bmp,old74,0,2,9008,,0,
2,old,musical_harmonica_new.bmp,old47,0,2,3169,,0,
3,new,sporting_flippers.bmp,new02,0,1,3970,8,18675,
4,old,food_rawchicken.bmp,old23,1,1,7101,5,3136,
5,new,food_bread.bmp,new28,1,2,4834,5,3136,
6,old,kitchen_scrubbing brush.bmp,old36,0,2,2729,5,3136,
7,new,animal_giraffe.bmp,new03,1,2,4163,5,3136,
8,new,kitchen_ramekin.bmp,new13,1,2,4747,5,3136,
9,new,animal_dolphin_old.bmp,new09,1,2,2622,5,3136,
10,new,sporting_golf ball.bmp,new19,1,2,2836,5,3136,
11,old,animal_parrot.bmp,old09,1,1,3610,6,1777,
12,old,musical_triangle.bmp,old49,1,1,3048,6,1622,
13,old,food_frenchfries.bmp,old20,1,1,2324,9,2143,
14,old,kitchen_plate.bmp,old35,1,1,3695,5,4411,
15,new,animal_horse.bmp,new20,1,2,5251,5,4411,
16,new,food_cookie01.bmp,new11,1,2,5769,5,4411,
17,old,sporting_badminton racquet.bmp,old54,1,1,1426,8,1391,
18,new,vegie_snowpea01.bmp,new27,0,1,2119,9,1001,
19,old,hard_musical_recorder.bmp,old40,0,2,3599,9,1001,
20,old,fruit_blackberry_new.bmp,old66,0,2,3503,9,1001,
21,new,kitchen_garlic press.bmp,new07,1,2,2835,9,1001,
22,new,kitchen_toaster_old.bmp,new30,1,2,1321,9,1001,
23,old,animal_zebra_old.bmp,old13,0,2,1962,9,1001,
24,new,musical_uculele_new.bmp,new39,0,1,2451,9,4297,
25,old,sporting_bicycle_old.bmp,old55,1,1,2093,6,3552,
26,old,vegie_radish.bmp,old77,1,1,3625,8,4184,
27,old,vegie_mushroom.bmp,old76,1,1,2200,6,3071,
28,old,food_cracker02.bmp,old18,1,1,4588,5,1628,
29,old,kitchen_martini glass.bmp,old32,1,1,2250,6,2336,
30,new,animal_seal.bmp,new38,1,2,24680,6,2336,
31,old,food_chocolatemilk.bmp,old17,1,1,2268,8,1873,
32,new,kitchen_baking spatula.bmp,new01,1,2,3773,8,1873,
33,old,kitchen_cookie cutter.bmp,old30,0,2,4710,8,1873,
34,old,sporting_hockey stick_old.bmp,old58,1,1,2498,6,845,
35,old,fruit_lemon_new.bmp,old69,1,1,2185,5,697,
36,new,food_bagel01.bmp,new17,1,2,2325,5,697,
37,old,vegie_carrot.bmp,old78,0,2,2384,5,697,
38,old,animal_farm pig.bmp,old05,1,1,3728,5,2250,
39,old,fruit_pineapple_old.bmp,old70,1,1,2320,6,3098,
40,old,kitchen_white strainer.bmp,old38,0,2,4918,6,3098,
41,new,food_pizza.bmp,new22,1,2,4672,6,3098,
42,old,sporting_snow shoes_old.bmp,old64,0,2,5093,6,3098,
43,old,food_pickle01a.bmp,old22,1,1,2538,5,2140,
44,new,kitchen_spatula_old.bmp,new37,1,2,4021,5,2140,
45,old,animal_sheep.bmp,old11,1,1,2508,6,3631,
46,new,fruit_apricot_new.bmp,new04,1,2,3910,6,3631,
47,old,sporting_rollerblade.bmp,old62,1,1,3801,6,4969,
48,old,kitchen_ladle.bmp,old31,0,2,2809,6,4969,
49,old,kitchen_peppermill.bmp,old33,1,1,2193,9,944,
50,old,food_pecan02.bmp,old21,1,1,2433,8,927,
51,old,kitchen_tea cup and saucer.bmp,old37,0,2,2697,8,927,
52,new,musical_bongo drum.bmp,new23,1,2,4477,8,927,
53,old,musical_tuba.bmp,old50,1,1,6202,6,2226,
54,old,sporting_boxing_gloves.bmp,old56,1,1,2776,8,1761,
55,new,kitchen_kettle_new.bmp,new24,1,2,5953,8,1761,
56,old,animal_siamese cat.bmp,old12,0,2,3819,8,1761,
57,old,animal_monarch_old.bmp,old08,0,2,6682,8,1761,
58,old,food_softcheese.bmp,old24,0,2,5031,8,1761,
59,new,musical_french horn_old.bmp,new12,0,1,4103,5,2042,
60,old,musical_accordion_old.bmp,old41,0,2,5831,5,2042,
61,old,food_shellpasta.bmp,old25,0,2,4094,5,2042,
62,old,animal_penguin.bmp,old10,1,1,2002,9,897,
63,new,vegie_cucumber.bmp,new33,0,1,3500,9,3128,
64,old,musical_drums_old.bmp,old46,0,2,6291,9,3128,
65,old,kitchen_coffee pot.bmp,old29,1,1,3184,8,2976,
