,category,stim,oldnumber,recognition_acc,recognition_resp,recognition_rt,spatial_resp,spatial_rt,spatial_acc( corriger voir output-encodage)
0,old,musical_xylophone_old.bmp,old52,1,1,9476,6,5553,
1,old,vegie_corn02.bmp,old73,1,1,2410,9,3864,
2,old,sporting_rollerblade.bmp,old62,1,1,2036,5,4666,
3,old,musical_piano_old.bmp,old48,1,1,6606,8,3590,
4,new,food_bread.bmp,new28,1,2,6893,8,3590,
5,old,hard_musical_recorder.bmp,old40,1,1,1809,9,4184,
6,new,kitchen_fork_old.bmp,new18,1,2,2408,9,4184,
7,old,food_toast.bmp,old26,1,1,2701,8,1481,
8,new,animal_horse.bmp,new20,1,2,3404,8,1481,
9,new,kitchen_spatula_old.bmp,new37,1,2,2497,8,1481,
10,old,musical_triangle.bmp,old49,1,1,4891,5,3096,
11,old,food_rawchicken.bmp,old23,1,1,2275,5,1328,
12,old,animal_cheetah.bmp,old02,1,1,3152,8,673,
13,old,animal_dalmation_old.bmp,old04,1,1,3245,5,922,
14,new,sporting_baseball bat_new.bmp,new08,1,2,5283,5,922,
15,new,sporting_weighlifting.bmp,new25,1,2,1879,5,922,
16,new,animal_gorilla.bmp,new15,1,2,1235,5,922,
17,old,sporting_soccer ball_new.bmp,old65,1,1,2097,9,1860,
18,new,kitchen_toaster_old.bmp,new30,1,2,1721,9,1860,
19,old,musical_accordion_old.bmp,old41,1,1,1354,6,2666,
20,old,musical_tuba.bmp,old50,0,2,3686,6,2666,
21,new,food_pizza.bmp,new22,1,2,1416,6,2666,
22,old,musical_double bass.bmp,old45,1,1,2174,9,903,
23,old,sporting_skipping rope.bmp,old63,0,2,2696,9,903,
24,old,kitchen_scrubbing brush.bmp,old36,1,1,1867,9,2215,
25,old,animal_sheep.bmp,old11,1,1,2254,9,2403,
26,old,food_pickle01a.bmp,old22,1,1,1489,9,1444,
27,new,musical_french horn_old.bmp,new12,1,2,2688,9,1444,
28,old,sporting_bicycle_old.bmp,old55,0,2,4468,9,1444,
29,new,animal_seal.bmp,new38,1,2,1593,9,1444,
30,old,vegie_carrot.bmp,old78,1,1,1328,9,3618,
31,new,vegie_pumpkin.bmp,new21,1,2,1631,9,3618,
32,old,fruit_green grapes.bmp,old68,1,1,1381,9,580,
33,new,sporting_windsurf.bmp,new31,1,2,1676,9,580,
34,old,musical_acoustic guitar_new.bmp,old42,1,1,2279,8,6123,
35,old,sporting_mini-trampoline.bmp,old61,1,1,2430,5,3661,
36,old,vegie_mushroom.bmp,old76,1,1,1818,9,2257,
37,new,animal_pigeon.bmp,new32,1,2,1500,9,2257,
38,old,animal_monarch_old.bmp,old08,0,2,1583,9,2257,
39,new,sporting_golf ball.bmp,new19,1,2,1790,9,2257,
40,old,food_bottleofredwine01.bmp,old15,1,1,1637,9,2402,
41,old,food_pecan02.bmp,old21,1,1,1625,8,1431,
42,new,food_bagel01.bmp,new17,1,2,1509,8,1431,
43,old,kitchen_tea cup and saucer.bmp,old37,1,1,1351,5,1016,
44,old,animal_penguin.bmp,old10,1,1,4070,8,3993,
45,new,musical_uculele_new.bmp,new39,1,2,2400,8,3993,
46,new,fruit_rasberry.bmp,new10,0,1,1336,9,850,
47,old,kitchen_martini glass.bmp,old32,1,1,1918,5,1889,
48,old,vegie_garlic01a.bmp,old74,1,1,1668,6,1217,
49,new,kitchen_baking spatula.bmp,new01,1,2,2527,6,1217,
50,old,animal_parrot.bmp,old09,0,2,1441,6,1217,
51,old,fruit_pineapple_old.bmp,old70,1,1,3557,6,1853,
52,old,musical_violin_old.bmp,old51,0,2,4954,6,1853,
53,old,food_baguette01.bmp,old14,1,1,1348,8,637,
