,category,stim,oldnumber,recognition_acc,recognition_resp,recognition_rt,spatial_resp,spatial_rt,spatial_acc( corriger voir output-encodage)
0,new,sporting_basketball_new.bmp,new14,1,2,6460,,0,
1,new,animal_horse.bmp,new20,1,2,2482,,0,
2,new,animal_pigeon.bmp,new32,0,1,2989,6,13492,
3,old,food_candy.bmp,old16,1,1,2156,6,1997,
4,new,animal_dolphin_old.bmp,new09,1,2,3068,6,1997,
5,old,sporting_footballhelmet.bmp,old57,1,1,1833,6,1519,
6,new,sporting_weighlifting.bmp,new25,1,2,2001,6,1519,
7,old,vegie_garlic01a.bmp,old74,1,1,1495,8,2435,
8,old,vegie_radish.bmp,old77,1,1,5056,5,590,
9,old,animal_zebra_old.bmp,old13,1,1,2285,5,1321,
10,old,animal_penguin.bmp,old10,1,1,3747,9,10853,
11,new,musical_bagpipes.bmp,new35,1,2,3412,9,10853,
12,new,kitchen_baking spatula.bmp,new01,1,2,2388,9,10853,
13,old,musical_accordion_old.bmp,old41,1,1,1411,5,1090,
14,old,sporting_rollerblade.bmp,old62,1,1,2205,6,3588,
15,old,sporting_hockey stick_old.bmp,old58,1,1,2652,8,1033,
16,new,fruit_rasberry.bmp,new10,1,2,1807,8,1033,
17,old,animal_cheetah.bmp,old02,0,2,3998,8,1033,
18,old,musical_clarinet_new.bmp,old44,1,1,1213,5,2333,
19,old,sporting_snow shoes_old.bmp,old64,0,2,2374,5,2333,
20,old,animal_camel_new.bmp,old01,1,1,2734,8,1649,
21,new,animal_ostrich.bmp,new26,1,2,2518,8,1649,
22,new,kitchen_fork_old.bmp,new18,1,2,2833,8,1649,
23,old,vegie_corn02.bmp,old73,1,1,1439,6,732,
24,new,musical_french horn_old.bmp,new12,1,2,3742,6,732,
25,old,musical_triangle.bmp,old49,0,2,2144,6,732,
26,old,sporting_bicycle_old.bmp,old55,0,2,1929,6,732,
27,old,musical_violin_old.bmp,old51,1,1,2003,5,1570,
28,old,vegie_mushroom.bmp,old76,0,2,2625,5,1570,
29,old,sporting_soccer ball_new.bmp,old65,1,1,1128,9,1210,
30,old,food_bottleofredwine01.bmp,old15,1,1,1824,6,2326,
31,old,kitchen_tea cup and saucer.bmp,old37,1,1,1920,8,1322,
32,new,food_pizza.bmp,new22,1,2,3372,8,1322,
33,old,kitchen_white strainer.bmp,old38,1,1,1547,6,2413,
34,old,food_toast.bmp,old26,1,1,1580,6,828,
35,old,kitchen_plate.bmp,old35,1,1,1473,5,1749,
36,old,hard_musical_recorder.bmp,old40,1,1,1687,9,1282,
37,old,food_pecan02.bmp,old21,0,2,2334,9,1282,
38,new,vegie_pumpkin.bmp,new21,1,2,2112,9,1282,
39,old,kitchen_cookie cutter.bmp,old30,1,1,1579,6,395,
40,old,food_rawchicken.bmp,old23,1,1,1642,8,510,
41,old,fruit_blackberry_new.bmp,old66,1,1,2577,9,801,
42,old,vegie_green capsicum.bmp,old75,1,1,2864,5,501,
43,old,animal_sheep.bmp,old11,1,1,1480,5,412,
44,old,food_croissant01.bmp,old19,1,1,1866,9,663,
45,old,musical_harp_new.bmp,old43,1,1,1475,5,511,
46,old,fruit_watermelon_old.bmp,old71,1,1,1169,5,362,
47,old,animal_lion_new.bmp,old07,1,1,1762,8,594,
48,new,sporting_flippers.bmp,new02,1,2,3233,8,594,
49,old,sporting_boxing_gloves.bmp,old56,1,1,2088,9,531,
50,old,sporting_mini-trampoline.bmp,old61,1,1,1172,5,388,
51,old,musical_xylophone_old.bmp,old52,1,1,1267,6,455,
52,new,fruit_cherry.bmp,old67,1,1,1164,5,356,
53,old,animal_siamese cat.bmp,old12,0,2,3348,5,356,
54,new,food_walnut01c.bmp,new34,1,2,2758,5,356,
55,new,kitchen_spatula_old.bmp,new37,1,2,2679,5,356,
56,new,musical_tambourine_new.bmp,new06,1,2,2372,5,356,
57,old,food_cracker02.bmp,old18,1,1,1428,6,697,
58,new,food_bagel01.bmp,new17,1,2,1724,6,697,
59,old,fruit_lemon_new.bmp,old69,1,1,1286,8,513,
60,new,kitchen_garlic press.bmp,new07,1,2,1635,8,513,
61,new,sporting_windsurf.bmp,new31,1,2,2241,8,513,
62,old,musical_drums_old.bmp,old46,0,2,1838,8,513,
63,old,kitchen_apron.bmp,old27,1,1,2452,9,497,
64,old,animal_parrot.bmp,old09,1,1,1300,8,415,
65,old,sporting_karate clothing.bmp,old60,1,1,1382,5,374,
66,new,food_bread.bmp,new28,1,2,3165,5,374,
67,new,vegie_snowpea01.bmp,new27,1,2,1742,5,374,
68,new,vegie_cucumber.bmp,new33,0,1,1047,5,332,
69,new,animal_giraffe.bmp,new03,0,1,1333,5,727,
70,old,kitchen_pitcher.bmp,old34,1,1,1817,5,1464,
71,old,fruit_pineapple_old.bmp,old70,1,1,1268,5,753,
72,new,fruit_granny smith apple.bmp,new16,0,1,1361,8,602,
73,old,kitchen_peppermill.bmp,old33,1,1,2089,6,532,
74,old,animal_monarch_old.bmp,old08,1,1,1558,6,414,
75,old,animal_farm pig.bmp,old05,1,1,1092,5,343,
76,old,kitchen_coffee pot.bmp,old29,0,2,1784,5,343,
77,old,musical_tuba.bmp,old50,1,1,1767,8,744,
78,old,food_chocolatemilk.bmp,old17,1,1,2105,5,676,
79,old,kitchen_big cooking pot.bmp,old28,1,1,1816,5,422,
80,new,vegie_broccoli.bmp,new36,0,1,1508,8,1246,
81,old,musical_harmonica_new.bmp,old47,1,1,1236,8,442,
82,new,sporting_baseball bat_new.bmp,new08,0,1,1854,9,507,
83,new,kitchen_toaster_old.bmp,new30,1,2,1453,9,507,
84,new,kitchen_kettle_new.bmp,new24,0,1,2490,8,406,
85,old,vegie_carrot.bmp,old78,1,1,1227,9,433,
86,new,musical_zamponia windflute.bmp,new29,1,2,1502,9,433,
87,old,animal_frog.bmp,old06,1,1,1297,5,380,
88,old,food_baguette01.bmp,old14,1,1,1436,6,505,
